Gene_ID,Transcript_ID,Selection_Reason,Total_Length,CDS_Length,5UTR_Length,3UTR_Length,UTR_pair_Length,Status
ENSMUSG00000028184,ENSMUST00000197567.5,Ensembl_canonical,5585,4464,23,1098,1128,Short_or_Missing_UTRs
ENSMUSG00000028037,ENSMUST00000029671.9,appris_principal_1,2910,1269,183,1458,1648,Success
ENSMUSG00000028035,ENSMUST00000050073.13,appris_principal_1,2464,1014,258,1192,1457,Success
ENSMUSG00000028034,ENSMUST00000200524.5,Ensembl_canonical,2552,1965,111,476,594,Success
ENSMUSG00000039103,ENSMUST00000199423.5,Ensembl_canonical,2016,2016,0,0,0,Short_or_Missing_UTRs
ENSMUSG00000025437,ENSMUST00000197748.5,Ensembl_canonical,4183,2730,202,1251,1460,Success
ENSMUSG00000039068,ENSMUST00000106103.8,appris_principal_1,2674,1230,368,1076,1451,Success
ENSMUSG00000039058,ENSMUST00000045262.11,appris_principal_1,3323,1689,501,1133,1641,Success
ENSMUSG00000039047,ENSMUST00000159899.8,appris_principal_1,4737,1188,35,3514,3556,Success
ENSMUSG00000052544,ENSMUST00000200397.5,appris_principal_1,8169,918,112,7139,7258,Success
ENSMUSG00000062908,ENSMUST00000072697.13,appris_principal_1,2047,1266,207,574,788,Success
ENSMUSG00000047583,ENSMUST00000052774.8,appris_principal_1,4490,774,69,3647,3723,Success
ENSMUSG00000028199,ENSMUST00000192462.6,appris_principal_1,2505,996,587,922,1516,Success
ENSMUSG00000053870,ENSMUST00000066568.6,appris_principal_1,3518,1773,47,1698,1752,Success
ENSMUSG00000028179,ENSMUST00000118539.2,appris_principal_1,1815,1197,47,571,625,Success
ENSMUSG00000039988,ENSMUST00000040787.13,appris_principal_1,3903,1626,113,2164,2284,Success
ENSMUSG00000055436,ENSMUST00000072875.15,appris_principal_2,2654,1431,133,1090,1230,Success
ENSMUSG00000063052,ENSMUST00000072080.10,appris_principal_1,4142,1809,64,2269,2340,Success
ENSMUSG00000028173,ENSMUST00000068952.10,appris_principal_1,3559,1626,270,1663,1940,Success
ENSMUSG00000028232,ENSMUST00000029891.12,appris_principal_1,2690,990,266,1434,1707,Success
ENSMUSG00000028233,ENSMUST00000052712.6,appris_principal_1,4327,2562,151,1614,1772,Success
ENSMUSG00000042228,ENSMUST00000041377.13,Ensembl_canonical,3463,1539,255,1669,1931,Success
ENSMUSG00000066324,ENSMUST00000084949.3,appris_principal_1,6543,1071,252,5220,5479,Success
ENSMUSG00000049119,ENSMUST00000054857.13,appris_principal_1,3210,1101,692,1417,2116,Success
ENSMUSG00000028243,ENSMUST00000029907.6,appris_principal_1,6642,996,32,5614,5653,Success
ENSMUSG00000028249,ENSMUST00000029912.11,Ensembl_canonical,2745,900,125,1720,1852,Success
ENSMUSG00000028245,ENSMUST00000029910.12,appris_principal_1,3507,2763,228,516,751,Success
ENSMUSG00000041272,ENSMUST00000039987.4,appris_principal_1,3961,1581,308,2072,2387,Success
ENSMUSG00000041261,ENSMUST00000066674.8,appris_principal_1,3853,876,87,2890,2984,Success
ENSMUSG00000047187,ENSMUST00000060232.8,appris_principal_1,2133,639,219,1275,1501,Success
ENSMUSG00000041235,ENSMUST00000039267.10,appris_principal_1,9444,8961,328,155,490,Success
ENSMUSG00000028207,ENSMUST00000078139.13,appris_principal_1,6694,2226,252,4216,4475,Success
ENSMUSG00000049969,ENSMUST00000054776.4,appris_principal_1,2977,750,298,1929,2234,Success
ENSMUSG00000050323,ENSMUST00000058183.9,appris_principal_1,1082,1002,28,52,87,Short_or_Missing_UTRs
ENSMUSG00000028211,ENSMUST00000029865.4,appris_principal_1,5404,720,264,4420,4691,Success
ENSMUSG00000028212,ENSMUST00000170901.8,Ensembl_canonical,3006,1215,214,1577,1798,Success
ENSMUSG00000040738,ENSMUST00000044616.10,appris_principal_1,3433,2988,148,297,452,Success
ENSMUSG00000045205,ENSMUST00000084892.12,appris_principal_1,6754,2169,122,4463,4592,Success
ENSMUSG00000040720,ENSMUST00000059914.13,appris_principal_1,6506,5436,85,985,1077,Success
ENSMUSG00000078773,ENSMUST00000070755.13,appris_principal_1,2870,2661,58,151,216,Success
ENSMUSG00000028214,ENSMUST00000108304.9,appris_principal_1,2006,888,119,999,1125,Success
ENSMUSG00000049225,ENSMUST00000108301.8,Ensembl_canonical,2635,1794,75,766,848,Success
ENSMUSG00000046667,ENSMUST00000050069.9,appris_principal_1,2949,2511,278,160,445,Success
ENSMUSG00000006586,ENSMUST00000105566.9,Ensembl_canonical,6090,1815,534,3741,4282,Success
ENSMUSG00000040550,ENSMUST00000236953.2,Ensembl_canonical,3257,978,122,2157,2286,Success
ENSMUSG00000028221,ENSMUST00000029875.4,appris_principal_1,2339,774,256,1309,1572,Success
ENSMUSG00000043252,ENSMUST00000062684.9,appris_principal_1,4670,1146,121,3403,3531,Success
ENSMUSG00000041153,ENSMUST00000037198.10,appris_principal_1,2658,1653,158,847,1012,Success
ENSMUSG00000041135,ENSMUST00000037035.12,appris_principal_1,2692,1620,251,821,1079,Success
ENSMUSG00000028226,ENSMUST00000029881.10,appris_principal_1,5011,1824,263,2924,3194,Success
ENSMUSG00000028228,ENSMUST00000029885.5,appris_principal_1,5648,1602,116,3930,4053,Success
ENSMUSG00000041058,ENSMUST00000108246.9,appris_principal_1,6440,2757,272,3411,3690,Success
ENSMUSG00000028252,ENSMUST00000102997.8,appris_principal_1,3365,852,158,2355,2520,Success
ENSMUSG00000040455,ENSMUST00000065111.15,appris_principal_1,6003,2442,56,3505,3568,Success
ENSMUSG00000028248,ENSMUST00000029911.12,appris_principal_1,4545,2445,568,1532,2107,Success
ENSMUSG00000028246,ENSMUST00000029908.8,appris_principal_1,2627,1230,233,1164,1404,Success
ENSMUSG00000040359,ENSMUST00000102994.10,appris_principal_1,4316,2382,69,1865,1941,Success
ENSMUSG00000040520,ENSMUST00000041374.8,appris_principal_1,4867,1389,333,3145,3485,Success
ENSMUSG00000028289,ENSMUST00000029964.12,Ensembl_canonical,6746,2997,253,3496,3756,Success
ENSMUSG00000028284,ENSMUST00000037607.11,Ensembl_canonical,5773,1821,166,3786,3959,Success
ENSMUSG00000040270,ENSMUST00000108180.9,appris_principal_1,8882,2520,554,5808,6369,Success
ENSMUSG00000028278,ENSMUST00000098190.10,appris_principal_1,5008,1200,426,3382,3815,Success
ENSMUSG00000028277,ENSMUST00000124992.8,appris_principal_1,3530,957,170,2403,2580,Success
ENSMUSG00000040128,ENSMUST00000049357.10,appris_principal_1,1648,894,113,641,761,Success
ENSMUSG00000028274,ENSMUST00000108153.9,appris_principal_1,4157,1794,150,2213,2370,Success
ENSMUSG00000028291,ENSMUST00000084299.6,appris_principal_1,1397,606,108,683,798,Success
ENSMUSG00000040044,ENSMUST00000048706.10,Ensembl_canonical,2300,2148,35,117,159,Success
ENSMUSG00000028292,ENSMUST00000029968.14,appris_principal_1,1868,1737,34,97,138,Success
ENSMUSG00000028293,ENSMUST00000029970.14,appris_principal_1,2039,1011,179,849,1035,Success
ENSMUSG00000073910,ENSMUST00000102975.10,appris_principal_1,6030,651,435,4944,5386,Success
ENSMUSG00000028300,ENSMUST00000108127.4,appris_principal_1,3193,1446,152,1595,1754,Success
ENSMUSG00000028405,ENSMUST00000102973.4,appris_principal_1,3832,2670,491,671,1169,Success
ENSMUSG00000036822,ENSMUST00000042575.7,appris_principal_1,3856,3102,174,580,761,Success
ENSMUSG00000028411,ENSMUST00000030119.10,appris_principal_1,5250,1008,65,4177,4249,Success
ENSMUSG00000028410,ENSMUST00000030118.10,appris_principal_1,3376,1194,164,2018,2189,Success
ENSMUSG00000028409,ENSMUST00000030117.5,appris_principal_1,2418,1542,121,755,883,Success
ENSMUSG00000028413,ENSMUST00000030121.13,appris_principal_1,3983,1200,200,2583,2790,Success
ENSMUSG00000028416,ENSMUST00000030125.5,appris_principal_2,1295,1068,41,186,234,Success
ENSMUSG00000028419,ENSMUST00000030128.6,appris_principal_1,1519,660,201,658,866,Success
ENSMUSG00000028423,ENSMUST00000098143.11,appris_principal_1,4594,3345,129,1120,1256,Success
ENSMUSG00000028435,ENSMUST00000055327.8,appris_principal_1,1765,879,74,812,893,Success
ENSMUSG00000028430,ENSMUST00000030138.9,appris_principal_1,4599,3459,210,930,1147,Success
ENSMUSG00000036241,ENSMUST00000040008.4,appris_principal_1,3600,717,327,2556,2890,Success
ENSMUSG00000028433,ENSMUST00000030143.13,appris_principal_2,4368,3399,134,835,976,Success
ENSMUSG00000028436,ENSMUST00000030145.9,appris_principal_1,3442,1362,324,1756,2087,Success
ENSMUSG00000028437,ENSMUST00000072866.12,appris_principal_1,3456,1509,243,1704,1954,Success
ENSMUSG00000028438,ENSMUST00000108055.9,appris_principal_1,5593,4071,155,1367,1529,Success
ENSMUSG00000028443,ENSMUST00000030154.7,appris_principal_1,845,444,37,364,408,Success
ENSMUSG00000028439,ENSMUST00000108049.9,longest_cds,3296,474,273,2549,2829,Success
ENSMUSG00000028444,ENSMUST00000102961.10,appris_principal_1,1995,1119,222,654,883,Success
ENSMUSG00000036114,ENSMUST00000038434.4,appris_principal_1,856,492,115,249,371,Success
ENSMUSG00000036078,ENSMUST00000059354.15,appris_principal_1,1640,672,107,861,975,Success
ENSMUSG00000036073,ENSMUST00000084695.12,appris_principal_1,1595,1083,400,112,519,Success
ENSMUSG00000036052,ENSMUST00000098112.9,appris_principal_1,3093,1047,172,1874,2053,Success
ENSMUSG00000028452,ENSMUST00000030164.8,appris_principal_1,3316,2421,329,566,902,Success
ENSMUSG00000028454,ENSMUST00000098109.10,appris_principal_1,4239,3282,683,274,964,Success
ENSMUSG00000028455,ENSMUST00000030169.15,appris_principal_1,1874,1062,337,475,819,Success
ENSMUSG00000036002,ENSMUST00000107958.8,appris_principal_1,3280,1617,542,1121,1670,Success
ENSMUSG00000028456,ENSMUST00000207569.2,Ensembl_canonical,14754,13173,295,1286,1588,Success
ENSMUSG00000035969,ENSMUST00000035645.13,appris_principal_1,5300,4548,313,439,759,Success
ENSMUSG00000028458,ENSMUST00000060864.13,appris_principal_1,3947,1884,1496,567,2070,Success
ENSMUSG00000028461,ENSMUST00000030181.12,appris_principal_2,817,729,69,19,95,Short_or_Missing_UTRs
ENSMUSG00000051517,ENSMUST00000054538.13,appris_principal_1,1659,1035,88,536,631,Success
ENSMUSG00000028464,ENSMUST00000107913.10,appris_principal_2,2098,855,34,1209,1250,Success
ENSMUSG00000028465,ENSMUST00000030187.14,appris_principal_1,8393,7626,326,441,774,Success
ENSMUSG00000028467,ENSMUST00000030189.14,appris_principal_1,3544,2757,526,261,794,Success
ENSMUSG00000028468,ENSMUST00000107886.9,appris_principal_1,5888,1176,308,4404,4719,Success
ENSMUSG00000028469,ENSMUST00000030191.15,appris_principal_1,3660,3144,250,266,523,Success
ENSMUSG00000078716,ENSMUST00000107865.9,appris_principal_2,4775,1419,1050,2306,3363,Success
ENSMUSG00000028476,ENSMUST00000030198.7,appris_principal_1,4433,2916,76,1441,1524,Success
ENSMUSG00000028480,ENSMUST00000030202.14,appris_principal_1,2320,465,360,1495,1862,Success
ENSMUSG00000028478,ENSMUST00000107851.10,appris_principal_1,1135,747,114,274,395,Success
ENSMUSG00000028479,ENSMUST00000102936.9,appris_principal_1,2920,2169,459,292,758,Success
ENSMUSG00000035696,ENSMUST00000098098.9,Ensembl_canonical,5061,1395,282,3384,3673,Success
ENSMUSG00000035683,ENSMUST00000045607.12,appris_principal_1,2955,1932,235,788,1030,Success
ENSMUSG00000035649,ENSMUST00000107824.9,appris_principal_1,2503,1626,149,728,884,Success
ENSMUSG00000035637,ENSMUST00000045078.13,appris_principal_1,1280,987,57,236,300,Success
ENSMUSG00000049657,ENSMUST00000055028.9,appris_principal_1,4316,2013,175,2128,2310,Success
ENSMUSG00000028318,ENSMUST00000133157.8,appris_principal_1,2986,1305,89,1592,1688,Success
ENSMUSG00000048232,ENSMUST00000052236.13,appris_principal_1,4635,2853,121,1661,1789,Success
ENSMUSG00000078713,ENSMUST00000107810.3,appris_principal_1,639,156,81,402,490,Success
ENSMUSG00000035601,ENSMUST00000044673.9,Ensembl_canonical,2064,957,97,1010,1114,Success
ENSMUSG00000035572,ENSMUST00000155551.8,appris_principal_1,7250,1701,67,5482,5556,Success
ENSMUSG00000045973,ENSMUST00000116341.4,appris_principal_1,4438,897,223,3318,3548,Success
ENSMUSG00000044813,ENSMUST00000061986.12,appris_principal_1,2244,1512,70,662,739,Success
ENSMUSG00000035517,ENSMUST00000102929.2,appris_principal_2,3716,3261,210,245,462,Success
ENSMUSG00000028328,ENSMUST00000107773.3,appris_principal_1,3158,1080,424,1654,2085,Success
ENSMUSG00000035495,ENSMUST00000107772.8,appris_principal_1,3726,1488,139,2099,2245,Success
ENSMUSG00000028330,ENSMUST00000030014.9,appris_principal_1,3010,2373,240,397,644,Success
ENSMUSG00000028333,ENSMUST00000102926.5,appris_principal_1,1716,819,394,503,904,Success
ENSMUSG00000028334,ENSMUST00000030018.5,appris_principal_1,2179,1080,111,988,1106,Success
ENSMUSG00000039853,ENSMUST00000046897.13,appris_principal_1,1429,1323,61,45,113,Success
ENSMUSG00000028337,ENSMUST00000030021.14,appris_principal_1,4112,1575,338,2199,2544,Success
ENSMUSG00000039813,ENSMUST00000084621.12,appris_principal_1,4315,2769,175,1371,1553,Success
ENSMUSG00000007613,ENSMUST00000007757.15,Ensembl_canonical,5756,1512,90,4154,4251,Success
ENSMUSG00000039740,ENSMUST00000044148.3,appris_principal_1,3021,1248,47,1726,1780,Success
ENSMUSG00000053317,ENSMUST00000065678.6,appris_principal_1,564,291,93,180,280,Success
ENSMUSG00000028341,ENSMUST00000030025.10,appris_principal_1,5720,1884,743,3093,3843,Success
ENSMUSG00000061455,ENSMUST00000107720.9,appris_principal_1,5770,906,95,4769,4871,Success
ENSMUSG00000028343,ENSMUST00000030028.5,appris_principal_1,2624,1221,118,1285,1410,Success
ENSMUSG00000028344,ENSMUST00000030029.10,appris_principal_1,5633,3189,198,2246,2451,Success
ENSMUSG00000039693,ENSMUST00000061135.8,appris_principal_1,1589,828,96,665,768,Success
ENSMUSG00000039634,ENSMUST00000042964.13,appris_principal_1,2835,1827,216,792,1015,Success
ENSMUSG00000028309,ENSMUST00000167496.8,appris_principal_1,4312,2922,481,909,1397,Success
ENSMUSG00000028312,ENSMUST00000102915.10,appris_principal_1,5404,3576,223,1605,1835,Success
ENSMUSG00000015243,ENSMUST00000030010.4,appris_principal_1,10262,6786,320,3156,3483,Success
ENSMUSG00000028412,ENSMUST00000107651.9,appris_principal_3,4382,1971,13,2398,2418,Short_or_Missing_UTRs
ENSMUSG00000054752,ENSMUST00000132151.8,appris_principal_1,7467,1494,127,5846,5980,Success
ENSMUSG00000028414,ENSMUST00000128667.8,appris_principal_1,6080,1386,296,4398,4701,Success
ENSMUSG00000028420,ENSMUST00000030127.13,appris_principal_1,2862,879,64,1919,1990,Success
ENSMUSG00000060206,ENSMUST00000098070.10,appris_principal_1,10465,7488,287,2690,2984,Success
ENSMUSG00000028426,ENSMUST00000030134.9,appris_principal_1,3810,1251,319,2240,2566,Success
ENSMUSG00000003032,ENSMUST00000107619.3,appris_principal_1,3029,1452,595,982,1584,Success
ENSMUSG00000028431,ENSMUST00000030140.3,appris_principal_1,6160,4002,186,1972,2165,Success
ENSMUSG00000038816,ENSMUST00000045142.15,appris_principal_1,3664,2196,74,1394,1475,Success
ENSMUSG00000038764,ENSMUST00000075637.11,appris_principal_1,6369,2742,183,3444,3634,Success
ENSMUSG00000028367,ENSMUST00000030051.6,appris_principal_1,1051,318,201,532,740,Success
ENSMUSG00000038668,ENSMUST00000107571.8,appris_principal_1,3543,1095,370,2078,2455,Success
ENSMUSG00000050812,ENSMUST00000102889.10,appris_principal_1,7045,5523,252,1270,1529,Success
ENSMUSG00000070972,ENSMUST00000095070.4,appris_principal_1,4023,1074,59,2890,2956,Success
ENSMUSG00000038607,ENSMUST00000041160.13,appris_principal_1,1192,207,150,835,992,Success
ENSMUSG00000028381,ENSMUST00000030074.8,appris_principal_1,4012,1185,387,2440,2834,Success
ENSMUSG00000028382,ENSMUST00000174586.8,Ensembl_canonical,6640,1665,140,4835,4982,Success
ENSMUSG00000028383,ENSMUST00000030078.12,appris_principal_1,2611,1473,196,942,1145,Success
ENSMUSG00000045071,ENSMUST00000070150.11,appris_principal_1,10856,2151,305,8400,8712,Success
ENSMUSG00000038544,ENSMUST00000095063.11,appris_principal_1,3237,315,195,2727,2929,Success
ENSMUSG00000028385,ENSMUST00000030080.7,appris_principal_1,7314,1314,230,5770,6007,Success
ENSMUSG00000066151,ENSMUST00000084527.10,appris_principal_2,4264,3651,48,565,620,Success
ENSMUSG00000066150,ENSMUST00000084526.12,appris_principal_1,3718,591,157,2970,3134,Success
ENSMUSG00000066149,ENSMUST00000084525.12,appris_principal_1,819,258,299,262,568,Success
ENSMUSG00000066148,ENSMUST00000084524.4,appris_principal_1,5223,1566,78,3579,3664,Success
ENSMUSG00000038422,ENSMUST00000037820.3,appris_principal_1,1205,756,275,174,456,Success
ENSMUSG00000028393,ENSMUST00000107444.8,appris_principal_1,1247,993,174,80,261,Success
ENSMUSG00000028394,ENSMUST00000030091.10,appris_principal_1,1805,438,72,1295,1374,Success
ENSMUSG00000059810,ENSMUST00000098031.10,appris_principal_1,2072,1809,34,229,270,Success
ENSMUSG00000028358,ENSMUST00000107415.8,appris_principal_2,8826,2862,101,5863,5971,Success
ENSMUSG00000039137,ENSMUST00000084510.8,appris_principal_2,4049,2757,718,574,1299,Success
ENSMUSG00000039105,ENSMUST00000035301.7,appris_principal_1,1135,357,146,632,785,Success
ENSMUSG00000028364,ENSMUST00000107372.8,appris_principal_1,7106,6333,125,648,780,Success
ENSMUSG00000028373,ENSMUST00000084496.3,appris_principal_2,4675,3903,123,649,779,Success
ENSMUSG00000051675,ENSMUST00000050850.14,appris_principal_1,3194,1968,163,1063,1233,Success
ENSMUSG00000039298,ENSMUST00000144099.8,appris_principal_1,11847,5469,176,6202,6385,Success
ENSMUSG00000039270,ENSMUST00000107359.9,appris_principal_1,7924,1803,106,6015,6128,Success
ENSMUSG00000008305,ENSMUST00000072695.13,appris_principal_1,3644,2313,852,479,1338,Success
ENSMUSG00000028397,ENSMUST00000077851.10,appris_principal_1,4189,3165,161,863,1031,Success
ENSMUSG00000048706,ENSMUST00000055922.4,appris_principal_1,3066,666,709,1691,2407,Success
ENSMUSG00000028402,ENSMUST00000220807.2,Ensembl_canonical,6295,6210,63,22,92,Short_or_Missing_UTRs
ENSMUSG00000008575,ENSMUST00000050872.15,Ensembl_canonical,8770,1713,548,6509,7064,Success
ENSMUSG00000028403,ENSMUST00000030110.15,appris_principal_1,8763,798,374,7591,7972,Success
ENSMUSG00000038172,ENSMUST00000102823.10,appris_principal_1,8831,1854,143,6834,6984,Success
ENSMUSG00000028484,ENSMUST00000030207.15,appris_principal_1,3251,1587,325,1339,1671,Success
ENSMUSG00000038070,ENSMUST00000102819.10,appris_principal_2,2239,957,61,1221,1289,Success
ENSMUSG00000028488,ENSMUST00000030212.15,appris_principal_1,2822,1059,136,1627,1770,Success
ENSMUSG00000070934,ENSMUST00000091064.8,appris_principal_1,1618,942,251,425,683,Success
ENSMUSG00000038047,ENSMUST00000070607.9,appris_principal_1,6158,2802,242,3114,3363,Success
ENSMUSG00000028494,ENSMUST00000000466.13,appris_principal_1,1888,1278,142,468,617,Success
ENSMUSG00000028496,ENSMUST00000078090.12,appris_principal_1,6069,1710,269,4090,4366,Success
ENSMUSG00000070923,ENSMUST00000094993.3,appris_principal_1,4174,1854,463,1857,2327,Success
ENSMUSG00000062937,ENSMUST00000058030.10,appris_principal_1,2797,852,370,1575,1952,Success
ENSMUSG00000073802,ENSMUST00000097981.6,appris_principal_1,1390,393,242,755,1004,Success
ENSMUSG00000008489,ENSMUST00000107116.9,Ensembl_canonical,1282,1170,112,0,0,Short_or_Missing_UTRs
ENSMUSG00000054000,ENSMUST00000066774.6,appris_principal_1,1374,618,91,665,763,Success
ENSMUSG00000028578,ENSMUST00000030313.9,appris_principal_1,2107,1071,92,944,1043,Success
ENSMUSG00000028577,ENSMUST00000107107.9,appris_principal_1,2784,2385,219,180,406,Success
ENSMUSG00000028576,ENSMUST00000030311.11,appris_principal_1,2139,1803,176,160,343,Success
ENSMUSG00000062627,ENSMUST00000075872.4,appris_principal_1,7420,2460,35,4925,4967,Success
ENSMUSG00000052684,ENSMUST00000107094.2,appris_principal_1,3189,1005,951,1233,2191,Success
ENSMUSG00000028572,ENSMUST00000030306.14,appris_principal_1,5517,2187,254,3076,3337,Success
ENSMUSG00000028565,ENSMUST00000075448.13,appris_principal_1,9526,1530,360,7636,8003,Success
ENSMUSG00000028563,ENSMUST00000102793.11,Ensembl_canonical,1027,627,70,330,407,Success
ENSMUSG00000061859,ENSMUST00000041284.10,appris_principal_2,7340,5505,168,1667,1842,Success
ENSMUSG00000028560,ENSMUST00000030289.9,appris_principal_1,3577,2355,484,738,1229,Success
ENSMUSG00000028550,ENSMUST00000030279.15,appris_principal_1,3178,1377,578,1223,1808,Success
ENSMUSG00000073792,ENSMUST00000097961.9,appris_principal_1,3079,1524,163,1392,1562,Success
ENSMUSG00000028549,ENSMUST00000146258.2,appris_principal_1,2806,531,99,2176,2282,Success
ENSMUSG00000025791,ENSMUST00000058351.16,appris_principal_1,2371,1689,152,530,689,Success
ENSMUSG00000035305,ENSMUST00000039630.6,appris_principal_1,5762,2814,428,2520,2955,Success
ENSMUSG00000028532,ENSMUST00000030257.15,appris_principal_2,5765,3867,454,1444,1905,Success
ENSMUSG00000035275,ENSMUST00000106955.2,appris_principal_2,2893,1380,131,1382,1520,Success
ENSMUSG00000028530,ENSMUST00000102781.10,appris_principal_1,4906,3462,316,1128,1451,Success
ENSMUSG00000028527,ENSMUST00000102780.8,appris_principal_1,4186,672,186,3328,3521,Success
ENSMUSG00000028528,ENSMUST00000106933.2,Ensembl_canonical,5191,2907,75,2209,2291,Success
ENSMUSG00000028522,ENSMUST00000097945.10,Ensembl_canonical,4698,1671,29,2998,3034,Short_or_Missing_UTRs
ENSMUSG00000028521,ENSMUST00000150285.8,appris_principal_1,4242,921,298,3023,3328,Success
ENSMUSG00000035069,ENSMUST00000035780.4,appris_principal_1,1915,1566,91,258,356,Success
ENSMUSG00000028518,ENSMUST00000030243.8,appris_principal_1,7969,1659,92,6218,6317,Success
ENSMUSG00000028517,ENSMUST00000064139.8,appris_principal_1,3159,939,478,1742,2227,Success
ENSMUSG00000028514,ENSMUST00000094933.6,appris_principal_1,10635,7914,238,2483,2728,Success
ENSMUSG00000034926,ENSMUST00000047973.4,appris_principal_1,4028,1551,129,2348,2484,Success
ENSMUSG00000025413,ENSMUST00000026480.13,appris_principal_1,2121,1161,81,879,967,Success
ENSMUSG00000034853,ENSMUST00000102762.10,appris_principal_1,5689,1785,130,3774,3911,Success
ENSMUSG00000061887,ENSMUST00000030367.15,appris_principal_1,3195,1167,387,1641,2035,Success
ENSMUSG00000028619,ENSMUST00000057043.10,appris_principal_1,6431,624,351,5456,5814,Success
ENSMUSG00000028617,ENSMUST00000030360.11,appris_principal_1,1755,1266,272,217,496,Success
ENSMUSG00000063172,ENSMUST00000106749.8,appris_principal_1,607,432,75,100,182,Success
ENSMUSG00000028614,ENSMUST00000139560.8,appris_principal_1,4584,2022,305,2257,2569,Success
ENSMUSG00000028608,ENSMUST00000135454.8,appris_principal_1,2997,483,78,2436,2521,Success
ENSMUSG00000034636,ENSMUST00000043616.7,appris_principal_1,8691,2235,176,6280,6463,Success
ENSMUSG00000048351,ENSMUST00000131656.2,appris_principal_1,3714,696,45,2973,3025,Success
ENSMUSG00000034610,ENSMUST00000097925.9,Ensembl_canonical,5865,4947,282,636,925,Success
ENSMUSG00000063800,ENSMUST00000079213.6,appris_principal_1,1516,939,222,355,584,Success
ENSMUSG00000028582,ENSMUST00000030320.13,appris_principal_1,3303,2547,151,605,763,Success
ENSMUSG00000034557,ENSMUST00000106657.8,appris_principal_1,6459,4194,472,1793,2272,Success
ENSMUSG00000028567,ENSMUST00000030296.9,appris_principal_1,1359,513,165,681,853,Success
ENSMUSG00000073775,ENSMUST00000102738.4,appris_principal_1,1629,1056,106,467,580,Success
ENSMUSG00000053510,ENSMUST00000106644.9,appris_principal_1,3784,3690,63,31,101,Success
ENSMUSG00000028552,ENSMUST00000102729.10,appris_principal_1,5190,2694,144,2352,2503,Success
ENSMUSG00000028555,ENSMUST00000106618.8,Ensembl_canonical,1970,1737,56,177,240,Success
ENSMUSG00000028557,ENSMUST00000030284.10,appris_principal_1,4061,465,443,3153,3603,Success
ENSMUSG00000010517,ENSMUST00000102724.5,appris_principal_1,4468,1950,440,2078,2525,Success
ENSMUSG00000034401,ENSMUST00000038868.14,Ensembl_canonical,2466,1467,223,776,1006,Success
ENSMUSG00000028719,ENSMUST00000030491.9,appris_principal_1,3170,684,108,2378,2493,Success
ENSMUSG00000028718,ENSMUST00000030490.13,appris_principal_1,5285,3789,263,1233,1503,Success
ENSMUSG00000034210,ENSMUST00000106525.9,appris_principal_2,2792,1455,915,422,1344,Success
ENSMUSG00000028710,ENSMUST00000176047.8,appris_principal_1,2330,1047,165,1118,1290,Success
ENSMUSG00000028709,ENSMUST00000030477.4,appris_principal_1,2884,651,199,2034,2240,Success
ENSMUSG00000028708,ENSMUST00000019677.12,appris_principal_1,2543,1248,229,1066,1302,Success
ENSMUSG00000034171,ENSMUST00000049095.6,appris_principal_1,3827,1740,269,1818,2094,Success
ENSMUSG00000028706,ENSMUST00000030475.3,appris_principal_1,2439,1146,100,1193,1300,Success
ENSMUSG00000028703,ENSMUST00000030471.9,appris_principal_1,3065,2424,140,501,648,Success
ENSMUSG00000028700,ENSMUST00000120083.8,appris_principal_1,2953,1983,651,319,977,Success
ENSMUSG00000003810,ENSMUST00000239177.2,appris_principal_2,5406,5145,208,53,268,Success
ENSMUSG00000028696,ENSMUST00000106479.8,appris_principal_1,2118,1755,152,211,370,Success
ENSMUSG00000055900,ENSMUST00000069674.6,appris_principal_1,974,738,157,79,243,Success
ENSMUSG00000034042,ENSMUST00000030460.15,appris_principal_1,3588,1422,1242,924,2173,Success
ENSMUSG00000028693,ENSMUST00000030457.12,appris_principal_1,2118,1347,107,664,778,Success
ENSMUSG00000028692,ENSMUST00000030455.15,appris_principal_1,1420,978,348,94,449,Success
ENSMUSG00000028688,ENSMUST00000030451.10,appris_principal_1,2090,1536,121,433,561,Success
ENSMUSG00000033948,ENSMUST00000044823.4,appris_principal_1,5582,3567,84,1931,2022,Success
ENSMUSG00000046861,ENSMUST00000050067.10,appris_principal_1,4583,2586,86,1911,2004,Success
ENSMUSG00000028683,ENSMUST00000106448.9,appris_principal_1,1555,1359,85,111,203,Success
ENSMUSG00000028680,ENSMUST00000076859.12,appris_principal_1,2378,1947,99,332,438,Success
ENSMUSG00000028678,ENSMUST00000106436.8,appris_principal_2,2378,2013,341,24,372,Short_or_Missing_UTRs
ENSMUSG00000048772,ENSMUST00000062824.12,appris_principal_1,991,831,123,37,167,Success
ENSMUSG00000028677,ENSMUST00000094853.9,appris_principal_1,1675,1062,236,377,620,Success
ENSMUSG00000033423,ENSMUST00000037127.15,appris_principal_1,1719,1014,231,474,712,Success
ENSMUSG00000009640,ENSMUST00000102687.4,appris_principal_1,1566,1407,105,54,166,Success
ENSMUSG00000028542,ENSMUST00000063857.11,appris_principal_1,3146,1902,190,1054,1251,Success
ENSMUSG00000028541,ENSMUST00000030266.12,appris_principal_1,2312,1110,480,722,1209,Success
ENSMUSG00000028540,ENSMUST00000030265.4,appris_principal_1,2555,1470,176,909,1092,Success
ENSMUSG00000033365,ENSMUST00000036156.6,appris_principal_1,3595,2892,628,75,710,Success
