seqname	len_5utr	linker_len	len_3utr
ENSMUSG00000027637_ENSMUST00000029165.4_UTR_pair	176	7	479
ENSMUSG00000027634_ENSMUST00000069600.13_UTR_pair	90	7	1355
ENSMUSG00000027635_ENSMUST00000103129.9_UTR_pair	102	7	931
ENSMUSG00000027639_ENSMUST00000057725.10_UTR_pair	83	7	1866
ENSMUSG00000027641_ENSMUST00000029170.8_UTR_pair	57	7	1613
ENSMUSG00000027642_ENSMUST00000116380.9_UTR_pair	264	7	596
ENSMUSG00000063019_ENSMUST00000081202.6_UTR_pair	103	7	746
ENSMUSG00000027646_ENSMUST00000109533.8_UTR_pair	331	7	1874
ENSMUSG00000067787_ENSMUST00000109528.9_UTR_pair	264	7	1528
ENSMUSG00000027650_ENSMUST00000029179.11_UTR_pair	101	7	471
ENSMUSG00000027651_ENSMUST00000029180.14_UTR_pair	174	7	3128
ENSMUSG00000037820_ENSMUST00000103122.10_UTR_pair	136	7	1399
ENSMUSG00000027652_ENSMUST00000109485.9_UTR_pair	183	7	2002
ENSMUSG00000027654_ENSMUST00000029183.3_UTR_pair	21	7	487
ENSMUSG00000027655_ENSMUST00000109478.9_UTR_pair	82	7	1090
ENSMUSG00000074622_ENSMUST00000099126.5_UTR_pair	389	7	2002
ENSMUSG00000070544_ENSMUST00000109468.3_UTR_pair	342	7	1210
ENSMUSG00000016933_ENSMUST00000109462.8_UTR_pair	84	7	1150
ENSMUSG00000035877_ENSMUST00000103111.9_UTR_pair	277	7	6430
ENSMUSG00000057133_ENSMUST00000039782.14_UTR_pair	57	7	2322
ENSMUSG00000016921_ENSMUST00000130411.7_UTR_pair	143	7	2364
ENSMUSG00000017858_ENSMUST00000018002.13_UTR_pair	186	7	781
ENSMUSG00000017861_ENSMUST00000018005.10_UTR_pair	142	7	1394
ENSMUSG00000035399_ENSMUST00000046908.10_UTR_pair	161	7	583
ENSMUSG00000048486_ENSMUST00000109418.2_UTR_pair	54	7	3124
ENSMUSG00000017679_ENSMUST00000171696.8_UTR_pair	119	7	3371
ENSMUSG00000017707_ENSMUST00000017851.4_UTR_pair	95	7	2169
ENSMUSG00000035268_ENSMUST00000164399.8_UTR_pair	130	7	622
ENSMUSG00000017697_ENSMUST00000017841.4_UTR_pair	148	7	481
ENSMUSG00000018326_ENSMUST00000018470.10_UTR_pair	409	7	1863
ENSMUSG00000018322_ENSMUST00000109384.10_UTR_pair	130	7	863
ENSMUSG00000018209_ENSMUST00000018353.14_UTR_pair	75	7	3693
ENSMUSG00000017009_ENSMUST00000017153.4_UTR_pair	22	7	1839
ENSMUSG00000045503_ENSMUST00000109352.8_UTR_pair	616	7	914
ENSMUSG00000017723_ENSMUST00000109345.9_UTR_pair	12	7	177
ENSMUSG00000017299_ENSMUST00000017443.14_UTR_pair	71	7	606
ENSMUSG00000050373_ENSMUST00000056181.7_UTR_pair	75	7	1423
ENSMUSG00000045822_ENSMUST00000052107.5_UTR_pair	179	7	441
ENSMUSG00000017764_ENSMUST00000017908.3_UTR_pair	663	7	674
ENSMUSG00000017760_ENSMUST00000103092.9_UTR_pair	369	7	1798
ENSMUSG00000039849_ENSMUST00000041643.5_UTR_pair	322	7	3337
ENSMUSG00000039834_ENSMUST00000041361.14_UTR_pair	291	7	282
ENSMUSG00000039804_ENSMUST00000040381.15_UTR_pair	214	7	1225
ENSMUSG00000017664_ENSMUST00000109299.8_UTR_pair	239	7	592
ENSMUSG00000017670_ENSMUST00000103091.9_UTR_pair	202	7	2330
ENSMUSG00000027678_ENSMUST00000088095.7_UTR_pair	232	7	3099
ENSMUSG00000006800_ENSMUST00000109249.9_UTR_pair	253	7	1699
ENSMUSG00000074582_ENSMUST00000099078.10_UTR_pair	127	7	3264
ENSMUSG00000002718_ENSMUST00000002790.14_UTR_pair	129	7	596
ENSMUSG00000039536_ENSMUST00000109236.9_UTR_pair	325	7	1071
ENSMUSG00000017999_ENSMUST00000018143.16_UTR_pair	141	7	290
ENSMUSG00000039501_ENSMUST00000048988.14_UTR_pair	556	7	932
ENSMUSG00000017929_ENSMUST00000109221.9_UTR_pair	151	7	2892
ENSMUSG00000039463_ENSMUST00000047815.13_UTR_pair	40	7	2750
ENSMUSG00000047030_ENSMUST00000057627.16_UTR_pair	247	7	2217
ENSMUSG00000042821_ENSMUST00000052631.8_UTR_pair	95	7	731
ENSMUSG00000090213_ENSMUST00000006587.7_UTR_pair	60	7	1453
ENSMUSG00000056501_ENSMUST00000070642.4_UTR_pair	107	7	506
ENSMUSG00000027540_ENSMUST00000029053.8_UTR_pair	167	7	2747
ENSMUSG00000044641_ENSMUST00000052125.7_UTR_pair	290	7	1993
ENSMUSG00000027544_ENSMUST00000074618.10_UTR_pair	69	7	3784
ENSMUSG00000027546_ENSMUST00000029060.11_UTR_pair	51	7	334
ENSMUSG00000027551_ENSMUST00000109162.9_UTR_pair	423	7	493
ENSMUSG00000052056_ENSMUST00000063710.13_UTR_pair	521	7	2038
ENSMUSG00000027495_ENSMUST00000028995.5_UTR_pair	97	7	2947
ENSMUSG00000008999_ENSMUST00000009143.8_UTR_pair	252	7	2125
ENSMUSG00000027509_ENSMUST00000029013.10_UTR_pair	265	7	370
ENSMUSG00000027510_ENSMUST00000173393.8_UTR_pair	432	7	925
ENSMUSG00000038400_ENSMUST00000036248.13_UTR_pair	349	7	3364
ENSMUSG00000027519_ENSMUST00000029024.10_UTR_pair	346	7	6224
ENSMUSG00000054455_ENSMUST00000067530.6_UTR_pair	182	7	6118
ENSMUSG00000027522_ENSMUST00000087908.10_UTR_pair	136	7	2748
ENSMUSG00000039263_ENSMUST00000044415.16_UTR_pair	74	7	818
ENSMUSG00000027523_ENSMUST00000185956.7_UTR_pair	3	7	324
ENSMUSG00000016257_ENSMUST00000016401.15_UTR_pair	218	7	747
ENSMUSG00000000305_ENSMUST00000000314.13_UTR_pair	191	7	3455
ENSMUSG00000039108_ENSMUST00000055485.12_UTR_pair	199	7	1177
ENSMUSG00000039086_ENSMUST00000041126.9_UTR_pair	291	7	2843
ENSMUSG00000039050_ENSMUST00000040668.9_UTR_pair	261	7	1089
ENSMUSG00000027569_ENSMUST00000169630.8_UTR_pair	431	7	146
ENSMUSG00000049401_ENSMUST00000029087.4_UTR_pair	236	7	311
ENSMUSG00000038914_ENSMUST00000087517.10_UTR_pair	577	7	1375
ENSMUSG00000027573_ENSMUST00000029090.9_UTR_pair	246	7	722
ENSMUSG00000038848_ENSMUST00000037299.15_UTR_pair	239	7	1265
ENSMUSG00000027575_ENSMUST00000029092.13_UTR_pair	313	7	1156
ENSMUSG00000027577_ENSMUST00000067120.14_UTR_pair	232	7	2443
ENSMUSG00000016349_ENSMUST00000055990.9_UTR_pair	366	7	11191
ENSMUSG00000038705_ENSMUST00000049032.13_UTR_pair	194	7	2334
ENSMUSG00000038671_ENSMUST00000127988.8_UTR_pair	200	7	1641
ENSMUSG00000027583_ENSMUST00000029106.13_UTR_pair	204	7	3302
ENSMUSG00000000827_ENSMUST00000069712.9_UTR_pair	115	7	1081
ENSMUSG00000000826_ENSMUST00000072334.12_UTR_pair	224	7	5757
ENSMUSG00000000823_ENSMUST00000108789.9_UTR_pair	385	7	2719
ENSMUSG00000038605_ENSMUST00000060173.9_UTR_pair	190	7	1365
ENSMUSG00000002455_ENSMUST00000136481.8_UTR_pair	145	7	77
ENSMUSG00000027589_ENSMUST00000029116.14_UTR_pair	339	7	2150
ENSMUSG00000027499_ENSMUST00000028999.12_UTR_pair	110	7	3276
ENSMUSG00000043542_ENSMUST00000051064.9_UTR_pair	29	7	2288
ENSMUSG00000027500_ENSMUST00000029002.9_UTR_pair	252	7	1281
ENSMUSG00000040289_ENSMUST00000042412.5_UTR_pair	386	7	1137
ENSMUSG00000027506_ENSMUST00000091354.12_UTR_pair	64	7	1454
ENSMUSG00000069114_ENSMUST00000155203.2_UTR_pair	528	7	4300
ENSMUSG00000027508_ENSMUST00000161949.8_UTR_pair	678	7	6288
ENSMUSG00000027533_ENSMUST00000029046.9_UTR_pair	92	7	487
ENSMUSG00000027531_ENSMUST00000065938.15_UTR_pair	121	7	3230
ENSMUSG00000027536_ENSMUST00000029049.7_UTR_pair	125	7	5364
ENSMUSG00000027534_ENSMUST00000029047.12_UTR_pair	272	7	981
ENSMUSG00000027550_ENSMUST00000169079.8_UTR_pair	111	7	2446
ENSMUSG00000027552_ENSMUST00000029069.13_UTR_pair	179	7	592
ENSMUSG00000027555_ENSMUST00000029071.9_UTR_pair	82	7	1428
ENSMUSG00000027562_ENSMUST00000029078.9_UTR_pair	325	7	680
ENSMUSG00000047213_ENSMUST00000108345.9_UTR_pair	285	7	3059
ENSMUSG00000039519_ENSMUST00000035625.7_UTR_pair	135	7	507
ENSMUSG00000027599_ENSMUST00000029125.10_UTR_pair	194	7	2630
ENSMUSG00000027601_ENSMUST00000117529.8_UTR_pair	296	7	613
ENSMUSG00000069094_ENSMUST00000099195.10_UTR_pair	321	7	4528
ENSMUSG00000027615_ENSMUST00000012580.13_UTR_pair	50	7	957
ENSMUSG00000002428_ENSMUST00000002502.12_UTR_pair	177	7	1766
ENSMUSG00000019528_ENSMUST00000178328.8_UTR_pair	92	7	604
ENSMUSG00000027630_ENSMUST00000193734.6_UTR_pair	525	7	6167
ENSMUSG00000027699_ENSMUST00000108300.8_UTR_pair	167	7	1177
ENSMUSG00000027698_ENSMUST00000046515.15_UTR_pair	113	7	3140
ENSMUSG00000039304_ENSMUST00000046383.12_UTR_pair	119	7	3998
ENSMUSG00000039286_ENSMUST00000195008.6_UTR_pair	133	7	3129
ENSMUSG00000027695_ENSMUST00000123539.8_UTR_pair	195	7	312
ENSMUSG00000050192_ENSMUST00000060500.9_UTR_pair	174	7	4391
ENSMUSG00000037730_ENSMUST00000192715.6_UTR_pair	662	7	3060
ENSMUSG00000037643_ENSMUST00000108249.9_UTR_pair	238	7	2682
ENSMUSG00000027660_ENSMUST00000029194.12_UTR_pair	725	7	3964
ENSMUSG00000027663_ENSMUST00000029199.11_UTR_pair	232	7	6692
ENSMUSG00000027665_ENSMUST00000108243.8_UTR_pair	206	7	3276
ENSMUSG00000027668_ENSMUST00000091257.11_UTR_pair	238	7	2098
ENSMUSG00000027669_ENSMUST00000155737.8_UTR_pair	186	7	4788
ENSMUSG00000027671_ENSMUST00000029214.14_UTR_pair	349	7	371
ENSMUSG00000056900_ENSMUST00000072312.12_UTR_pair	165	7	4838
ENSMUSG00000027677_ENSMUST00000108210.9_UTR_pair	28	7	355
ENSMUSG00000027679_ENSMUST00000108195.10_UTR_pair	133	7	175
ENSMUSG00000037400_ENSMUST00000029257.15_UTR_pair	250	7	1090
ENSMUSG00000027708_ENSMUST00000108182.10_UTR_pair	685	7	3515
ENSMUSG00000027712_ENSMUST00000029266.14_UTR_pair	350	7	421
ENSMUSG00000027714_ENSMUST00000029269.12_UTR_pair	80	7	220
ENSMUSG00000027715_ENSMUST00000029270.10_UTR_pair	327	7	1369
ENSMUSG00000050174_ENSMUST00000099130.9_UTR_pair	20	7	111
ENSMUSG00000027722_ENSMUST00000108112.10_UTR_pair	445	7	168
ENSMUSG00000037211_ENSMUST00000108109.8_UTR_pair	462	7	1047
ENSMUSG00000044864_ENSMUST00000120875.8_UTR_pair	956	7	3158
ENSMUSG00000025757_ENSMUST00000204702.3_UTR_pair	248	7	6714
ENSMUSG00000025758_ENSMUST00000026858.11_UTR_pair	235	7	466
ENSMUSG00000025759_ENSMUST00000026859.11_UTR_pair	180	7	1411
ENSMUSG00000049940_ENSMUST00000058578.8_UTR_pair	52	7	2301
ENSMUSG00000025764_ENSMUST00000191952.2_UTR_pair	117	7	1677
ENSMUSG00000037892_ENSMUST00000035931.13_UTR_pair	452	7	1311
ENSMUSG00000027737_ENSMUST00000029297.6_UTR_pair	350	7	7364
ENSMUSG00000023087_ENSMUST00000144826.2_UTR_pair	7607	7	1092
ENSMUSG00000037174_ENSMUST00000194641.6_UTR_pair	496	7	3641
ENSMUSG00000063273_ENSMUST00000029303.13_UTR_pair	307	7	3185
ENSMUSG00000027739_ENSMUST00000054387.8_UTR_pair	366	7	2436
ENSMUSG00000037111_ENSMUST00000037141.9_UTR_pair	322	7	5988
ENSMUSG00000044167_ENSMUST00000053764.7_UTR_pair	466	7	6240
ENSMUSG00000027742_ENSMUST00000036665.10_UTR_pair	39	7	1169
ENSMUSG00000042997_ENSMUST00000056749.14_UTR_pair	189	7	3814
ENSMUSG00000049504_ENSMUST00000058577.5_UTR_pair	609	7	1121
ENSMUSG00000027746_ENSMUST00000146598.8_UTR_pair	80	7	4552
ENSMUSG00000027751_ENSMUST00000170552.6_UTR_pair	186	7	186
ENSMUSG00000036632_ENSMUST00000044567.4_UTR_pair	45	7	451
ENSMUSG00000027796_ENSMUST00000029371.3_UTR_pair	319	7	3756
ENSMUSG00000036615_ENSMUST00000044373.6_UTR_pair	116	7	1350
ENSMUSG00000036580_ENSMUST00000107971.9_UTR_pair	91	7	1631
ENSMUSG00000027797_ENSMUST00000196745.5_UTR_pair	408	7	5334
ENSMUSG00000027799_ENSMUST00000029374.8_UTR_pair	466	7	1709
ENSMUSG00000027800_ENSMUST00000171384.8_UTR_pair	101	7	2145
ENSMUSG00000027803_ENSMUST00000029380.14_UTR_pair	232	7	3277
ENSMUSG00000036513_ENSMUST00000160959.8_UTR_pair	62	7	2330
ENSMUSG00000036503_ENSMUST00000041826.14_UTR_pair	151	7	1381
ENSMUSG00000027805_ENSMUST00000066882.10_UTR_pair	597	7	1322
ENSMUSG00000027806_ENSMUST00000199164.2_UTR_pair	969	7	1452
ENSMUSG00000027808_ENSMUST00000029385.9_UTR_pair	399	7	4011
ENSMUSG00000075700_ENSMUST00000107924.3_UTR_pair	101	7	2468
ENSMUSG00000036432_ENSMUST00000070368.8_UTR_pair	585	7	948
ENSMUSG00000027763_ENSMUST00000193517.6_UTR_pair	600	7	3387
ENSMUSG00000027765_ENSMUST00000029331.7_UTR_pair	647	7	2117
ENSMUSG00000027770_ENSMUST00000029336.6_UTR_pair	65	7	2549
ENSMUSG00000027820_ENSMUST00000194150.6_UTR_pair	328	7	764
ENSMUSG00000027822_ENSMUST00000161659.8_UTR_pair	476	7	425
ENSMUSG00000027823_ENSMUST00000029405.8_UTR_pair	178	7	5845
ENSMUSG00000027827_ENSMUST00000049230.11_UTR_pair	388	7	1651
ENSMUSG00000027828_ENSMUST00000029414.12_UTR_pair	86	7	2313
ENSMUSG00000034640_ENSMUST00000047906.10_UTR_pair	264	7	1953
ENSMUSG00000027829_ENSMUST00000029416.14_UTR_pair	121	7	449
ENSMUSG00000027833_ENSMUST00000029422.14_UTR_pair	215	7	1868
ENSMUSG00000034544_ENSMUST00000162036.8_UTR_pair	155	7	246
ENSMUSG00000048416_ENSMUST00000077916.12_UTR_pair	119	7	191
ENSMUSG00000047557_ENSMUST00000058981.3_UTR_pair	212	7	231
ENSMUSG00000027778_ENSMUST00000107812.8_UTR_pair	157	7	1572
ENSMUSG00000034317_ENSMUST00000107802.8_UTR_pair	221	7	1506
ENSMUSG00000027782_ENSMUST00000194558.6_UTR_pair	292	7	1868
ENSMUSG00000027784_ENSMUST00000029355.9_UTR_pair	706	7	7628
ENSMUSG00000027787_ENSMUST00000029358.15_UTR_pair	152	7	7471
ENSMUSG00000027835_ENSMUST00000161137.8_UTR_pair	258	7	1030
ENSMUSG00000027834_ENSMUST00000029423.9_UTR_pair	114	7	2744
ENSMUSG00000034109_ENSMUST00000117242.8_UTR_pair	651	7	1848
ENSMUSG00000062232_ENSMUST00000118100.8_UTR_pair	62	7	2020
ENSMUSG00000061175_ENSMUST00000133154.7_UTR_pair	193	7	3689
ENSMUSG00000027804_ENSMUST00000029382.13_UTR_pair	108	7	531
ENSMUSG00000027809_ENSMUST00000029386.14_UTR_pair	312	7	214
ENSMUSG00000028020_ENSMUST00000029654.15_UTR_pair	173	7	1365
ENSMUSG00000028019_ENSMUST00000029652.4_UTR_pair	1021	7	1462
ENSMUSG00000033900_ENSMUST00000091014.10_UTR_pair	259	7	4018
ENSMUSG00000027998_ENSMUST00000150268.8_UTR_pair	124	7	185
ENSMUSG00000033767_ENSMUST00000191758.6_UTR_pair	75	7	686
ENSMUSG00000027993_ENSMUST00000054990.11_UTR_pair	128	7	1375
ENSMUSG00000028086_ENSMUST00000107675.8_UTR_pair	173	7	1656
ENSMUSG00000028085_ENSMUST00000127348.8_UTR_pair	25	7	1770
ENSMUSG00000051000_ENSMUST00000118408.8_UTR_pair	297	7	902
ENSMUSG00000028082_ENSMUST00000238331.2_UTR_pair	840	7	3815
ENSMUSG00000028080_ENSMUST00000107635.7_UTR_pair	295	7	1028
ENSMUSG00000003382_ENSMUST00000119109.8_UTR_pair	263	7	3504
ENSMUSG00000041977_ENSMUST00000039476.15_UTR_pair	1186	7	931
ENSMUSG00000004895_ENSMUST00000005015.10_UTR_pair	266	7	357
ENSMUSG00000004897_ENSMUST00000005017.15_UTR_pair	307	7	1224
ENSMUSG00000019710_ENSMUST00000119968.8_UTR_pair	372	7	316
ENSMUSG00000004896_ENSMUST00000005016.16_UTR_pair	178	7	886
ENSMUSG00000048039_ENSMUST00000055984.7_UTR_pair	451	7	1335
ENSMUSG00000028068_ENSMUST00000071812.11_UTR_pair	85	7	772
ENSMUSG00000001419_ENSMUST00000107558.9_UTR_pair	234	7	12
ENSMUSG00000001416_ENSMUST00000001452.14_UTR_pair	120	7	219
ENSMUSG00000001418_ENSMUST00000177005.8_UTR_pair	59	7	2945
ENSMUSG00000001415_ENSMUST00000001451.11_UTR_pair	164	7	1230
ENSMUSG00000050144_ENSMUST00000193433.6_UTR_pair	276	7	2208
ENSMUSG00000028063_ENSMUST00000029699.13_UTR_pair	232	7	926
ENSMUSG00000008604_ENSMUST00000008748.8_UTR_pair	47	7	1492
ENSMUSG00000041355_ENSMUST00000195014.6_UTR_pair	79	7	428
ENSMUSG00000028060_ENSMUST00000029696.11_UTR_pair	47	7	1095
ENSMUSG00000028057_ENSMUST00000029692.15_UTR_pair	159	7	385
ENSMUSG00000068923_ENSMUST00000107505.8_UTR_pair	727	7	3000
ENSMUSG00000054199_ENSMUST00000107498.9_UTR_pair	92	7	716
ENSMUSG00000028053_ENSMUST00000186583.7_UTR_pair	474	7	2293
ENSMUSG00000068917_ENSMUST00000249939.1_UTR_pair	267	7	342
ENSMUSG00000028049_ENSMUST00000120697.8_UTR_pair	102	7	320
ENSMUSG00000032657_ENSMUST00000041913.13_UTR_pair	521	7	552
ENSMUSG00000028048_ENSMUST00000077367.11_UTR_pair	174	7	57
ENSMUSG00000028047_ENSMUST00000029682.11_UTR_pair	66	7	253
ENSMUSG00000042747_ENSMUST00000040888.12_UTR_pair	546	7	215
ENSMUSG00000027953_ENSMUST00000029565.11_UTR_pair	105	7	251
ENSMUSG00000027954_ENSMUST00000029566.9_UTR_pair	103	7	759
ENSMUSG00000028040_ENSMUST00000029674.8_UTR_pair	78	7	900
ENSMUSG00000028041_ENSMUST00000029676.12_UTR_pair	109	7	271
ENSMUSG00000028042_ENSMUST00000107433.8_UTR_pair	133	7	1882
ENSMUSG00000042642_ENSMUST00000129308.9_UTR_pair	216	7	1197
ENSMUSG00000028044_ENSMUST00000029679.4_UTR_pair	170	7	439
ENSMUSG00000042626_ENSMUST00000094378.10_UTR_pair	223	7	654
ENSMUSG00000042613_ENSMUST00000038942.10_UTR_pair	109	7	2186
ENSMUSG00000027951_ENSMUST00000029563.14_UTR_pair	63	7	231
ENSMUSG00000042572_ENSMUST00000038356.13_UTR_pair	96	7	1712
ENSMUSG00000027947_ENSMUST00000029559.7_UTR_pair	123	7	1837
ENSMUSG00000060671_ENSMUST00000168276.8_UTR_pair	388	7	304
ENSMUSG00000027944_ENSMUST00000079724.9_UTR_pair	117	7	179
ENSMUSG00000042520_ENSMUST00000064639.15_UTR_pair	126	7	608
ENSMUSG00000027937_ENSMUST00000029546.15_UTR_pair	361	7	299
ENSMUSG00000052310_ENSMUST00000015467.9_UTR_pair	119	7	1270
ENSMUSG00000027936_ENSMUST00000029545.15_UTR_pair	243	7	425
ENSMUSG00000042404_ENSMUST00000098914.10_UTR_pair	143	7	747
ENSMUSG00000042390_ENSMUST00000199754.5_UTR_pair	248	7	5405
ENSMUSG00000027933_ENSMUST00000071488.8_UTR_pair	353	7	559
ENSMUSG00000001016_ENSMUST00000001042.10_UTR_pair	94	7	760
ENSMUSG00000001018_ENSMUST00000149884.2_UTR_pair	59	7	1458
ENSMUSG00000001017_ENSMUST00000049937.13_UTR_pair	325	7	937
ENSMUSG00000001020_ENSMUST00000001046.7_UTR_pair	51	7	141
ENSMUSG00000027907_ENSMUST00000029515.5_UTR_pair	74	7	140
ENSMUSG00000041959_ENSMUST00000045756.14_UTR_pair	152	7	239
ENSMUSG00000028145_ENSMUST00000049822.10_UTR_pair	128	7	960
ENSMUSG00000041912_ENSMUST00000166032.8_UTR_pair	116	7	3893
ENSMUSG00000005968_ENSMUST00000006123.11_UTR_pair	87	7	1371
ENSMUSG00000068876_ENSMUST00000238849.2_UTR_pair	169	7	1291
ENSMUSG00000038902_ENSMUST00000249403.1_UTR_pair	127	7	1994
ENSMUSG00000068874_ENSMUST00000090839.12_UTR_pair	103	7	190
ENSMUSG00000005774_ENSMUST00000107260.9_UTR_pair	250	7	128
ENSMUSG00000038861_ENSMUST00000125476.8_UTR_pair	72	7	841
ENSMUSG00000019338_ENSMUST00000019482.8_UTR_pair	145	7	773
ENSMUSG00000005625_ENSMUST00000107237.8_UTR_pair	81	7	120
ENSMUSG00000028126_ENSMUST00000107233.9_UTR_pair	479	7	1540
ENSMUSG00000053769_ENSMUST00000066386.6_UTR_pair	729	7	984
ENSMUSG00000038766_ENSMUST00000107209.8_UTR_pair	208	7	6904
ENSMUSG00000053192_ENSMUST00000065482.6_UTR_pair	600	7	1050
ENSMUSG00000046722_ENSMUST00000053872.12_UTR_pair	388	7	2174
ENSMUSG00000015711_ENSMUST00000015855.8_UTR_pair	453	7	1322
ENSMUSG00000015714_ENSMUST00000015858.12_UTR_pair	263	7	810
ENSMUSG00000015697_ENSMUST00000015841.12_UTR_pair	183	7	548
ENSMUSG00000015522_ENSMUST00000102749.11_UTR_pair	149	7	174
ENSMUSG00000038642_ENSMUST00000015667.9_UTR_pair	114	7	215
ENSMUSG00000046519_ENSMUST00000177390.8_UTR_pair	207	7	1771
ENSMUSG00000038619_ENSMUST00000058230.13_UTR_pair	109	7	655
ENSMUSG00000015850_ENSMUST00000117782.8_UTR_pair	293	7	632
ENSMUSG00000028108_ENSMUST00000029753.14_UTR_pair	125	7	93
ENSMUSG00000015748_ENSMUST00000015892.14_UTR_pair	186	7	695
ENSMUSG00000015750_ENSMUST00000056710.10_UTR_pair	116	7	687
ENSMUSG00000015749_ENSMUST00000165307.8_UTR_pair	351	7	2140
ENSMUSG00000015745_ENSMUST00000015889.10_UTR_pair	204	7	500
ENSMUSG00000038495_ENSMUST00000090785.9_UTR_pair	417	7	5161
ENSMUSG00000068856_ENSMUST00000076372.5_UTR_pair	242	7	398
ENSMUSG00000038486_ENSMUST00000035371.9_UTR_pair	500	7	1605
ENSMUSG00000038393_ENSMUST00000074519.13_UTR_pair	279	7	1354
ENSMUSG00000028104_ENSMUST00000091924.10_UTR_pair	140	7	630
ENSMUSG00000049288_ENSMUST00000062058.5_UTR_pair	33	7	2265
ENSMUSG00000028102_ENSMUST00000118557.8_UTR_pair	258	7	1386
ENSMUSG00000028101_ENSMUST00000064900.16_UTR_pair	89	7	955
ENSMUSG00000028098_ENSMUST00000029740.14_UTR_pair	145	7	1146
ENSMUSG00000038256_ENSMUST00000046521.14_UTR_pair	626	7	1198
ENSMUSG00000028089_ENSMUST00000029730.5_UTR_pair	32	7	273
ENSMUSG00000038205_ENSMUST00000045743.13_UTR_pair	183	7	4007
ENSMUSG00000038170_ENSMUST00000168438.9_UTR_pair	37	7	988
ENSMUSG00000027879_ENSMUST00000029476.9_UTR_pair	156	7	2006
ENSMUSG00000027878_ENSMUST00000079812.8_UTR_pair	161	7	2917
ENSMUSG00000050064_ENSMUST00000056096.15_UTR_pair	135	7	3321
ENSMUSG00000004233_ENSMUST00000004343.7_UTR_pair	31	7	3296
ENSMUSG00000027865_ENSMUST00000029459.10_UTR_pair	349	7	1162
ENSMUSG00000008763_ENSMUST00000008907.14_UTR_pair	641	7	5402
ENSMUSG00000033233_ENSMUST00000037409.13_UTR_pair	437	7	2432
ENSMUSG00000027864_ENSMUST00000102694.4_UTR_pair	138	7	3124
ENSMUSG00000042035_ENSMUST00000195164.2_UTR_pair	112	7	119
ENSMUSG00000033161_ENSMUST00000036493.8_UTR_pair	270	7	337
ENSMUSG00000027860_ENSMUST00000029453.13_UTR_pair	296	7	4654
ENSMUSG00000027858_ENSMUST00000029451.12_UTR_pair	468	7	3350
ENSMUSG00000027854_ENSMUST00000029447.12_UTR_pair	101	7	6650
ENSMUSG00000068823_ENSMUST00000029446.13_UTR_pair	668	7	1253
ENSMUSG00000027852_ENSMUST00000029445.13_UTR_pair	173	7	3727
ENSMUSG00000033014_ENSMUST00000029444.13_UTR_pair	586	7	4866
ENSMUSG00000008730_ENSMUST00000118317.8_UTR_pair	173	7	4133
ENSMUSG00000027845_ENSMUST00000029435.15_UTR_pair	356	7	2363
ENSMUSG00000044098_ENSMUST00000051139.13_UTR_pair	331	7	2043
ENSMUSG00000058388_ENSMUST00000117150.8_UTR_pair	155	7	480
ENSMUSG00000052539_ENSMUST00000064371.14_UTR_pair	408	7	2851
ENSMUSG00000032913_ENSMUST00000046316.11_UTR_pair	149	7	3785
ENSMUSG00000032902_ENSMUST00000046212.2_UTR_pair	204	7	2740
ENSMUSG00000002233_ENSMUST00000196817.5_UTR_pair	56	7	239
ENSMUSG00000002227_ENSMUST00000106775.8_UTR_pair	37	7	313
ENSMUSG00000045576_ENSMUST00000059271.13_UTR_pair	592	7	3456
ENSMUSG00000062127_ENSMUST00000077548.12_UTR_pair	294	7	2735
ENSMUSG00000068798_ENSMUST00000090678.11_UTR_pair	125	7	1727
ENSMUSG00000000563_ENSMUST00000118209.8_UTR_pair	545	7	288
ENSMUSG00000000561_ENSMUST00000010278.12_UTR_pair	215	7	2438
ENSMUSG00000040774_ENSMUST00000068301.11_UTR_pair	198	7	1365
ENSMUSG00000027900_ENSMUST00000067630.13_UTR_pair	262	7	2205
ENSMUSG00000056260_ENSMUST00000098750.5_UTR_pair	109	7	726
ENSMUSG00000087260_ENSMUST00000199317.2_UTR_pair	80	7	387
ENSMUSG00000048109_ENSMUST00000061772.11_UTR_pair	593	7	861
ENSMUSG00000027893_ENSMUST00000029490.15_UTR_pair	283	7	1987
ENSMUSG00000014599_ENSMUST00000014743.10_UTR_pair	406	7	2111
ENSMUSG00000027889_ENSMUST00000078912.7_UTR_pair	65	7	828
ENSMUSG00000050947_ENSMUST00000050909.7_UTR_pair	440	7	3111
ENSMUSG00000048796_ENSMUST00000106655.2_UTR_pair	60	7	3525
ENSMUSG00000068747_ENSMUST00000102632.7_UTR_pair	50	7	4268
ENSMUSG00000068740_ENSMUST00000090558.11_UTR_pair	573	7	1780
ENSMUSG00000068739_ENSMUST00000090553.12_UTR_pair	66	7	1965
ENSMUSG00000068732_ENSMUST00000090546.6_UTR_pair	186	7	2453
ENSMUSG00000048100_ENSMUST00000143054.2_UTR_pair	23	7	2045
ENSMUSG00000040389_ENSMUST00000051145.15_UTR_pair	328	7	1131
ENSMUSG00000027883_ENSMUST00000029482.16_UTR_pair	517	7	941
ENSMUSG00000027882_ENSMUST00000102621.11_UTR_pair	43	7	597
ENSMUSG00000027881_ENSMUST00000029480.9_UTR_pair	285	7	1112
ENSMUSG00000040339_ENSMUST00000171143.2_UTR_pair	286	7	4303
