seqname	len_5utr	linker_len	len_3utr
ENSG00000243943_ENST00000355467.6_UTR_pair	71	7	1756
ENSG00000119760_ENST00000337768.10_UTR_pair	375	7	2676
ENSG00000163798_ENST00000326019.11_UTR_pair	26	7	286
ENSG00000158019_ENST00000379624.6_UTR_pair	138	7	388
ENSG00000075426_ENST00000264716.9_UTR_pair	863	7	4869
ENSG00000213639_ENST00000395366.3_UTR_pair	295	7	3637
ENSG00000115295_ENST00000320081.10_UTR_pair	266	7	1915
ENSG00000119801_ENST00000261353.9_UTR_pair	80	7	1690
ENSG00000213626_ENST00000395323.9_UTR_pair	205	7	2407
ENSG00000172954_ENST00000379509.8_UTR_pair	142	7	3606
ENSG00000013016_ENST00000322054.10_UTR_pair	470	7	2747
ENSG00000162959_ENST00000404530.6_UTR_pair	84	7	538
ENSG00000162961_ENST00000342166.10_UTR_pair	109	7	279
ENSG00000021574_ENST00000315285.9_UTR_pair	276	7	3141
ENSG00000152683_ENST00000282587.9_UTR_pair	37	7	3666
ENSG00000119820_ENST00000238831.9_UTR_pair	252	7	10968
ENSG00000049323_ENST00000404816.7_UTR_pair	372	7	964
ENSG00000119812_ENST00000238823.13_UTR_pair	78	7	1116
ENSG00000150938_ENST00000280527.7_UTR_pair	515	7	2434
ENSG00000171055_ENST00000405912.8_UTR_pair	26	7	905
ENSG00000008869_ENST00000233099.6_UTR_pair	126	7	595
ENSG00000055332_ENST00000233057.9_UTR_pair	256	7	8063
ENSG00000115816_ENST00000234170.10_UTR_pair	29	7	152
ENSG00000003509_ENST00000002125.9_UTR_pair	48	7	810
ENSG00000115825_ENST00000234179.8_UTR_pair	808	7	2675
ENSG00000115828_ENST00000338415.8_UTR_pair	102	7	495
ENSG00000163171_ENST00000295324.4_UTR_pair	452	7	3879
ENSG00000138061_ENST00000610745.5_UTR_pair	373	7	3213
ENSG00000143889_ENST00000449105.8_UTR_pair	302	7	2213
ENSG00000143891_ENST00000272252.10_UTR_pair	48	7	1200
ENSG00000115875_ENST00000313117.11_UTR_pair	105	7	1534
ENSG00000152147_ENST00000281950.8_UTR_pair	91	7	3110
ENSG00000163214_ENST00000457308.6_UTR_pair	154	7	570
ENSG00000188010_ENST00000644631.4_UTR_pair	77	7	194
ENSG00000115904_ENST00000402219.8_UTR_pair	629	7	4275
ENSG00000011566_ENST00000263881.8_UTR_pair	298	7	1352
ENSG00000183023_ENST00000332839.9_UTR_pair	211	7	17983
ENSG00000162878_ENST00000294964.6_UTR_pair	179	7	829
ENSG00000143924_ENST00000318522.10_UTR_pair	259	7	2341
ENSG00000115944_ENST00000234301.3_UTR_pair	56	7	1881
ENSG00000152518_ENST00000282388.4_UTR_pair	291	7	1917
ENSG00000115970_ENST00000405975.7_UTR_pair	132	7	97
ENSG00000138095_ENST00000260665.12_UTR_pair	42	7	2376
ENSG00000138032_ENST00000282412.9_UTR_pair	414	7	754
ENSG00000138078_ENST00000409411.6_UTR_pair	163	7	3749
ENSG00000068784_ENST00000263736.5_UTR_pair	49	7	630
ENSG00000171132_ENST00000306156.8_UTR_pair	426	7	3109
ENSG00000116016_ENST00000263734.5_UTR_pair	505	7	2037
ENSG00000119729_ENST00000238738.9_UTR_pair	557	7	3605
ENSG00000151665_ENST00000281382.11_UTR_pair	93	7	541
ENSG00000119878_ENST00000238892.4_UTR_pair	68	7	5949
ENSG00000171150_ENST00000394861.3_UTR_pair	167	7	2988
ENSG00000180398_ENST00000319466.9_UTR_pair	90	7	3589
ENSG00000068724_ENST00000319190.11_UTR_pair	318	7	2200
ENSG00000143933_ENST00000272298.12_UTR_pair	68	7	692
ENSG00000095002_ENST00000233146.7_UTR_pair	36	7	274
ENSG00000116062_ENST00000234420.11_UTR_pair	89	7	93
ENSG00000138081_ENST00000403359.8_UTR_pair	778	7	1198
ENSG00000170802_ENST00000340553.8_UTR_pair	289	7	3852
ENSG00000162869_ENST00000294952.13_UTR_pair	188	7	642
ENSG00000115239_ENST00000263634.8_UTR_pair	146	7	523
ENSG00000143942_ENST00000295304.5_UTR_pair	83	7	671
ENSG00000068912_ENST00000185150.9_UTR_pair	167	7	827
ENSG00000068878_ENST00000404125.6_UTR_pair	209	7	1509
ENSG00000170634_ENST00000394666.9_UTR_pair	84	7	498
ENSG00000115306_ENST00000356805.9_UTR_pair	239	7	2877
ENSG00000115310_ENST00000337526.11_UTR_pair	151	7	967
ENSG00000143947_ENST00000272317.11_UTR_pair	38	7	276
ENSG00000085760_ENST00000263629.9_UTR_pair	299	7	53
ENSG00000115355_ENST00000436346.7_UTR_pair	777	7	3358
ENSG00000163001_ENST00000349456.9_UTR_pair	84	7	71
ENSG00000275052_ENST00000616407.2_UTR_pair	337	7	2619
ENSG00000115380_ENST00000355426.8_UTR_pair	120	7	1106
ENSG00000028116_ENST00000340157.9_UTR_pair	68	7	178
ENSG00000119866_ENST00000642384.2_UTR_pair	384	7	3210
ENSG00000115421_ENST00000238714.8_UTR_pair	211	7	4926
ENSG00000162924_ENST00000394479.4_UTR_pair	267	7	9077
ENSG00000162927_ENST00000316752.11_UTR_pair	263	7	2172
ENSG00000162928_ENST00000295030.6_UTR_pair	40	7	3220
ENSG00000115464_ENST00000398571.7_UTR_pair	395	7	639
ENSG00000082898_ENST00000401558.7_UTR_pair	801	7	971
ENSG00000115484_ENST00000394440.8_UTR_pair	149	7	607
ENSG00000173163_ENST00000311832.6_UTR_pair	5	7	117
ENSG00000170340_ENST00000301998.5_UTR_pair	250	7	1317
ENSG00000115504_ENST00000431489.6_UTR_pair	635	7	987
ENSG00000143951_ENST00000272321.12_UTR_pair	206	7	2447
ENSG00000169764_ENST00000337130.10_UTR_pair	290	7	333
ENSG00000143952_ENST00000272322.9_UTR_pair	511	7	1280
ENSG00000197329_ENST00000358912.5_UTR_pair	409	7	2050
ENSG00000119862_ENST00000238875.10_UTR_pair	384	7	2953
ENSG00000119844_ENST00000409933.6_UTR_pair	317	7	970
ENSG00000179833_ENST00000313349.3_UTR_pair	298	7	4306
ENSG00000115902_ENST00000234256.4_UTR_pair	245	7	2719
ENSG00000011523_ENST00000377990.7_UTR_pair	159	7	3370
ENSG00000138069_ENST00000409784.8_UTR_pair	191	7	1639
ENSG00000138071_ENST00000260641.10_UTR_pair	79	7	2519
ENSG00000198369_ENST00000356388.9_UTR_pair	612	7	2650
ENSG00000143995_ENST00000272369.14_UTR_pair	732	7	2661
ENSG00000143971_ENST00000272342.6_UTR_pair	116	7	2051
ENSG00000115946_ENST00000263657.7_UTR_pair	47	7	1436
ENSG00000221823_ENST00000234310.8_UTR_pair	405	7	2106
ENSG00000169621_ENST00000303795.9_UTR_pair	147	7	2140
ENSG00000169604_ENST00000303714.9_UTR_pair	321	7	3842
ENSG00000198380_ENST00000357308.9_UTR_pair	156	7	6409
ENSG00000169599_ENST00000410022.7_UTR_pair	13	7	120
ENSG00000196975_ENST00000394295.6_UTR_pair	88	7	1597
ENSG00000087338_ENST00000282570.4_UTR_pair	233	7	2380
ENSG00000059728_ENST00000264444.7_UTR_pair	222	7	4661
ENSG00000169564_ENST00000303577.7_UTR_pair	267	7	389
ENSG00000115998_ENST00000264434.7_UTR_pair	328	7	471
ENSG00000116001_ENST00000433529.7_UTR_pair	198	7	3275
ENSG00000116005_ENST00000433351.7_UTR_pair	28	7	3793
ENSG00000143977_ENST00000272348.7_UTR_pair	91	7	272
ENSG00000035141_ENST00000430566.6_UTR_pair	56	7	1313
ENSG00000163235_ENST00000295400.11_UTR_pair	59	7	3575
ENSG00000144043_ENST00000272438.9_UTR_pair	116	7	2658
ENSG00000124357_ENST00000244204.11_UTR_pair	36	7	1300
ENSG00000124374_ENST00000244221.9_UTR_pair	187	7	5741
ENSG00000075292_ENST00000264447.9_UTR_pair	296	7	254
ENSG00000135636_ENST00000410020.8_UTR_pair	144	7	271
ENSG00000003137_ENST00000001146.7_UTR_pair	28	7	2989
ENSG00000144036_ENST00000272427.11_UTR_pair	123	7	3351
ENSG00000116096_ENST00000234454.6_UTR_pair	25	7	621
ENSG00000135631_ENST00000486777.7_UTR_pair	171	7	2139
ENSG00000135617_ENST00000258083.3_UTR_pair	79	7	444
ENSG00000135624_ENST00000258091.10_UTR_pair	71	7	144
ENSG00000144048_ENST00000272444.8_UTR_pair	129	7	448
ENSG00000124356_ENST00000394070.7_UTR_pair	562	7	4909
ENSG00000114956_ENST00000264093.9_UTR_pair	31	7	210
ENSG00000163170_ENST00000327428.10_UTR_pair	38	7	193
ENSG00000114978_ENST00000396049.5_UTR_pair	205	7	4040
ENSG00000065911_ENST00000394053.7_UTR_pair	27	7	3323
ENSG00000204843_ENST00000628224.3_UTR_pair	274	7	344
ENSG00000005448_ENST00000348227.4_UTR_pair	88	7	54
ENSG00000114993_ENST00000272430.10_UTR_pair	121	7	408
ENSG00000115275_ENST00000448666.7_UTR_pair	135	7	218
ENSG00000115289_ENST00000233630.11_UTR_pair	27	7	100
ENSG00000115317_ENST00000258080.8_UTR_pair	74	7	334
ENSG00000115318_ENST00000264094.8_UTR_pair	79	7	1348
ENSG00000135622_ENST00000357877.7_UTR_pair	130	7	3632
ENSG00000159399_ENST00000290573.7_UTR_pair	454	7	2418
ENSG00000115350_ENST00000483063.2_UTR_pair	37	7	706
ENSG00000005436_ENST00000321027.8_UTR_pair	60	7	1961
ENSG00000034510_ENST00000233143.6_UTR_pair	78	7	248
ENSG00000176407_ENST00000409785.9_UTR_pair	291	7	6063
ENSG00000152284_ENST00000282111.4_UTR_pair	293	7	925
ENSG00000152291_ENST00000377386.8_UTR_pair	27	7	4709
ENSG00000042445_ENST00000295802.9_UTR_pair	21	7	1287
ENSG00000115459_ENST00000409013.8_UTR_pair	432	7	786
ENSG00000042493_ENST00000263867.9_UTR_pair	63	7	140
ENSG00000168906_ENST00000306434.8_UTR_pair	120	7	1509
ENSG00000115486_ENST00000233838.9_UTR_pair	65	7	5214
ENSG00000118640_ENST00000263864.10_UTR_pair	61	7	315
ENSG00000168899_ENST00000306384.5_UTR_pair	60	7	249
ENSG00000168890_ENST00000334462.10_UTR_pair	208	7	529
ENSG00000168874_ENST00000306279.4_UTR_pair	199	7	4493
ENSG00000115525_ENST00000638572.2_UTR_pair	85	7	3024
ENSG00000132305_ENST00000410111.8_UTR_pair	80	7	332
ENSG00000132313_ENST00000337109.9_UTR_pair	34	7	3122
ENSG00000068615_ENST00000538924.7_UTR_pair	116	7	3046
ENSG00000115548_ENST00000312912.10_UTR_pair	104	7	597
ENSG00000115561_ENST00000263856.9_UTR_pair	95	7	2374
ENSG00000239305_ENST00000237455.5_UTR_pair	979	7	445
ENSG00000153561_ENST00000283632.5_UTR_pair	377	7	4630
ENSG00000172086_ENST00000347055.4_UTR_pair	448	7	579
ENSG00000172071_ENST00000303236.9_UTR_pair	190	7	995
ENSG00000153574_ENST00000283646.5_UTR_pair	26	7	851
ENSG00000144026_ENST00000295208.7_UTR_pair	704	7	4282
ENSG00000275111_ENST00000614034.5_UTR_pair	91	7	2211
ENSG00000115042_ENST00000233379.9_UTR_pair	171	7	3659
ENSG00000158050_ENST00000288943.5_UTR_pair	86	7	654
ENSG00000084090_ENST00000337288.10_UTR_pair	393	7	1871
ENSG00000135956_ENST00000258439.8_UTR_pair	260	7	5294
ENSG00000144021_ENST00000488633.2_UTR_pair	126	7	2822
ENSG00000144028_ENST00000323853.10_UTR_pair	109	7	674
ENSG00000121152_ENST00000240423.9_UTR_pair	64	7	3740
ENSG00000196843_ENST00000357485.8_UTR_pair	75	7	321
ENSG00000114988_ENST00000264963.9_UTR_pair	24	7	1327
ENSG00000158158_ENST00000377075.3_UTR_pair	98	7	2357
ENSG00000213337_ENST00000393537.5_UTR_pair	29	7	311
ENSG00000168758_ENST00000305476.10_UTR_pair	242	7	908
ENSG00000115073_ENST00000289228.7_UTR_pair	154	7	919
ENSG00000075568_ENST00000186436.10_UTR_pair	286	7	763
ENSG00000040933_ENST00000409851.8_UTR_pair	393	7	6784
ENSG00000183513_ENST00000328709.8_UTR_pair	107	7	1438
ENSG00000115446_ENST00000357765.7_UTR_pair	142	7	211
ENSG00000071073_ENST00000393487.6_UTR_pair	320	7	6460
ENSG00000158411_ENST00000289359.6_UTR_pair	77	7	112
ENSG00000158417_ENST00000289371.11_UTR_pair	166	7	1912
ENSG00000135945_ENST00000258428.8_UTR_pair	211	7	764
ENSG00000144218_ENST00000672756.2_UTR_pair	334	7	6055
ENSG00000115526_ENST00000264249.8_UTR_pair	398	7	1385
ENSG00000071082_ENST00000264258.8_UTR_pair	27	7	886
ENSG00000158435_ENST00000289382.8_UTR_pair	79	7	903
ENSG00000115594_ENST00000410023.6_UTR_pair	358	7	3115
ENSG00000135953_ENST00000258436.10_UTR_pair	78	7	3790
ENSG00000135966_ENST00000393359.7_UTR_pair	128	7	2969
ENSG00000135974_ENST00000258457.7_UTR_pair	48	7	3840
ENSG00000115641_ENST00000530340.6_UTR_pair	285	7	457
ENSG00000071051_ENST00000233154.9_UTR_pair	427	7	1096
ENSG00000115652_ENST00000283148.12_UTR_pair	60	7	715
ENSG00000135968_ENST00000309863.11_UTR_pair	69	7	1785
ENSG00000169756_ENST00000544547.6_UTR_pair	93	7	3247
ENSG00000153201_ENST00000283195.11_UTR_pair	125	7	1908
ENSG00000163006_ENST00000295124.9_UTR_pair	52	7	325
ENSG00000144061_ENST00000445609.7_UTR_pair	45	7	443
ENSG00000169679_ENST00000302759.11_UTR_pair	68	7	436
ENSG00000153094_ENST00000393256.8_UTR_pair	288	7	4213
ENSG00000153107_ENST00000341068.8_UTR_pair	276	7	1651
ENSG00000153208_ENST00000295408.9_UTR_pair	129	7	697
ENSG00000153214_ENST00000283206.9_UTR_pair	323	7	3171
ENSG00000144161_ENST00000409573.7_UTR_pair	61	7	4955
ENSG00000188177_ENST00000409871.6_UTR_pair	398	7	7571
ENSG00000125630_ENST00000263331.10_UTR_pair	30	7	4089
ENSG00000144136_ENST00000272542.8_UTR_pair	457	7	800
ENSG00000136682_ENST00000259199.9_UTR_pair	178	7	461
ENSG00000115084_ENST00000245680.7_UTR_pair	233	7	8509
ENSG00000115091_ENST00000263238.7_UTR_pair	191	7	5141
ENSG00000088205_ENST00000263239.7_UTR_pair	87	7	1653
ENSG00000125633_ENST00000376300.7_UTR_pair	75	7	4862
ENSG00000125629_ENST00000245787.9_UTR_pair	209	7	2675
ENSG00000115107_ENST00000393110.7_UTR_pair	448	7	2314
ENSG00000155368_ENST00000355857.8_UTR_pair	75	7	225
ENSG00000171227_ENST00000306406.5_UTR_pair	50	7	1064
ENSG00000088179_ENST00000263708.7_UTR_pair	480	7	7829
ENSG00000115109_ENST00000263713.10_UTR_pair	142	7	4212
ENSG00000226479_ENST00000426077.3_UTR_pair	424	7	4445
ENSG00000144118_ENST00000272519.10_UTR_pair	176	7	1450
ENSG00000074047_ENST00000361492.9_UTR_pair	448	7	1978
ENSG00000074054_ENST00000696935.1_UTR_pair	376	7	3085
ENSG00000155438_ENST00000285814.9_UTR_pair	25	7	779
ENSG00000211460_ENST00000389682.8_UTR_pair	129	7	2486
ENSG00000136732_ENST00000259254.9_UTR_pair	106	7	525
ENSG00000136717_ENST00000316724.10_UTR_pair	211	7	494
ENSG00000169967_ENST00000682094.1_UTR_pair	589	7	8911
ENSG00000072163_ENST00000355119.9_UTR_pair	506	7	855
ENSG00000136709_ENST00000322313.9_UTR_pair	183	7	5296
ENSG00000144233_ENST00000272647.10_UTR_pair	295	7	3464
ENSG00000136715_ENST00000643581.2_UTR_pair	126	7	784
ENSG00000136731_ENST00000259253.11_UTR_pair	158	7	5935
ENSG00000136720_ENST00000259241.7_UTR_pair	305	7	2682
ENSG00000136718_ENST00000259239.8_UTR_pair	36	7	1499
ENSG00000072135_ENST00000175756.10_UTR_pair	52	7	2181
ENSG00000152102_ENST00000389915.4_UTR_pair	258	7	4589
ENSG00000115762_ENST00000693505.1_UTR_pair	71	7	3072
ENSG00000152127_ENST00000281923.4_UTR_pair	332	7	5774
ENSG00000082258_ENST00000264157.10_UTR_pair	33	7	4694
ENSG00000121988_ENST00000264159.11_UTR_pair	99	7	3373
ENSG00000048991_ENST00000683871.1_UTR_pair	399	7	977
ENSG00000144224_ENST00000272638.14_UTR_pair	75	7	2169
ENSG00000076003_ENST00000264156.3_UTR_pair	78	7	1209
ENSG00000115866_ENST00000264161.9_UTR_pair	158	7	1435
ENSG00000121966_ENST00000241393.4_UTR_pair	89	7	520
ENSG00000144228_ENST00000280098.9_UTR_pair	410	7	4467
ENSG00000121964_ENST00000682281.1_UTR_pair	224	7	8984
ENSG00000169554_ENST00000627532.3_UTR_pair	250	7	5370
ENSG00000121989_ENST00000241416.12_UTR_pair	124	7	3548
ENSG00000115947_ENST00000392857.10_UTR_pair	122	7	5114
ENSG00000135999_ENST00000258484.11_UTR_pair	267	7	1192
ENSG00000168280_ENST00000435030.6_UTR_pair	391	7	3689
ENSG00000168288_ENST00000303319.10_UTR_pair	164	7	337
ENSG00000115963_ENST00000263895.9_UTR_pair	157	7	1792
ENSG00000123609_ENST00000243346.10_UTR_pair	82	7	223
ENSG00000162980_ENST00000295087.13_UTR_pair	245	7	4479
ENSG00000115145_ENST00000263904.5_UTR_pair	121	7	3773
ENSG00000157827_ENST00000288670.14_UTR_pair	430	7	1921
ENSG00000177519_ENST00000325926.4_UTR_pair	197	7	898
ENSG00000153234_ENST00000339562.9_UTR_pair	368	7	1307
ENSG00000115159_ENST00000438166.7_UTR_pair	143	7	3485
ENSG00000115170_ENST00000434821.7_UTR_pair	717	7	1085
ENSG00000144283_ENST00000389759.8_UTR_pair	272	7	752
ENSG00000115183_ENST00000263635.8_UTR_pair	268	7	1647
ENSG00000196151_ENST00000359774.9_UTR_pair	145	7	235
ENSG00000123636_ENST00000392783.7_UTR_pair	352	7	1286
ENSG00000136536_ENST00000409175.6_UTR_pair	243	7	3685
ENSG00000153250_ENST00000348849.8_UTR_pair	444	7	2621
ENSG00000136560_ENST00000392749.7_UTR_pair	108	7	712
ENSG00000115233_ENST00000409682.8_UTR_pair	317	7	317
ENSG00000197635_ENST00000360534.8_UTR_pair	234	7	1038
ENSG00000115267_ENST00000649979.2_UTR_pair	377	7	126
ENSG00000115271_ENST00000437150.7_UTR_pair	117	7	2880
ENSG00000182263_ENST00000333129.4_UTR_pair	316	7	6941
ENSG00000115290_ENST00000263915.8_UTR_pair	173	7	619
ENSG00000082438_ENST00000652658.2_UTR_pair	164	7	5758
ENSG00000123607_ENST00000243344.8_UTR_pair	71	7	1393
ENSG00000198648_ENST00000355999.5_UTR_pair	160	7	1474
ENSG00000172292_ENST00000305747.11_UTR_pair	177	7	5472
ENSG00000152253_ENST00000282074.7_UTR_pair	127	7	540
ENSG00000138398_ENST00000260970.8_UTR_pair	209	7	3883
ENSG00000144362_ENST00000359744.8_UTR_pair	384	7	11
ENSG00000213160_ENST00000392647.7_UTR_pair	258	7	2146
ENSG00000138385_ENST00000260956.9_UTR_pair	115	7	308
ENSG00000144357_ENST00000272793.11_UTR_pair	54	7	2288
ENSG00000115806_ENST00000234160.5_UTR_pair	88	7	1000
ENSG00000198586_ENST00000431350.7_UTR_pair	465	7	2957
ENSG00000123600_ENST00000375258.9_UTR_pair	120	7	8426
ENSG00000115827_ENST00000375255.8_UTR_pair	352	7	3938
ENSG00000077380_ENST00000397119.8_UTR_pair	168	7	2269
ENSG00000115840_ENST00000422440.7_UTR_pair	30	7	1869
ENSG00000128708_ENST00000264108.5_UTR_pair	40	7	334
ENSG00000091409_ENST00000684293.1_UTR_pair	203	7	2391
ENSG00000091436_ENST00000375213.8_UTR_pair	191	7	1265
ENSG00000144354_ENST00000306721.8_UTR_pair	92	7	1333
ENSG00000172845_ENST00000310015.12_UTR_pair	202	7	9166
ENSG00000138430_ENST00000284719.8_UTR_pair	81	7	2979
ENSG00000138433_ENST00000342016.8_UTR_pair	90	7	475
ENSG00000144306_ENST00000272732.11_UTR_pair	97	7	1680
ENSG00000163328_ENST00000392552.7_UTR_pair	188	7	4545
ENSG00000115935_ENST00000679041.1_UTR_pair	242	7	2973
ENSG00000128656_ENST00000409900.9_UTR_pair	469	7	1307
ENSG00000115966_ENST00000264110.7_UTR_pair	296	7	2350
ENSG00000154518_ENST00000284727.9_UTR_pair	128	7	2030
ENSG00000144320_ENST00000272748.9_UTR_pair	170	7	6085
ENSG00000128654_ENST00000249442.11_UTR_pair	188	7	361
ENSG00000170144_ENST00000392524.7_UTR_pair	6	7	4567
ENSG00000116044_ENST00000397062.8_UTR_pair	151	7	477
ENSG00000018510_ENST00000264167.11_UTR_pair	17	7	5639
ENSG00000196659_ENST00000408939.4_UTR_pair	33	7	1768
ENSG00000155636_ENST00000286070.10_UTR_pair	110	7	268
ENSG00000079156_ENST00000190611.9_UTR_pair	513	7	7334
ENSG00000180228_ENST00000325748.9_UTR_pair	145	7	683
ENSG00000187231_ENST00000428443.8_UTR_pair	359	7	8221
ENSG00000163510_ENST00000410053.8_UTR_pair	544	7	253
ENSG00000170035_ENST00000410062.9_UTR_pair	394	7	537
ENSG00000138434_ENST00000431877.7_UTR_pair	337	7	1191
ENSG00000162999_ENST00000354221.5_UTR_pair	187	7	4350
ENSG00000065548_ENST00000337859.11_UTR_pair	123	7	628
ENSG00000138448_ENST00000261023.8_UTR_pair	283	7	3609
ENSG00000144369_ENST00000304698.10_UTR_pair	114	7	3136
ENSG00000144366_ENST00000409830.6_UTR_pair	464	7	1915
ENSG00000168542_ENST00000304636.9_UTR_pair	117	7	972
ENSG00000204262_ENST00000374866.9_UTR_pair	157	7	2172
ENSG00000138449_ENST00000261024.7_UTR_pair	326	7	1288
ENSG00000128699_ENST00000392349.9_UTR_pair	188	7	1500
ENSG00000151689_ENST00000392329.7_UTR_pair	581	7	263
ENSG00000151690_ENST00000392328.6_UTR_pair	324	7	2096
ENSG00000189362_ENST00000409150.8_UTR_pair	67	7	4851
ENSG00000138386_ENST00000337386.10_UTR_pair	611	7	2433
ENSG00000115419_ENST00000320717.8_UTR_pair	264	7	2566
ENSG00000115415_ENST00000361099.8_UTR_pair	309	7	1554
ENSG00000128641_ENST00000392318.8_UTR_pair	232	7	1426
ENSG00000173559_ENST00000425611.9_UTR_pair	479	7	1175
ENSG00000196950_ENST00000359634.10_UTR_pair	67	7	2659
ENSG00000081320_ENST00000263955.9_UTR_pair	290	7	3864
ENSG00000138411_ENST00000644978.2_UTR_pair	82	7	7205
ENSG00000119041_ENST00000263956.8_UTR_pair	72	7	1528
ENSG00000197121_ENST00000354764.9_UTR_pair	91	7	8230
ENSG00000065413_ENST00000282272.15_UTR_pair	176	7	2929
ENSG00000115524_ENST00000335508.11_UTR_pair	29	7	2519
ENSG00000115520_ENST00000263960.7_UTR_pair	9	7	1386
ENSG00000144381_ENST00000388968.8_UTR_pair	61	7	462
ENSG00000115541_ENST00000233893.10_UTR_pair	58	7	190
ENSG00000115540_ENST00000323303.9_UTR_pair	21	7	3053
ENSG00000247626_ENST00000282276.8_UTR_pair	37	7	1208
ENSG00000119042_ENST00000417098.6_UTR_pair	660	7	2706
ENSG00000162971_ENST00000354611.9_UTR_pair	21	7	4154
ENSG00000162972_ENST00000392290.6_UTR_pair	217	7	306
ENSG00000196141_ENST00000409140.8_UTR_pair	302	7	4233
ENSG00000155729_ENST00000359878.8_UTR_pair	516	7	1142
ENSG00000082153_ENST00000409600.6_UTR_pair	91	7	5160
ENSG00000013441_ENST00000321356.9_UTR_pair	95	7	297
ENSG00000240344_ENST00000392283.9_UTR_pair	192	7	488
ENSG00000115942_ENST00000234296.7_UTR_pair	230	7	2324
ENSG00000155744_ENST00000681958.1_UTR_pair	190	7	7552
ENSG00000064012_ENST00000673742.1_UTR_pair	104	7	1115
ENSG00000115993_ENST00000332624.8_UTR_pair	308	7	3336
ENSG00000082146_ENST00000194530.8_UTR_pair	294	7	671
ENSG00000003393_ENST00000264276.11_UTR_pair	117	7	1584
ENSG00000155760_ENST00000286201.3_UTR_pair	793	7	2069
ENSG00000116030_ENST00000392246.7_UTR_pair	146	7	1071
ENSG00000055044_ENST00000264279.10_UTR_pair	179	7	225
ENSG00000138439_ENST00000392238.3_UTR_pair	219	7	3993
ENSG00000138442_ENST00000261015.5_UTR_pair	197	7	6599
ENSG00000119004_ENST00000356079.9_UTR_pair	45	7	9118
ENSG00000116117_ENST00000406610.7_UTR_pair	525	7	4349
ENSG00000118257_ENST00000357785.10_UTR_pair	790	7	3073
ENSG00000114942_ENST00000392222.7_UTR_pair	85	7	45
ENSG00000183671_ENST00000621141.5_UTR_pair	93	7	864
ENSG00000114948_ENST00000264377.8_UTR_pair	335	7	3500
ENSG00000118246_ENST00000402774.8_UTR_pair	192	7	4387
ENSG00000118263_ENST00000309446.11_UTR_pair	380	7	7076
ENSG00000118260_ENST00000353267.8_UTR_pair	181	7	8930
ENSG00000144401_ENST00000411432.6_UTR_pair	362	7	307
ENSG00000163249_ENST00000295414.8_UTR_pair	257	7	2476
ENSG00000163251_ENST00000295417.4_UTR_pair	897	7	4384
ENSG00000178385_ENST00000427836.8_UTR_pair	457	7	7031
ENSG00000138413_ENST00000345146.7_UTR_pair	223	7	850
ENSG00000115020_ENST00000264380.9_UTR_pair	170	7	3441
ENSG00000078018_ENST00000682079.1_UTR_pair	451	7	3715
ENSG00000197713_ENST00000359429.11_UTR_pair	24	7	2469
ENSG00000144445_ENST00000281772.14_UTR_pair	290	7	1528
ENSG00000115365_ENST00000450366.7_UTR_pair	156	7	3236
ENSG00000030419_ENST00000434687.6_UTR_pair	319	7	7662
ENSG00000138376_ENST00000260947.9_UTR_pair	114	7	3030
ENSG00000138363_ENST00000236959.14_UTR_pair	84	7	109
ENSG00000115414_ENST00000354785.11_UTR_pair	266	7	690
ENSG00000115425_ENST00000265322.8_UTR_pair	68	7	887
ENSG00000079246_ENST00000392132.7_UTR_pair	89	7	1091
ENSG00000138375_ENST00000357276.9_UTR_pair	260	7	76
ENSG00000197756_ENST00000491306.6_UTR_pair	31	7	2682
ENSG00000115457_ENST00000233809.9_UTR_pair	104	7	332
ENSG00000115461_ENST00000233813.5_UTR_pair	774	7	4646
ENSG00000163466_ENST00000315717.10_UTR_pair	74	7	433
ENSG00000127837_ENST00000248450.9_UTR_pair	51	7	404
ENSG00000135926_ENST00000258412.8_UTR_pair	78	7	1278
ENSG00000144579_ENST00000273062.7_UTR_pair	223	7	1516
ENSG00000135913_ENST00000258399.8_UTR_pair	403	7	4679
ENSG00000144580_ENST00000273064.11_UTR_pair	116	7	2804
ENSG00000115568_ENST00000411696.7_UTR_pair	616	7	5010
ENSG00000074582_ENST00000359273.8_UTR_pair	110	7	57
ENSG00000163481_ENST00000295704.7_UTR_pair	32	7	65
ENSG00000163482_ENST00000295709.8_UTR_pair	219	7	706
ENSG00000135912_ENST00000392102.6_UTR_pair	380	7	1027
ENSG00000115649_ENST00000360507.10_UTR_pair	97	7	689
ENSG00000144567_ENST00000430297.7_UTR_pair	78	7	2846
ENSG00000158552_ENST00000289528.10_UTR_pair	206	7	342
ENSG00000115657_ENST00000265316.9_UTR_pair	285	7	166
ENSG00000198925_ENST00000361242.9_UTR_pair	183	7	1067
ENSG00000163516_ENST00000323348.10_UTR_pair	125	7	234
ENSG00000163521_ENST00000295759.12_UTR_pair	286	7	474
ENSG00000115661_ENST00000396738.7_UTR_pair	422	7	1778
ENSG00000127824_ENST00000248437.9_UTR_pair	60	7	642
ENSG00000135924_ENST00000336576.10_UTR_pair	189	7	1908
ENSG00000123992_ENST00000273075.9_UTR_pair	118	7	2249
ENSG00000144591_ENST00000313597.10_UTR_pair	68	7	191
ENSG00000123989_ENST00000243776.11_UTR_pair	271	7	429
ENSG00000124006_ENST00000404537.6_UTR_pair	307	7	107
ENSG00000144589_ENST00000456909.6_UTR_pair	93	7	258
