transcript_id	gene_id	utr5_length	n_uorfs	n_overlapping_uorfs	has_uorf	total_classical_uorf_codons	max_classical_uorf_codons	dist_cap_to_first_uatg	dist_last_uorf_stop_to_main_atg
ENSMUST00000029570.9	ENSMUSG00000089911	199	2	1	1	13	12	46	77
ENSMUST00000040603.14	ENSMUSG00000033400	207	0	0	0	0	NA	NA	NA
ENSMUST00000040260.11	ENSMUSG00000033386	281	3	0	1	20	10	42	39
ENSMUST00000040097.14	ENSMUSG00000033377	445	5	0	1	177	97	68	1
ENSMUST00000029780.12	ENSMUSG00000028134	179	0	0	0	0	NA	NA	NA
ENSMUST00000039442.12	ENSMUSG00000039887	75	0	1	1	0	NA	59	NA
ENSMUST00000029773.13	ENSMUSG00000053931	275	0	0	0	0	NA	NA	NA
ENSMUST00000029771.13	ENSMUSG00000028128	178	0	0	0	0	NA	NA	NA
ENSMUST00000029770.8	ENSMUSG00000028127	184	0	0	0	0	NA	NA	NA
ENSMUST00000037958.14	ENSMUSG00000039831	208	2	1	1	23	14	95	15
ENSMUST00000029769.14	ENSMUSG00000028124	429	0	0	0	0	NA	NA	NA
ENSMUST00000029766.9	ENSMUSG00000028121	417	2	0	1	19	18	108	46
ENSMUST00000200389.2	ENSMUSG00000053965	1061	1	0	1	42	42	837	95
ENSMUST00000090379.7	ENSMUSG00000039701	746	10	1	1	214	54	75	40
ENSMUST00000047923.12	ENSMUSG00000039234	124	0	1	1	0	NA	110	NA
ENSMUST00000029759.16	ENSMUSG00000028114	281	0	0	0	0	NA	NA	NA
ENSMUST00000057944.12	ENSMUSG00000032854	169	0	0	0	0	NA	NA	NA
ENSMUST00000200171.5	ENSMUSG00000053819	234	0	0	0	0	NA	NA	NA
ENSMUST00000029588.10	ENSMUSG00000027968	168	2	0	1	38	21	1	26
ENSMUST00000051737.8	ENSMUSG00000074238	286	1	2	1	26	26	87	118
ENSMUST00000199273.2	ENSMUSG00000050549	141	0	0	0	0	NA	NA	NA
ENSMUST00000199910.5	ENSMUSG00000041220	325	4	0	1	61	43	32	157
ENSMUST00000029624.15	ENSMUSG00000027994	158	2	1	1	8	5	114	26
ENSMUST00000001079.15	ENSMUSG00000001052	239	0	0	0	0	NA	NA	NA
ENSMUST00000043937.9	ENSMUSG00000041084	69	0	0	0	0	NA	NA	NA
ENSMUST00000066849.13	ENSMUSG00000027985	1001	1	0	1	16	16	330	620
ENSMUST00000029610.9	ENSMUSG00000027984	94	0	0	0	0	NA	NA	NA
ENSMUST00000106337.7	ENSMUSG00000027983	97	1	1	1	1	1	29	62
ENSMUST00000090246.5	ENSMUSG00000050931	581	7	1	1	243	129	37	101
ENSMUST00000029666.14	ENSMUSG00000028032	156	0	0	0	0	NA	NA	NA
ENSMUST00000169172.5	ENSMUSG00000028030	279	1	0	1	6	6	164	94
ENSMUST00000093971.5	ENSMUSG00000040998	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUST00000029651.11	ENSMUSG00000028018	267	1	3	1	77	77	20	9
ENSMUST00000029650.9	ENSMUSG00000028016	146	0	0	0	0	NA	NA	NA
ENSMUST00000098603.8	ENSMUSG00000040943	382	6	1	1	78	29	56	61
ENSMUST00000062893.12	ENSMUSG00000045328	122	0	0	0	0	NA	NA	NA
ENSMUST00000029815.8	ENSMUSG00000028165	564	3	0	1	44	23	121	340
ENSMUST00000197134.3	ENSMUSG00000078578	564	0	0	0	0	NA	NA	NA
ENSMUST00000029814.10	ENSMUSG00000028164	70	0	0	0	0	NA	NA	NA
ENSMUST00000029812.14	ENSMUSG00000028163	501	1	0	1	4	4	301	185
ENSMUST00000081978.10	ENSMUSG00000053897	485	4	0	1	95	42	100	118
ENSMUST00000056758.9	ENSMUSG00000028161	74	0	0	0	0	NA	NA	NA
ENSMUST00000053855.8	ENSMUSG00000046818	263	0	0	0	0	NA	NA	NA
ENSMUST00000041045.14	ENSMUSG00000037894	207	1	0	1	7	7	52	131
ENSMUST00000090178.10	ENSMUSG00000074212	249	0	0	0	0	NA	NA	NA
ENSMUST00000197064.5	ENSMUSG00000091512	159	1	0	1	1	1	59	94
ENSMUST00000040321.13	ENSMUSG00000004127	160	0	1	1	0	NA	154	NA
ENSMUST00000004232.10	ENSMUSG00000074207	225	1	1	1	4	4	56	154
ENSMUST00000029804.13	ENSMUSG00000005813	144	0	0	0	0	NA	NA	NA
ENSMUST00000029803.12	ENSMUSG00000028156	145	0	0	0	0	NA	NA	NA
ENSMUST00000029800.9	ENSMUSG00000028152	385	0	1	1	0	NA	372	NA
ENSMUST00000098574.9	ENSMUSG00000028149	162	0	0	0	0	NA	NA	NA
ENSMUST00000029948.15	ENSMUSG00000052430	361	2	0	1	17	9	71	44
ENSMUST00000029941.16	ENSMUSG00000028273	150	0	0	0	0	NA	NA	NA
ENSMUST00000029938.10	ENSMUSG00000028271	227	0	0	0	0	NA	NA	NA
ENSMUST00000043812.15	ENSMUSG00000004591	346	3	0	1	43	26	23	108
ENSMUST00000121796.8	ENSMUSG00000028266	152	0	0	0	0	NA	NA	NA
ENSMUST00000043325.9	ENSMUSG00000040151	324	1	0	1	2	2	297	18
ENSMUST00000163279.6	ENSMUSG00000037062	282	0	0	0	0	NA	NA	NA
ENSMUST00000098534.9	ENSMUSG00000074182	136	0	0	0	0	NA	NA	NA
ENSMUST00000029845.15	ENSMUSG00000028194	187	0	0	0	0	NA	NA	NA
ENSMUST00000039517.11	ENSMUSG00000036863	129	3	0	1	28	23	5	11
ENSMUST00000106153.9	ENSMUSG00000036825	284	2	0	1	48	45	3	126
ENSMUST00000061937.13	ENSMUSG00000028189	32	0	0	0	0	NA	NA	NA
ENSMUST00000090031.12	ENSMUSG00000068523	133	1	0	1	29	29	16	27
ENSMUST00000102515.10	ENSMUSG00000005034	277	0	0	0	0	NA	NA	NA
ENSMUST00000037942.11	ENSMUSG00000036745	397	1	1	1	1	1	277	114
ENSMUST00000197567.5	ENSMUSG00000028184	23	0	0	0	0	NA	NA	NA
ENSMUST00000029671.9	ENSMUSG00000028037	183	1	0	1	17	17	20	109
ENSMUST00000050073.13	ENSMUSG00000028035	258	0	0	0	0	NA	NA	NA
ENSMUST00000200524.5	ENSMUSG00000028034	111	1	0	1	1	1	6	99
ENSMUST00000199423.5	ENSMUSG00000039103	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUST00000197748.5	ENSMUSG00000025437	202	0	0	0	0	NA	NA	NA
ENSMUST00000106103.8	ENSMUSG00000039068	368	4	0	1	41	19	3	109
ENSMUST00000045262.11	ENSMUSG00000039058	501	0	0	0	0	NA	NA	NA
ENSMUST00000159899.8	ENSMUSG00000039047	35	0	0	0	0	NA	NA	NA
ENSMUST00000200397.5	ENSMUSG00000052544	112	1	0	1	20	20	45	4
ENSMUST00000072697.13	ENSMUSG00000062908	207	0	0	0	0	NA	NA	NA
ENSMUST00000052774.8	ENSMUSG00000047583	69	0	2	1	0	NA	0	NA
ENSMUST00000192462.6	ENSMUSG00000028199	587	4	0	1	259	104	158	19
ENSMUST00000066568.6	ENSMUSG00000053870	47	0	0	0	0	NA	NA	NA
ENSMUST00000118539.2	ENSMUSG00000028179	47	0	0	0	0	NA	NA	NA
ENSMUST00000040787.13	ENSMUSG00000039988	113	0	1	1	0	NA	4	NA
ENSMUST00000072875.15	ENSMUSG00000055436	133	1	0	1	2	2	105	19
ENSMUST00000072080.10	ENSMUSG00000063052	64	1	0	1	3	3	8	44
ENSMUST00000068952.10	ENSMUSG00000028173	270	1	0	1	1	1	14	250
ENSMUST00000029891.12	ENSMUSG00000028232	266	4	0	1	104	78	25	4
ENSMUST00000052712.6	ENSMUSG00000028233	151	0	0	0	0	NA	NA	NA
ENSMUST00000041377.13	ENSMUSG00000042228	255	0	0	0	0	NA	NA	NA
ENSMUST00000084949.3	ENSMUSG00000066324	252	1	0	1	12	12	164	49
ENSMUST00000054857.13	ENSMUSG00000049119	692	2	1	1	16	10	542	117
ENSMUST00000029907.6	ENSMUSG00000028243	32	0	0	0	0	NA	NA	NA
ENSMUST00000029912.11	ENSMUSG00000028249	125	0	1	1	0	NA	31	NA
ENSMUST00000029910.12	ENSMUSG00000028245	228	1	0	1	3	3	89	127
ENSMUST00000039987.4	ENSMUSG00000041272	308	2	0	1	2	1	160	7
ENSMUST00000066674.8	ENSMUSG00000041261	87	0	0	0	0	NA	NA	NA
ENSMUST00000060232.8	ENSMUSG00000047187	219	0	0	0	0	NA	NA	NA
ENSMUST00000039267.10	ENSMUSG00000041235	328	2	0	1	47	35	145	75
ENSMUST00000078139.13	ENSMUSG00000028207	252	0	0	0	0	NA	NA	NA
ENSMUST00000054776.4	ENSMUSG00000049969	298	0	0	0	0	NA	NA	NA
ENSMUST00000058183.9	ENSMUSG00000050323	28	0	0	0	0	NA	NA	NA
ENSMUST00000029865.4	ENSMUSG00000028211	264	2	0	1	19	10	119	112
ENSMUST00000170901.8	ENSMUSG00000028212	214	1	0	1	17	17	148	12
ENSMUST00000044616.10	ENSMUSG00000040738	148	0	0	0	0	NA	NA	NA
ENSMUST00000084892.12	ENSMUSG00000045205	122	0	0	0	0	NA	NA	NA
ENSMUST00000059914.13	ENSMUSG00000040720	85	0	0	0	0	NA	NA	NA
ENSMUST00000070755.13	ENSMUSG00000078773	58	0	0	0	0	NA	NA	NA
ENSMUST00000108304.9	ENSMUSG00000028214	119	0	0	0	0	NA	NA	NA
ENSMUST00000108301.8	ENSMUSG00000049225	75	0	0	0	0	NA	NA	NA
ENSMUST00000050069.9	ENSMUSG00000046667	278	0	0	0	0	NA	NA	NA
ENSMUST00000105566.9	ENSMUSG00000006586	534	5	0	1	120	49	4	250
ENSMUST00000236953.2	ENSMUSG00000040550	122	1	0	1	9	9	42	50
ENSMUST00000029875.4	ENSMUSG00000028221	256	1	0	1	24	24	65	116
ENSMUST00000062684.9	ENSMUSG00000043252	121	1	0	1	17	17	58	9
ENSMUST00000037198.10	ENSMUSG00000041153	158	0	0	0	0	NA	NA	NA
ENSMUST00000037035.12	ENSMUSG00000041135	251	1	0	1	6	6	187	43
ENSMUST00000029881.10	ENSMUSG00000028226	263	1	0	1	7	7	36	203
ENSMUST00000029885.5	ENSMUSG00000028228	116	0	0	0	0	NA	NA	NA
ENSMUST00000108246.9	ENSMUSG00000041058	272	2	0	1	36	28	77	10
ENSMUST00000102997.8	ENSMUSG00000028252	158	0	1	1	0	NA	94	NA
ENSMUST00000065111.15	ENSMUSG00000040455	56	0	0	0	0	NA	NA	NA
ENSMUST00000029911.12	ENSMUSG00000028248	568	7	0	1	101	38	261	77
ENSMUST00000029908.8	ENSMUSG00000028246	233	0	1	1	0	NA	183	NA
ENSMUST00000102994.10	ENSMUSG00000040359	69	0	0	0	0	NA	NA	NA
ENSMUST00000041374.8	ENSMUSG00000040520	333	0	1	1	0	NA	325	NA
ENSMUST00000029964.12	ENSMUSG00000028289	253	1	1	1	5	5	144	91
ENSMUST00000037607.11	ENSMUSG00000028284	166	0	0	0	0	NA	NA	NA
ENSMUST00000108180.9	ENSMUSG00000040270	554	7	0	1	102	34	155	5
ENSMUST00000098190.10	ENSMUSG00000028278	426	0	0	0	0	NA	NA	NA
ENSMUST00000124992.8	ENSMUSG00000028277	170	0	0	0	0	NA	NA	NA
ENSMUST00000049357.10	ENSMUSG00000040128	113	1	0	1	16	16	26	36
ENSMUST00000108153.9	ENSMUSG00000028274	150	1	0	1	6	6	56	73
ENSMUST00000084299.6	ENSMUSG00000028291	108	0	0	0	0	NA	NA	NA
ENSMUST00000048706.10	ENSMUSG00000040044	35	0	0	0	0	NA	NA	NA
ENSMUST00000029968.14	ENSMUSG00000028292	34	0	0	0	0	NA	NA	NA
ENSMUST00000029970.14	ENSMUSG00000028293	179	0	1	1	0	NA	138	NA
ENSMUST00000102975.10	ENSMUSG00000073910	435	3	0	1	69	48	44	143
ENSMUST00000108127.4	ENSMUSG00000028300	152	2	1	1	3	2	113	16
ENSMUST00000102973.4	ENSMUSG00000028405	491	2	0	1	34	33	31	329
ENSMUST00000042575.7	ENSMUSG00000036822	174	2	0	1	50	35	33	33
ENSMUST00000030119.10	ENSMUSG00000028411	65	0	0	0	0	NA	NA	NA
ENSMUST00000030118.10	ENSMUSG00000028410	164	0	0	0	0	NA	NA	NA
ENSMUST00000030117.5	ENSMUSG00000028409	121	0	0	0	0	NA	NA	NA
ENSMUST00000030121.13	ENSMUSG00000028413	200	0	0	0	0	NA	NA	NA
ENSMUST00000030125.5	ENSMUSG00000028416	41	0	0	0	0	NA	NA	NA
ENSMUST00000030128.6	ENSMUSG00000028419	201	0	1	1	0	NA	107	NA
ENSMUST00000098143.11	ENSMUSG00000028423	129	0	0	0	0	NA	NA	NA
ENSMUST00000055327.8	ENSMUSG00000028435	74	0	0	0	0	NA	NA	NA
ENSMUST00000030138.9	ENSMUSG00000028430	210	3	0	1	19	12	56	56
ENSMUST00000040008.4	ENSMUSG00000036241	327	0	0	0	0	NA	NA	NA
ENSMUST00000030143.13	ENSMUSG00000028433	134	0	0	0	0	NA	NA	NA
ENSMUST00000030145.9	ENSMUSG00000028436	324	0	2	1	0	NA	251	NA
ENSMUST00000072866.12	ENSMUSG00000028437	243	2	0	1	32	28	2	93
ENSMUST00000108055.9	ENSMUSG00000028438	155	0	0	0	0	NA	NA	NA
ENSMUST00000030154.7	ENSMUSG00000028443	37	0	0	0	0	NA	NA	NA
ENSMUST00000108049.9	ENSMUSG00000028439	273	0	0	0	0	NA	NA	NA
ENSMUST00000102961.10	ENSMUSG00000028444	222	1	0	1	8	8	191	4
ENSMUST00000038434.4	ENSMUSG00000036114	115	0	0	0	0	NA	NA	NA
ENSMUST00000059354.15	ENSMUSG00000036078	107	0	0	0	0	NA	NA	NA
ENSMUST00000084695.12	ENSMUSG00000036073	400	6	1	1	101	44	41	75
ENSMUST00000098112.9	ENSMUSG00000036052	172	0	0	0	0	NA	NA	NA
ENSMUST00000030164.8	ENSMUSG00000028452	329	1	0	1	10	10	51	245
ENSMUST00000098109.10	ENSMUSG00000028454	683	8	2	1	203	80	68	79
ENSMUST00000030169.15	ENSMUSG00000028455	337	2	0	1	47	30	88	83
ENSMUST00000107958.8	ENSMUSG00000036002	542	4	0	1	105	49	8	15
ENSMUST00000207569.2	ENSMUSG00000028456	295	2	0	1	43	25	43	67
ENSMUST00000035645.13	ENSMUSG00000035969	313	1	2	1	15	15	237	23
ENSMUST00000060864.13	ENSMUSG00000028458	1496	14	0	1	380	79	19	26
ENSMUST00000030181.12	ENSMUSG00000028461	69	0	0	0	0	NA	NA	NA
ENSMUST00000054538.13	ENSMUSG00000051517	88	0	0	0	0	NA	NA	NA
ENSMUST00000107913.10	ENSMUSG00000028464	34	0	0	0	0	NA	NA	NA
ENSMUST00000030187.14	ENSMUSG00000028465	326	0	0	0	0	NA	NA	NA
ENSMUST00000030189.14	ENSMUSG00000028467	526	1	0	1	26	26	262	183
ENSMUST00000107886.9	ENSMUSG00000028468	308	1	1	1	1	1	207	95
ENSMUST00000030191.15	ENSMUSG00000028469	250	0	0	0	0	NA	NA	NA
ENSMUST00000107865.9	ENSMUSG00000078716	1050	7	2	1	120	41	57	263
ENSMUST00000030198.7	ENSMUSG00000028476	76	0	0	0	0	NA	NA	NA
ENSMUST00000030202.14	ENSMUSG00000028480	360	1	0	1	45	45	169	53
ENSMUST00000107851.10	ENSMUSG00000028478	114	0	0	0	0	NA	NA	NA
ENSMUST00000102936.9	ENSMUSG00000028479	459	3	0	1	85	59	65	28
ENSMUST00000098098.9	ENSMUSG00000035696	282	0	3	1	0	NA	151	NA
ENSMUST00000045607.12	ENSMUSG00000035683	235	0	0	0	0	NA	NA	NA
ENSMUST00000107824.9	ENSMUSG00000035649	149	0	0	0	0	NA	NA	NA
ENSMUST00000045078.13	ENSMUSG00000035637	57	0	0	0	0	NA	NA	NA
ENSMUST00000055028.9	ENSMUSG00000049657	175	0	0	0	0	NA	NA	NA
ENSMUST00000133157.8	ENSMUSG00000028318	89	0	1	1	0	NA	45	NA
ENSMUST00000052236.13	ENSMUSG00000048232	121	0	0	0	0	NA	NA	NA
ENSMUST00000107810.3	ENSMUSG00000078713	81	0	0	0	0	NA	NA	NA
ENSMUST00000044673.9	ENSMUSG00000035601	97	0	0	0	0	NA	NA	NA
ENSMUST00000155551.8	ENSMUSG00000035572	67	0	0	0	0	NA	NA	NA
ENSMUST00000116341.4	ENSMUSG00000045973	223	2	1	1	58	36	75	37
ENSMUST00000061986.12	ENSMUSG00000044813	70	1	0	1	13	13	15	13
ENSMUST00000102929.2	ENSMUSG00000035517	210	0	0	0	0	NA	NA	NA
ENSMUST00000107773.3	ENSMUSG00000028328	424	0	0	0	0	NA	NA	NA
ENSMUST00000107772.8	ENSMUSG00000035495	139	0	0	0	0	NA	NA	NA
ENSMUST00000030014.9	ENSMUSG00000028330	240	0	0	0	0	NA	NA	NA
ENSMUST00000102926.5	ENSMUSG00000028333	394	1	0	1	8	8	195	172
ENSMUST00000030018.5	ENSMUSG00000028334	111	0	1	1	0	NA	104	NA
ENSMUST00000046897.13	ENSMUSG00000039853	61	0	0	0	0	NA	NA	NA
ENSMUST00000030021.14	ENSMUSG00000028337	338	2	2	1	65	36	157	60
ENSMUST00000084621.12	ENSMUSG00000039813	175	0	0	0	0	NA	NA	NA
ENSMUST00000007757.15	ENSMUSG00000007613	90	0	0	0	0	NA	NA	NA
ENSMUST00000044148.3	ENSMUSG00000039740	47	0	0	0	0	NA	NA	NA
ENSMUST00000065678.6	ENSMUSG00000053317	93	0	0	0	0	NA	NA	NA
ENSMUST00000030025.10	ENSMUSG00000028341	743	3	0	1	189	131	4	203
ENSMUST00000107720.9	ENSMUSG00000061455	95	0	0	0	0	NA	NA	NA
ENSMUST00000030028.5	ENSMUSG00000028343	118	0	0	0	0	NA	NA	NA
ENSMUST00000030029.10	ENSMUSG00000028344	198	0	0	0	0	NA	NA	NA
ENSMUST00000061135.8	ENSMUSG00000039693	96	0	0	0	0	NA	NA	NA
ENSMUST00000042964.13	ENSMUSG00000039634	216	2	0	1	64	57	34	8
ENSMUST00000167496.8	ENSMUSG00000028309	481	2	0	1	8	7	375	69
ENSMUST00000102915.10	ENSMUSG00000028312	223	2	0	1	19	13	44	137
ENSMUST00000030010.4	ENSMUSG00000015243	320	1	0	1	31	31	223	1
ENSMUST00000107651.9	ENSMUSG00000028412	13	0	0	0	0	NA	NA	NA
ENSMUST00000132151.8	ENSMUSG00000054752	127	0	0	0	0	NA	NA	NA
ENSMUST00000128667.8	ENSMUSG00000028414	296	1	2	1	3	3	66	218
ENSMUST00000030127.13	ENSMUSG00000028420	64	0	0	0	0	NA	NA	NA
ENSMUST00000098070.10	ENSMUSG00000060206	287	3	0	1	54	47	97	9
ENSMUST00000030134.9	ENSMUSG00000028426	319	2	0	1	8	7	36	85
ENSMUST00000107619.3	ENSMUSG00000003032	595	1	0	1	59	59	135	280
ENSMUST00000030140.3	ENSMUSG00000028431	186	0	0	0	0	NA	NA	NA
ENSMUST00000045142.15	ENSMUSG00000038816	74	0	0	0	0	NA	NA	NA
ENSMUST00000075637.11	ENSMUSG00000038764	183	1	0	1	9	9	129	24
ENSMUST00000030051.6	ENSMUSG00000028367	201	0	0	0	0	NA	NA	NA
ENSMUST00000107571.8	ENSMUSG00000038668	370	2	0	1	30	26	197	81
ENSMUST00000102889.10	ENSMUSG00000050812	252	0	0	0	0	NA	NA	NA
ENSMUST00000095070.4	ENSMUSG00000070972	59	0	0	0	0	NA	NA	NA
ENSMUST00000041160.13	ENSMUSG00000038607	150	0	0	0	0	NA	NA	NA
ENSMUST00000030074.8	ENSMUSG00000028381	387	0	0	0	0	NA	NA	NA
ENSMUST00000174586.8	ENSMUSG00000028382	140	0	0	0	0	NA	NA	NA
ENSMUST00000030078.12	ENSMUSG00000028383	196	1	0	1	21	21	118	12
ENSMUST00000070150.11	ENSMUSG00000045071	305	0	1	1	0	NA	255	NA
ENSMUST00000095063.11	ENSMUSG00000038544	195	1	0	1	5	5	139	38
ENSMUST00000030080.7	ENSMUSG00000028385	230	0	0	0	0	NA	NA	NA
ENSMUST00000084527.10	ENSMUSG00000066151	48	0	0	0	0	NA	NA	NA
ENSMUST00000084526.12	ENSMUSG00000066150	157	0	0	0	0	NA	NA	NA
ENSMUST00000084525.12	ENSMUSG00000066149	299	4	0	1	74	28	37	91
ENSMUST00000084524.4	ENSMUSG00000066148	78	0	0	0	0	NA	NA	NA
ENSMUST00000037820.3	ENSMUSG00000038422	275	1	0	1	9	9	30	215
ENSMUST00000107444.8	ENSMUSG00000028393	174	0	0	0	0	NA	NA	NA
ENSMUST00000030091.10	ENSMUSG00000028394	72	0	0	0	0	NA	NA	NA
ENSMUST00000098031.10	ENSMUSG00000059810	34	0	0	0	0	NA	NA	NA
ENSMUST00000107415.8	ENSMUSG00000028358	101	0	0	0	0	NA	NA	NA
ENSMUST00000084510.8	ENSMUSG00000039137	718	4	0	1	65	38	44	424
ENSMUST00000035301.7	ENSMUSG00000039105	146	0	0	0	0	NA	NA	NA
ENSMUST00000107372.8	ENSMUSG00000028364	125	0	0	0	0	NA	NA	NA
ENSMUST00000084496.3	ENSMUSG00000028373	123	0	0	0	0	NA	NA	NA
ENSMUST00000050850.14	ENSMUSG00000051675	163	2	0	1	36	25	17	23
ENSMUST00000144099.8	ENSMUSG00000039298	176	1	0	1	6	6	18	137
ENSMUST00000107359.9	ENSMUSG00000039270	106	2	2	1	30	23	14	4
ENSMUST00000072695.13	ENSMUSG00000008305	852	3	0	1	21	17	4	156
ENSMUST00000077851.10	ENSMUSG00000028397	161	4	4	1	45	17	1	54
ENSMUST00000055922.4	ENSMUSG00000048706	709	11	0	1	168	36	31	81
ENSMUST00000220807.2	ENSMUSG00000028402	63	1	0	1	3	3	10	41
ENSMUST00000050872.15	ENSMUSG00000008575	548	3	0	1	25	18	463	9
ENSMUST00000030110.15	ENSMUSG00000028403	374	4	1	1	109	55	66	54
ENSMUST00000102823.10	ENSMUSG00000038172	143	0	0	0	0	NA	NA	NA
ENSMUST00000030207.15	ENSMUSG00000028484	325	0	0	0	0	NA	NA	NA
ENSMUST00000102819.10	ENSMUSG00000038070	61	1	0	1	12	12	3	19
ENSMUST00000030212.15	ENSMUSG00000028488	136	0	0	0	0	NA	NA	NA
ENSMUST00000091064.8	ENSMUSG00000070934	251	0	0	0	0	NA	NA	NA
ENSMUST00000070607.9	ENSMUSG00000038047	242	1	1	1	22	22	100	73
ENSMUST00000000466.13	ENSMUSG00000028494	142	0	0	0	0	NA	NA	NA
ENSMUST00000078090.12	ENSMUSG00000028496	269	3	0	1	85	62	10	59
ENSMUST00000094993.3	ENSMUSG00000070923	463	1	0	1	9	9	273	160
ENSMUST00000058030.10	ENSMUSG00000062937	370	2	0	1	11	8	36	307
ENSMUST00000097981.6	ENSMUSG00000073802	242	0	0	0	0	NA	NA	NA
ENSMUST00000107116.9	ENSMUSG00000008489	112	0	0	0	0	NA	NA	NA
ENSMUST00000066774.6	ENSMUSG00000054000	91	0	0	0	0	NA	NA	NA
ENSMUST00000030313.9	ENSMUSG00000028578	92	0	1	1	0	NA	72	NA
ENSMUST00000107107.9	ENSMUSG00000028577	219	1	0	1	28	28	1	131
ENSMUST00000030311.11	ENSMUSG00000028576	176	1	0	1	17	17	119	3
ENSMUST00000075872.4	ENSMUSG00000062627	35	0	0	0	0	NA	NA	NA
ENSMUST00000107094.2	ENSMUSG00000052684	951	0	0	0	0	NA	NA	NA
ENSMUST00000030306.14	ENSMUSG00000028572	254	0	0	0	0	NA	NA	NA
ENSMUST00000075448.13	ENSMUSG00000028565	360	2	0	1	15	14	95	137
ENSMUST00000102793.11	ENSMUSG00000028563	70	0	0	0	0	NA	NA	NA
ENSMUST00000041284.10	ENSMUSG00000061859	168	0	0	0	0	NA	NA	NA
ENSMUST00000030289.9	ENSMUSG00000028560	484	3	0	1	58	51	236	32
ENSMUST00000030279.15	ENSMUSG00000028550	578	3	1	1	55	38	82	2
ENSMUST00000097961.9	ENSMUSG00000073792	163	1	0	1	5	5	112	33
ENSMUST00000146258.2	ENSMUSG00000028549	99	0	1	1	0	NA	44	NA
ENSMUST00000058351.16	ENSMUSG00000025791	152	0	0	0	0	NA	NA	NA
ENSMUST00000039630.6	ENSMUSG00000035305	428	0	1	1	0	NA	379	NA
ENSMUST00000030257.15	ENSMUSG00000028532	454	1	0	1	14	14	288	121
ENSMUST00000106955.2	ENSMUSG00000035275	131	0	0	0	0	NA	NA	NA
ENSMUST00000102781.10	ENSMUSG00000028530	316	1	0	1	5	5	252	46
ENSMUST00000102780.8	ENSMUSG00000028527	186	0	0	0	0	NA	NA	NA
ENSMUST00000106933.2	ENSMUSG00000028528	75	0	0	0	0	NA	NA	NA
ENSMUST00000097945.10	ENSMUSG00000028522	29	2	0	1	3	2	12	3
ENSMUST00000150285.8	ENSMUSG00000028521	298	0	0	0	0	NA	NA	NA
ENSMUST00000035780.4	ENSMUSG00000035069	91	0	0	0	0	NA	NA	NA
ENSMUST00000030243.8	ENSMUSG00000028518	92	0	0	0	0	NA	NA	NA
ENSMUST00000064139.8	ENSMUSG00000028517	478	0	0	0	0	NA	NA	NA
ENSMUST00000094933.6	ENSMUSG00000028514	238	1	0	1	12	12	0	199
ENSMUST00000047973.4	ENSMUSG00000034926	129	0	0	0	0	NA	NA	NA
ENSMUST00000026480.13	ENSMUSG00000025413	81	0	0	0	0	NA	NA	NA
ENSMUST00000102762.10	ENSMUSG00000034853	130	0	0	0	0	NA	NA	NA
ENSMUST00000030367.15	ENSMUSG00000061887	387	1	0	1	9	9	191	166
ENSMUST00000057043.10	ENSMUSG00000028619	351	0	0	0	0	NA	NA	NA
ENSMUST00000030360.11	ENSMUSG00000028617	272	1	0	1	51	51	13	103
ENSMUST00000106749.8	ENSMUSG00000063172	75	0	0	0	0	NA	NA	NA
ENSMUST00000139560.8	ENSMUSG00000028614	305	3	0	1	134	60	31	20
ENSMUST00000135454.8	ENSMUSG00000028608	78	0	0	0	0	NA	NA	NA
ENSMUST00000043616.7	ENSMUSG00000034636	176	0	0	0	0	NA	NA	NA
ENSMUST00000131656.2	ENSMUSG00000048351	45	0	0	0	0	NA	NA	NA
ENSMUST00000097925.9	ENSMUSG00000034610	282	3	0	1	70	57	1	107
ENSMUST00000079213.6	ENSMUSG00000063800	222	2	0	1	4	3	112	44
ENSMUST00000030320.13	ENSMUSG00000028582	151	0	0	0	0	NA	NA	NA
ENSMUST00000106657.8	ENSMUSG00000034557	472	2	0	1	35	22	335	30
ENSMUST00000030296.9	ENSMUSG00000028567	165	0	0	0	0	NA	NA	NA
ENSMUST00000102738.4	ENSMUSG00000073775	106	0	2	1	0	NA	87	NA
ENSMUST00000106644.9	ENSMUSG00000053510	63	1	0	1	8	8	36	0
ENSMUST00000102729.10	ENSMUSG00000028552	144	0	2	1	0	NA	130	NA
ENSMUST00000106618.8	ENSMUSG00000028555	56	0	0	0	0	NA	NA	NA
ENSMUST00000030284.10	ENSMUSG00000028557	443	2	0	1	49	34	24	121
ENSMUST00000102724.5	ENSMUSG00000010517	440	1	0	1	3	3	269	159
ENSMUST00000038868.14	ENSMUSG00000034401	223	0	1	1	0	NA	26	NA
ENSMUST00000030491.9	ENSMUSG00000028719	108	0	0	0	0	NA	NA	NA
ENSMUST00000030490.13	ENSMUSG00000028718	263	0	0	0	0	NA	NA	NA
ENSMUST00000106525.9	ENSMUSG00000034210	915	2	0	1	36	35	47	227
ENSMUST00000176047.8	ENSMUSG00000028710	165	0	0	0	0	NA	NA	NA
ENSMUST00000030477.4	ENSMUSG00000028709	199	0	0	0	0	NA	NA	NA
ENSMUST00000019677.12	ENSMUSG00000028708	229	1	0	1	8	8	102	100
ENSMUST00000049095.6	ENSMUSG00000034171	269	0	0	0	0	NA	NA	NA
