transcript_id	gene_id	strand	n_exons	n_5UTR_junctions	n_CDS_junctions	n_3UTR_junctions	stop_dist_closest_upstream	stop_dist_closest_downstream	stop_dist_last_downstream	start_dist_closest_upstream	start_dist_closest_downstream
ENSMUST00000094993.3	ENSMUSG00000070923	-	1	0	0	0	NA	NA	NA	NA	NA
ENSMUST00000058030.10	ENSMUSG00000062937	+	8	0	7	0	38	NA	NA	NA	33
ENSMUST00000097981.6	ENSMUSG00000073802	-	2	0	1	0	260	NA	NA	NA	132
ENSMUST00000107116.9	ENSMUSG00000008489	-	8	1	6	0	330	NA	NA	19	72
ENSMUST00000066774.6	ENSMUSG00000054000	-	1	0	0	0	NA	NA	NA	NA	NA
ENSMUST00000030313.9	ENSMUSG00000028578	-	6	0	5	0	391	NA	NA	NA	243
ENSMUST00000107107.9	ENSMUSG00000028577	-	14	0	13	0	562	NA	NA	NA	149
ENSMUST00000030311.11	ENSMUSG00000028576	+	20	1	18	0	118	NA	NA	15	120
ENSMUST00000075872.4	ENSMUSG00000062627	-	20	0	19	0	158	NA	NA	NA	62
ENSMUST00000107094.2	ENSMUSG00000052684	-	1	0	0	0	NA	NA	NA	NA	NA
ENSMUST00000030306.14	ENSMUSG00000028572	+	22	0	21	0	170	NA	NA	NA	63
ENSMUST00000075448.13	ENSMUSG00000028565	+	11	0	10	0	17	NA	NA	NA	27
ENSMUST00000102793.11	ENSMUSG00000028563	-	7	0	5	1	110	20	20	NA	167
ENSMUST00000041284.10	ENSMUSG00000061859	+	44	1	42	0	27	NA	NA	34	22
ENSMUST00000030289.9	ENSMUSG00000028560	+	9	1	7	0	735	NA	NA	50	170
ENSMUST00000030279.15	ENSMUSG00000028550	+	11	1	9	0	167	NA	NA	59	76
ENSMUST00000097961.9	ENSMUSG00000073792	+	15	1	13	0	197	NA	NA	121	82
ENSMUST00000146258.2	ENSMUSG00000028549	-	9	0	7	1	46	2	2	NA	5
ENSMUST00000058351.16	ENSMUSG00000025791	+	11	0	10	0	89	NA	NA	NA	246
ENSMUST00000039630.6	ENSMUSG00000035305	+	9	0	8	0	1427	NA	NA	NA	91
ENSMUST00000030257.15	ENSMUSG00000028532	+	27	0	26	0	238	NA	NA	NA	240
ENSMUST00000106955.2	ENSMUSG00000035275	+	8	0	7	0	119	NA	NA	NA	216
ENSMUST00000102781.10	ENSMUSG00000028530	-	25	1	23	0	95	NA	NA	75	6
ENSMUST00000102780.8	ENSMUSG00000028527	+	6	1	4	0	114	NA	NA	92	145
ENSMUST00000106933.2	ENSMUSG00000028528	+	19	0	18	0	101	NA	NA	NA	187
ENSMUST00000097945.10	ENSMUSG00000028522	+	15	1	13	0	328	NA	NA	6	71
ENSMUST00000150285.8	ENSMUSG00000028521	-	10	0	9	0	108	NA	NA	NA	203
ENSMUST00000035780.4	ENSMUSG00000035069	+	9	1	7	0	212	NA	NA	19	488
ENSMUST00000030243.8	ENSMUSG00000028518	-	9	0	8	0	238	NA	NA	NA	94
ENSMUST00000064139.8	ENSMUSG00000028517	+	6	0	5	0	125	NA	NA	NA	139
ENSMUST00000094933.6	ENSMUSG00000028514	+	69	0	68	0	62	NA	NA	NA	315
ENSMUST00000047973.4	ENSMUSG00000034926	+	9	0	8	0	153	NA	NA	NA	231
ENSMUST00000026480.13	ENSMUSG00000025413	-	10	0	9	0	96	NA	NA	NA	111
ENSMUST00000102762.10	ENSMUSG00000034853	-	16	0	15	0	155	NA	NA	NA	33
ENSMUST00000030367.15	ENSMUSG00000061887	+	18	0	17	0	29	NA	NA	NA	56
ENSMUST00000057043.10	ENSMUSG00000028619	-	5	1	3	0	188	NA	NA	41	99
ENSMUST00000030360.11	ENSMUSG00000028617	-	8	1	6	0	253	NA	NA	14	473
ENSMUST00000106749.8	ENSMUSG00000063172	+	6	1	4	0	113	NA	NA	15	98
ENSMUST00000139560.8	ENSMUSG00000028614	+	18	0	17	0	63	NA	NA	NA	60
ENSMUST00000135454.8	ENSMUSG00000028608	+	8	0	7	0	77	NA	NA	NA	6
ENSMUST00000043616.7	ENSMUSG00000034636	-	14	0	13	0	190	NA	NA	NA	30
ENSMUST00000131656.2	ENSMUSG00000048351	+	3	0	2	0	448	NA	NA	NA	106
ENSMUST00000097925.9	ENSMUSG00000034610	+	30	1	28	0	67	NA	NA	91	778
ENSMUST00000079213.6	ENSMUSG00000063800	-	10	0	9	0	42	NA	NA	NA	130
ENSMUST00000030320.13	ENSMUSG00000028582	+	25	1	22	1	128	5	5	17	66
ENSMUST00000106657.8	ENSMUSG00000034557	-	19	2	16	0	161	NA	NA	36	70
ENSMUST00000030296.9	ENSMUSG00000028567	+	7	0	6	0	79	NA	NA	NA	91
ENSMUST00000102738.4	ENSMUSG00000073775	+	1	0	0	0	NA	NA	NA	NA	NA
ENSMUST00000106644.9	ENSMUSG00000053510	+	33	0	32	0	194	NA	NA	NA	332
ENSMUST00000102729.10	ENSMUSG00000028552	+	25	0	24	0	146	NA	NA	NA	33
ENSMUST00000106618.8	ENSMUSG00000028555	+	18	0	17	0	123	NA	NA	NA	44
ENSMUST00000030284.10	ENSMUSG00000028557	-	3	0	2	0	171	NA	NA	NA	123
ENSMUST00000102724.5	ENSMUSG00000010517	+	19	0	18	0	83	NA	NA	NA	45
ENSMUST00000038868.14	ENSMUSG00000034401	+	13	0	12	0	180	NA	NA	NA	51
ENSMUST00000030491.9	ENSMUSG00000028719	-	6	0	5	0	41	NA	NA	NA	168
ENSMUST00000030490.13	ENSMUSG00000028718	+	17	1	15	0	789	NA	NA	74	11
ENSMUST00000106525.9	ENSMUSG00000034210	+	11	0	10	0	175	NA	NA	NA	182
ENSMUST00000176047.8	ENSMUSG00000028710	+	9	0	8	0	194	NA	NA	NA	326
ENSMUST00000030477.4	ENSMUSG00000028709	+	4	1	2	0	29	NA	NA	49	418
ENSMUST00000019677.12	ENSMUSG00000028708	+	13	2	10	0	234	NA	NA	2	100
ENSMUST00000049095.6	ENSMUSG00000034171	-	15	0	14	0	128	NA	NA	NA	195
ENSMUST00000030475.3	ENSMUSG00000028706	-	6	0	5	0	276	NA	NA	NA	93
ENSMUST00000030471.9	ENSMUSG00000028703	+	10	0	9	0	219	NA	NA	NA	199
ENSMUST00000120083.8	ENSMUSG00000028700	+	23	1	20	1	87	29	29	59	120
ENSMUST00000239177.2	ENSMUSG00000003810	-	28	0	27	0	1519	NA	NA	NA	50
ENSMUST00000106479.8	ENSMUSG00000028696	+	9	1	7	0	224	NA	NA	50	292
ENSMUST00000069674.6	ENSMUSG00000055900	-	3	1	1	0	695	NA	NA	94	42
ENSMUST00000030460.15	ENSMUSG00000034042	+	12	2	9	0	152	NA	NA	53	60
ENSMUST00000030457.12	ENSMUSG00000028693	-	14	0	13	0	77	NA	NA	NA	59
ENSMUST00000030455.15	ENSMUSG00000028692	-	9	1	7	0	65	NA	NA	6	84
ENSMUST00000030451.10	ENSMUSG00000028688	-	8	0	7	0	620	NA	NA	NA	52
ENSMUST00000044823.4	ENSMUSG00000033948	+	14	0	13	0	862	NA	NA	NA	604
ENSMUST00000050067.10	ENSMUSG00000046861	+	21	0	20	0	84	NA	NA	NA	369
ENSMUST00000106448.9	ENSMUSG00000028683	+	12	1	10	0	52	NA	NA	10	148
ENSMUST00000076859.12	ENSMUSG00000028680	-	15	0	14	0	191	NA	NA	NA	213
ENSMUST00000106436.8	ENSMUSG00000028678	-	19	0	18	0	215	NA	NA	NA	3
ENSMUST00000062824.12	ENSMUSG00000048772	+	3	0	2	0	653	NA	NA	NA	61
ENSMUST00000094853.9	ENSMUSG00000028677	-	14	1	12	0	71	NA	NA	92	41
ENSMUST00000037127.15	ENSMUSG00000033423	+	9	0	8	0	82	NA	NA	NA	135
ENSMUST00000102687.4	ENSMUSG00000009640	-	11	1	9	0	59	NA	NA	45	105
ENSMUST00000063857.11	ENSMUSG00000028542	+	15	2	12	0	194	NA	NA	87	30
ENSMUST00000030266.12	ENSMUSG00000028541	-	8	2	5	0	150	NA	NA	52	304
ENSMUST00000030265.4	ENSMUSG00000028540	-	6	0	5	0	124	NA	NA	NA	147
ENSMUST00000036156.6	ENSMUSG00000033365	-	20	0	19	0	96	NA	NA	NA	84
ENSMUST00000106406.9	ENSMUSG00000033326	-	22	1	20	0	140	NA	NA	44	138
ENSMUST00000049074.13	ENSMUSG00000033295	-	33	2	30	0	68	NA	NA	45	91
ENSMUST00000006557.13	ENSMUSG00000006390	+	8	1	6	0	221	NA	NA	14	46
ENSMUST00000030398.10	ENSMUSG00000028645	+	10	0	9	0	200	NA	NA	NA	18
ENSMUST00000052715.10	ENSMUSG00000045268	-	2	1	0	0	860	NA	NA	9	NA
ENSMUST00000030395.9	ENSMUSG00000028643	+	3	1	1	0	86	NA	NA	36	114
ENSMUST00000079644.13	ENSMUSG00000028639	-	8	0	6	1	234	32	32	NA	160
ENSMUST00000030385.13	ENSMUSG00000028636	-	3	0	2	0	323	NA	NA	NA	508
ENSMUST00000044564.15	ENSMUSG00000032998	+	13	1	11	0	115	NA	NA	17	44
ENSMUST00000000087.13	ENSMUSG00000000085	+	17	4	12	0	125	NA	NA	67	76
ENSMUST00000094814.6	ENSMUSG00000070803	+	1	0	0	0	NA	NA	NA	NA	NA
ENSMUST00000120779.8	ENSMUSG00000032897	-	10	1	8	0	119	NA	NA	8	105
ENSMUST00000030375.9	ENSMUSG00000028629	-	2	1	0	0	1151	NA	NA	30	NA
ENSMUST00000043200.8	ENSMUSG00000032870	-	10	0	9	0	125	NA	NA	NA	103
ENSMUST00000058754.9	ENSMUSG00000043207	-	10	0	9	0	224	NA	NA	NA	123
ENSMUST00000069533.12	ENSMUSG00000028656	-	13	1	11	0	83	NA	NA	10	112
ENSMUST00000030408.12	ENSMUSG00000028655	-	14	0	13	0	63	NA	NA	NA	93
ENSMUST00000106243.8	ENSMUSG00000011257	+	14	0	12	1	220	13	13	NA	193
ENSMUST00000102636.4	ENSMUSG00000023075	-	5	0	4	0	10	NA	NA	NA	217
ENSMUST00000030399.7	ENSMUSG00000028646	+	7	0	6	0	151	NA	NA	NA	234
ENSMUST00000030738.8	ENSMUSG00000028907	-	8	0	7	0	83	NA	NA	NA	63
ENSMUST00000038684.6	ENSMUSG00000032643	+	6	1	4	0	154	NA	NA	21	156
ENSMUST00000094782.10	ENSMUSG00000028894	+	24	1	22	0	115	NA	NA	70	57
ENSMUST00000106193.8	ENSMUSG00000028890	+	12	2	9	0	196	NA	NA	51	405
ENSMUST00000102628.11	ENSMUSG00000028889	+	5	0	4	0	72	NA	NA	NA	392
ENSMUST00000084296.10	ENSMUSG00000028873	-	10	0	9	0	44	NA	NA	NA	94
ENSMUST00000052183.7	ENSMUSG00000050213	+	4	0	3	0	264	NA	NA	NA	200
ENSMUST00000036188.8	ENSMUSG00000042677	-	6	1	4	0	865	NA	NA	34	443
ENSMUST00000035497.5	ENSMUSG00000042616	+	10	0	9	0	116	NA	NA	NA	112
ENSMUST00000055575.8	ENSMUSG00000050188	+	2	1	0	0	392	NA	NA	24	NA
ENSMUST00000094761.11	ENSMUSG00000042608	+	11	1	9	0	218	NA	NA	8	112
ENSMUST00000052876.3	ENSMUSG00000050212	+	3	1	1	0	427	NA	NA	95	67
ENSMUST00000080919.12	ENSMUSG00000043962	-	11	1	9	0	221	NA	NA	17	137
ENSMUST00000061143.15	ENSMUSG00000028849	-	17	0	16	0	10	NA	NA	NA	46
ENSMUST00000030660.9	ENSMUSG00000028847	+	5	0	4	0	119	NA	NA	NA	42
ENSMUST00000048391.15	ENSMUSG00000042489	+	26	0	24	1	110	40	40	NA	24
ENSMUST00000030642.3	ENSMUSG00000028837	+	6	0	5	0	107	NA	NA	NA	91
ENSMUST00000030637.14	ENSMUSG00000028833	-	7	0	6	0	436	NA	NA	NA	33
ENSMUST00000047431.11	ENSMUSG00000028830	+	21	1	19	0	187	NA	NA	28	142
ENSMUST00000106108.9	ENSMUSG00000042446	-	30	0	29	0	207	NA	NA	NA	39
ENSMUST00000030623.8	ENSMUSG00000028820	+	10	0	9	0	137	NA	NA	NA	804
ENSMUST00000142029.2	ENSMUSG00000042380	+	2	1	0	0	283	NA	NA	5	NA
ENSMUST00000097877.9	ENSMUSG00000061894	-	8	1	6	0	1240	NA	NA	109	399
ENSMUST00000106079.10	ENSMUSG00000028796	+	7	1	5	0	154	NA	NA	50	153
ENSMUST00000106072.9	ENSMUSG00000028799	-	9	1	7	0	116	NA	NA	88	38
ENSMUST00000035667.9	ENSMUSG00000041000	+	5	0	4	0	550	NA	NA	NA	408
ENSMUST00000106068.8	ENSMUSG00000028789	-	11	2	8	0	138	NA	NA	92	105
ENSMUST00000030583.13	ENSMUSG00000028792	+	6	0	5	0	221	NA	NA	NA	93
ENSMUST00000106061.9	ENSMUSG00000040928	-	7	2	4	0	141	NA	NA	2	789
ENSMUST00000106054.4	ENSMUSG00000028811	+	13	0	12	0	110	NA	NA	NA	57
ENSMUST00000052602.6	ENSMUSG00000050390	-	7	0	6	0	22	NA	NA	NA	226
ENSMUST00000102598.4	ENSMUSG00000057236	-	12	0	11	0	65	NA	NA	NA	16
ENSMUST00000048162.10	ENSMUSG00000040859	+	11	0	10	0	32	NA	NA	NA	11
ENSMUST00000062356.7	ENSMUSG00000047945	+	2	0	1	0	515	NA	NA	NA	87
ENSMUST00000046425.16	ENSMUSG00000053841	-	11	1	9	0	317	NA	NA	6	166
ENSMUST00000102590.11	ENSMUSG00000003731	-	14	0	13	0	187	NA	NA	NA	4
ENSMUST00000066257.6	ENSMUSG00000028790	-	9	0	8	0	97	NA	NA	NA	382
ENSMUST00000030578.14	ENSMUSG00000028788	+	6	1	4	0	108	NA	NA	605	96
ENSMUST00000044565.15	ENSMUSG00000040690	+	70	1	68	0	202	NA	NA	34	73
ENSMUST00000105996.8	ENSMUSG00000023232	-	10	0	9	0	135	NA	NA	NA	39
ENSMUST00000070532.8	ENSMUSG00000028773	+	4	0	3	0	53	NA	NA	NA	73
ENSMUST00000134159.3	ENSMUSG00000028772	-	8	1	6	0	161	NA	NA	55	66
ENSMUST00000105994.4	ENSMUSG00000074088	+	10	0	9	0	49	NA	NA	NA	144
ENSMUST00000030315.13	ENSMUSG00000028580	+	22	1	20	0	131	NA	NA	11	363
ENSMUST00000070478.4	ENSMUSG00000025743	+	5	0	4	0	166	NA	NA	NA	132
ENSMUST00000053819.6	ENSMUSG00000028911	+	6	0	5	0	807	NA	NA	NA	107
ENSMUST00000054917.12	ENSMUSG00000028906	-	17	0	15	1	98	7	7	NA	474
ENSMUST00000152796.8	ENSMUSG00000040025	-	5	0	4	0	23	NA	NA	NA	27
ENSMUST00000168553.8	ENSMUSG00000028901	-	10	1	8	0	697	NA	NA	30	128
ENSMUST00000030731.11	ENSMUSG00000028899	+	6	1	4	0	35	NA	NA	84	168
ENSMUST00000084250.11	ENSMUSG00000028896	-	10	1	8	0	175	NA	NA	9	73
ENSMUST00000102568.10	ENSMUSG00000066043	-	14	1	12	0	15	NA	NA	38	16
ENSMUST00000102567.4	ENSMUSG00000066042	-	3	1	1	0	553	NA	NA	71	73
ENSMUST00000030724.9	ENSMUSG00000028893	-	10	0	9	0	86	NA	NA	NA	90
ENSMUST00000081726.13	ENSMUSG00000028886	+	17	1	15	0	80	NA	NA	63	33
ENSMUST00000045550.5	ENSMUSG00000037752	-	3	0	2	0	715	NA	NA	NA	293
ENSMUST00000102561.11	ENSMUSG00000028884	+	9	0	8	0	84	NA	NA	NA	10
ENSMUST00000030702.14	ENSMUSG00000028882	-	7	0	6	0	353	NA	NA	NA	56
ENSMUST00000030698.5	ENSMUSG00000028879	-	9	0	8	0	92	NA	NA	NA	118
ENSMUST00000030696.11	ENSMUSG00000028878	-	9	0	8	0	86	NA	NA	NA	81
ENSMUST00000105915.8	ENSMUSG00000037692	+	7	5	0	1	4858	44	44	74	4828
ENSMUST00000084241.12	ENSMUSG00000028868	+	9	1	7	0	157	NA	NA	42	130
ENSMUST00000105907.9	ENSMUSG00000028857	-	6	0	5	0	87	NA	NA	NA	194
ENSMUST00000043305.14	ENSMUSG00000037622	-	16	1	14	0	197	NA	NA	99	48
ENSMUST00000030669.8	ENSMUSG00000028854	+	12	0	11	0	340	NA	NA	NA	364
ENSMUST00000030665.7	ENSMUSG00000028851	-	8	0	7	0	51	NA	NA	NA	81
ENSMUST00000030661.14	ENSMUSG00000028848	+	5	0	4	0	72	NA	NA	NA	411
ENSMUST00000057311.4	ENSMUSG00000047281	-	1	0	0	0	NA	NA	NA	NA	NA
ENSMUST00000084238.5	ENSMUSG00000037553	-	8	0	7	0	117	NA	NA	NA	311
ENSMUST00000062118.11	ENSMUSG00000043257	-	4	1	2	0	281	NA	NA	45	78
ENSMUST00000105894.11	ENSMUSG00000003644	-	22	0	21	0	122	NA	NA	NA	63
ENSMUST00000105887.8	ENSMUSG00000012117	-	9	1	7	0	239	NA	NA	62	63
ENSMUST00000030651.9	ENSMUSG00000028843	-	3	0	2	0	65	NA	NA	NA	48
ENSMUST00000040271.12	ENSMUSG00000037443	-	14	1	12	0	160	NA	NA	16	52
ENSMUST00000030644.8	ENSMUSG00000028840	-	3	0	2	0	141	NA	NA	NA	200
ENSMUST00000061234.14	ENSMUSG00000050890	-	3	1	1	0	740	NA	NA	17	285
ENSMUST00000105869.9	ENSMUSG00000037366	+	11	1	9	0	94	NA	NA	45	90
ENSMUST00000030636.11	ENSMUSG00000028832	+	5	1	3	0	71	NA	NA	60	13
ENSMUST00000081525.4	ENSMUSG00000037348	+	2	1	0	0	1068	NA	NA	31	NA
ENSMUST00000102550.10	ENSMUSG00000046671	-	7	1	5	0	105	NA	NA	111	15
ENSMUST00000060435.8	ENSMUSG00000050989	-	12	0	11	0	173	NA	NA	NA	183
ENSMUST00000054096.13	ENSMUSG00000037306	-	12	0	11	0	126	NA	NA	NA	525
ENSMUST00000037828.8	ENSMUSG00000037295	-	9	0	8	0	147	NA	NA	NA	85
ENSMUST00000030628.15	ENSMUSG00000028826	-	11	0	10	0	202	NA	NA	NA	80
ENSMUST00000030626.12	ENSMUSG00000028822	-	7	1	5	0	45	NA	NA	12	93
ENSMUST00000078084.7	ENSMUSG00000037266	+	5	1	3	0	116	NA	NA	52	556
ENSMUST00000030622.3	ENSMUSG00000028821	+	7	0	6	0	165	NA	NA	NA	24
ENSMUST00000037099.9	ENSMUSG00000037242	-	6	0	5	0	164	NA	NA	NA	72
ENSMUST00000084846.12	ENSMUSG00000028809	-	18	0	17	0	107	NA	NA	NA	21
ENSMUST00000030606.14	ENSMUSG00000059713	-	5	1	3	0	178	NA	NA	37	195
ENSMUST00000102549.10	ENSMUSG00000028803	-	12	1	10	0	199	NA	NA	245	105
ENSMUST00000105853.10	ENSMUSG00000028676	+	6	0	5	0	297	NA	NA	NA	65
ENSMUST00000030436.12	ENSMUSG00000028675	-	3	2	0	0	440	NA	NA	18	NA
ENSMUST00000102541.10	ENSMUSG00000028671	+	11	1	9	0	58	NA	NA	5	118
ENSMUST00000105852.8	ENSMUSG00000028670	-	10	1	8	0	50	NA	NA	28	78
ENSMUST00000105851.9	ENSMUSG00000028669	-	6	0	5	0	101	NA	NA	NA	198
ENSMUST00000030427.6	ENSMUSG00000028668	-	11	0	10	0	61	NA	NA	NA	75
ENSMUST00000102536.11	ENSMUSG00000059291	-	6	0	5	0	29	NA	NA	NA	6
ENSMUST00000008016.3	ENSMUSG00000007872	+	3	0	1	1	59	24	24	NA	300
ENSMUST00000061721.6	ENSMUSG00000018983	+	7	0	6	0	280	NA	NA	NA	258
ENSMUST00000047526.8	ENSMUSG00000036995	+	25	0	24	0	71	NA	NA	NA	129
ENSMUST00000102533.11	ENSMUSG00000001604	+	11	0	10	0	8	NA	NA	NA	69
ENSMUST00000069195.5	ENSMUSG00000051351	+	3	1	1	0	1252	NA	NA	138	106
ENSMUST00000170102.8	ENSMUSG00000001089	+	5	3	1	0	155	NA	NA	112	3051
ENSMUST00000105847.8	ENSMUSG00000036940	-	20	0	19	0	185	NA	NA	NA	354
ENSMUST00000049583.8	ENSMUSG00000060862	-	19	1	17	0	194	NA	NA	47	697
ENSMUST00000051477.13	ENSMUSG00000006699	-	6	1	4	0	89	NA	NA	50	105
ENSMUST00000105840.8	ENSMUSG00000043411	+	27	0	26	0	22	NA	NA	NA	134
ENSMUST00000102518.10	ENSMUSG00000057530	+	20	1	17	0	176	NA	NA	0	87
ENSMUST00000249658.1	ENSMUSG00000028760	+	33	0	32	0	181	NA	NA	NA	632
ENSMUST00000105827.8	ENSMUSG00000028759	+	13	1	11	0	294	NA	NA	102	96
ENSMUST00000030536.13	ENSMUSG00000028756	-	8	0	7	0	257	NA	NA	NA	387
ENSMUST00000030535.4	ENSMUSG00000028755	-	4	0	3	0	116	NA	NA	NA	154
ENSMUST00000050918.4	ENSMUSG00000046447	+	2	0	1	0	70	NA	NA	NA	166
ENSMUST00000097830.4	ENSMUSG00000041161	-	8	0	7	0	176	NA	NA	NA	218
ENSMUST00000043042.10	ENSMUSG00000041143	+	16	3	12	0	404	NA	NA	9	170
ENSMUST00000042844.7	ENSMUSG00000041120	-	4	1	2	0	257	NA	NA	28	167
ENSMUST00000102508.10	ENSMUSG00000028745	+	9	0	8	0	87	NA	NA	NA	3
ENSMUST00000053862.12	ENSMUSG00000028744	-	9	2	6	0	77	NA	NA	84	164
ENSMUST00000039818.10	ENSMUSG00000028737	+	15	0	14	0	112	NA	NA	NA	59
ENSMUST00000105031.4	ENSMUSG00000078234	-	1	0	0	0	NA	NA	NA	NA	NA
ENSMUST00000105799.8	ENSMUSG00000040964	-	29	1	27	0	541	NA	NA	43	37
ENSMUST00000071169.9	ENSMUSG00000040945	+	15	3	11	0	104	NA	NA	10	279
ENSMUST00000030765.7	ENSMUSG00000028927	+	16	0	15	0	233	NA	NA	NA	116
ENSMUST00000037055.14	ENSMUSG00000036622	+	29	0	28	0	137	NA	NA	NA	10
ENSMUST00000166376.10	ENSMUSG00000060572	+	9	1	7	0	103	NA	NA	39	37
ENSMUST00000030760.15	ENSMUSG00000028923	-	8	0	7	0	48	NA	NA	NA	92
ENSMUST00000030757.10	ENSMUSG00000028920	+	10	1	8	0	1115	NA	NA	15	250
ENSMUST00000006614.3	ENSMUSG00000006445	+	17	0	16	0	105	NA	NA	NA	82
ENSMUST00000006377.13	ENSMUSG00000006215	+	16	2	13	0	283	NA	NA	2	205
ENSMUST00000006381.11	ENSMUSG00000006219	-	9	2	6	0	113	NA	NA	9	247
ENSMUST00000084203.11	ENSMUSG00000028917	-	20	0	19	0	137	NA	NA	NA	60
ENSMUST00000038014.11	ENSMUSG00000040697	-	15	1	13	0	375	NA	NA	18	167
ENSMUST00000036854.4	ENSMUSG00000040659	-	4	0	3	0	131	NA	NA	NA	308
ENSMUST00000036572.4	ENSMUSG00000040616	-	3	1	1	0	408	NA	NA	188	341
ENSMUST00000105778.8	ENSMUSG00000057637	-	10	1	7	1	120	24	24	65	9
ENSMUST00000119654.2	ENSMUSG00000028583	-	5	0	4	0	6	NA	NA	NA	67
ENSMUST00000154208.8	ENSMUSG00000066026	+	6	0	5	0	84	NA	NA	NA	195
ENSMUST00000105716.9	ENSMUSG00000029020	-	19	2	16	0	69	NA	NA	4	175
ENSMUST00000019199.14	ENSMUSG00000019055	-	19	0	18	0	155	NA	NA	NA	76
ENSMUST00000030879.12	ENSMUSG00000029016	-	23	0	22	0	80	NA	NA	NA	87
ENSMUST00000069604.15	ENSMUSG00000029009	+	12	0	11	0	215	NA	NA	NA	110
ENSMUST00000030865.9	ENSMUSG00000029007	-	5	0	4	0	121	NA	NA	NA	27
ENSMUST00000084129.9	ENSMUSG00000029003	+	10	2	7	0	41	NA	NA	10	40
ENSMUST00000047951.9	ENSMUSG00000041556	+	6	0	5	0	134	NA	NA	NA	22
ENSMUST00000051633.3	ENSMUSG00000047719	-	2	0	1	0	487	NA	NA	NA	523
ENSMUST00000103221.10	ENSMUSG00000028991	+	58	1	56	0	15	NA	NA	14	162
ENSMUST00000006611.9	ENSMUSG00000006442	+	7	0	6	0	20	NA	NA	NA	167
ENSMUST00000084125.10	ENSMUSG00000041459	-	6	1	4	0	530	NA	NA	14	238
ENSMUST00000122222.8	ENSMUSG00000028977	+	21	3	17	0	1126	NA	NA	23	16
ENSMUST00000030816.4	ENSMUSG00000028974	+	6	0	5	0	212	NA	NA	NA	136
ENSMUST00000060537.13	ENSMUSG00000063077	-	49	1	47	0	42	NA	NA	69	106
ENSMUST00000103212.10	ENSMUSG00000028960	-	27	0	26	0	61	NA	NA	NA	24
ENSMUST00000030845.13	ENSMUSG00000028992	-	5	1	3	0	415	NA	NA	53	115
ENSMUST00000030842.8	ENSMUSG00000028990	+	7	1	5	0	58	NA	NA	8	101
ENSMUST00000030839.13	ENSMUSG00000028988	+	5	2	2	0	58	NA	NA	25	96
ENSMUST00000039144.7	ENSMUSG00000039953	+	19	0	18	0	191	NA	NA	NA	91
ENSMUST00000105690.9	ENSMUSG00000039936	-	24	2	21	0	137	NA	NA	32	141
ENSMUST00000105687.9	ENSMUSG00000044700	-	11	0	10	0	97	NA	NA	NA	113
ENSMUST00000105686.3	ENSMUSG00000028982	-	7	0	6	0	199	NA	NA	NA	56
ENSMUST00000038562.9	ENSMUSG00000039911	-	3	1	1	0	127	NA	NA	148	694
ENSMUST00000084117.13	ENSMUSG00000028980	-	5	1	3	0	1363	NA	NA	19	618
ENSMUST00000105682.9	ENSMUSG00000039852	+	23	1	21	0	33	NA	NA	144	325
ENSMUST00000073600.9	ENSMUSG00000028967	+	4	1	2	0	1186	NA	NA	73	122
ENSMUST00000030797.4	ENSMUSG00000028955	-	5	0	4	0	16	NA	NA	NA	2
ENSMUST00000049790.14	ENSMUSG00000014592	-	24	0	23	0	32	NA	NA	NA	45
ENSMUST00000036680.8	ENSMUSG00000039759	-	4	0	3	0	287	NA	NA	NA	74
ENSMUST00000055688.10	ENSMUSG00000047777	-	4	0	3	0	226	NA	NA	NA	39
ENSMUST00000097773.4	ENSMUSG00000073700	+	4	0	3	0	293	NA	NA	NA	1021
ENSMUST00000066715.11	ENSMUSG00000028952	-	11	1	9	0	296	NA	NA	3	669
ENSMUST00000105661.10	ENSMUSG00000039713	+	21	0	20	0	9	NA	NA	NA	120
ENSMUST00000075363.10	ENSMUSG00000028937	+	9	0	8	0	98	NA	NA	NA	170
ENSMUST00000048892.14	ENSMUSG00000039662	+	5	0	4	0	182	NA	NA	NA	195
ENSMUST00000047497.15	ENSMUSG00000039523	+	22	1	20	0	115	NA	NA	39	113
ENSMUST00000030895.12	ENSMUSG00000029029	+	12	0	11	0	148	NA	NA	NA	69
ENSMUST00000030897.15	ENSMUSG00000057751	+	37	0	36	0	67	NA	NA	NA	119
ENSMUST00000030898.12	ENSMUSG00000029032	-	15	1	13	0	139	NA	NA	18	600
ENSMUST00000030914.4	ENSMUSG00000029048	-	7	1	5	0	89	NA	NA	7	81
ENSMUST00000030915.11	ENSMUSG00000029049	+	14	0	13	0	142	NA	NA	NA	76
ENSMUST00000030917.6	ENSMUSG00000029050	-	7	0	6	0	188	NA	NA	NA	969
ENSMUST00000030922.15	ENSMUSG00000029053	-	18	0	17	0	87	NA	NA	NA	71
ENSMUST00000165335.8	ENSMUSG00000029064	+	12	2	8	1	106	10	10	40	57
ENSMUST00000030939.14	ENSMUSG00000029063	+	12	1	10	0	147	NA	NA	26	179
ENSMUST00000105608.9	ENSMUSG00000042202	+	9	1	7	0	237	NA	NA	159	322
ENSMUST00000042196.4	ENSMUSG00000042116	-	4	0	3	0	337	NA	NA	NA	73
ENSMUST00000030944.11	ENSMUSG00000029068	+	11	0	10	0	354	NA	NA	NA	282
ENSMUST00000030947.4	ENSMUSG00000029070	+	10	0	9	0	25	NA	NA	NA	49
