transcript_id	gene_id	strand	model	cds_length	zone_length	n_transition_fragile_codons	n_transversion_fragile_codons	n_snv_fragile_codons	n_alt_stop_codons	transition_fragile_codon_density	transversion_fragile_codon_density	snv_fragile_codon_density	alt_stop_codon_density	transition_fraction_of_snv_fragile
ENSMUST00000105690.9	ENSMUSG00000039936	-	full	3144	2956	73	211	284	72	0.02469553450608931	0.07138024357239513	0.09607577807848444	0.02435723951285521	0.25704225352112675
ENSMUST00000105687.9	ENSMUSG00000044700	-	full	1995	1847	39	102	141	20	0.021115322144017325	0.055224688684353006	0.07634001082837033	0.010828370330265295	0.2765957446808511
ENSMUST00000105686.3	ENSMUSG00000028982	-	full	963	713	12	60	72	22	0.016830294530154277	0.08415147265077139	0.10098176718092566	0.030855539971949508	0.16666666666666666
ENSMUST00000038562.9	ENSMUSG00000039911	-	full	822	644	16	37	53	17	0.024844720496894408	0.05745341614906832	0.08229813664596274	0.026397515527950312	0.3018867924528302
ENSMUST00000084117.13	ENSMUSG00000028980	-	full	2370	956	35	64	99	21	0.036610878661087864	0.06694560669456066	0.10355648535564854	0.021966527196652718	0.35353535353535354
ENSMUST00000105682.9	ENSMUSG00000039852	+	full	4677	4593	98	314	412	112	0.021336816895275418	0.06836490311343349	0.08970172000870891	0.024384933594600477	0.23786407766990292
ENSMUST00000073600.9	ENSMUSG00000028967	+	full	1386	149	4	11	15	9	0.026845637583892617	0.0738255033557047	0.10067114093959731	0.06040268456375839	0.26666666666666666
ENSMUST00000030797.4	ENSMUSG00000028955	-	full	312	245	10	23	33	11	0.04081632653061224	0.09387755102040816	0.1346938775510204	0.044897959183673466	0.30303030303030304
ENSMUST00000049790.14	ENSMUSG00000014592	-	full	5049	4966	119	348	467	130	0.02396294804671768	0.07007652033830045	0.09403946838501813	0.02617801047120419	0.25481798715203424
ENSMUST00000036680.8	ENSMUSG00000039759	-	full	657	319	5	23	28	5	0.01567398119122257	0.07210031347962383	0.0877742946708464	0.01567398119122257	0.17857142857142858
ENSMUST00000055688.10	ENSMUSG00000047777	-	full	891	614	10	50	60	15	0.016286644951140065	0.08143322475570032	0.09771986970684039	0.024429967426710098	0.16666666666666666
ENSMUST00000097773.4	ENSMUSG00000073700	+	full	1794	1450	30	80	110	22	0.020689655172413793	0.05517241379310345	0.07586206896551724	0.015172413793103448	0.2727272727272727
ENSMUST00000066715.11	ENSMUSG00000028952	-	full	2046	1699	40	155	195	33	0.023543260741612712	0.09123013537374926	0.11477339611536198	0.01942319011183049	0.20512820512820512
ENSMUST00000105661.10	ENSMUSG00000039713	+	full	3222	3162	61	222	283	70	0.019291587602783048	0.07020872865275142	0.08950031625553447	0.022137887413029727	0.21554770318021202
ENSMUST00000075363.10	ENSMUSG00000028937	+	full	1140	991	12	65	77	23	0.012108980827447022	0.06559031281533804	0.07769929364278506	0.02320887991927346	0.15584415584415584
ENSMUST00000048892.14	ENSMUSG00000039662	+	full	855	622	11	32	43	15	0.017684887459807074	0.05144694533762058	0.06913183279742766	0.024115755627009645	0.2558139534883721
ENSMUST00000047497.15	ENSMUSG00000039523	+	full	2781	2615	53	239	292	82	0.02026768642447419	0.09139579349904398	0.11166347992351816	0.03135755258126195	0.1815068493150685
ENSMUST00000030895.12	ENSMUSG00000029029	+	full	1389	1190	34	87	121	28	0.02857142857142857	0.073109243697479	0.10168067226890756	0.023529411764705882	0.2809917355371901
ENSMUST00000030897.15	ENSMUSG00000057751	+	full	4719	4601	99	426	525	91	0.021517061508367748	0.09258856770267333	0.11410562921104107	0.01977830906324712	0.18857142857142858
ENSMUST00000030898.12	ENSMUSG00000029032	-	full	2142	1952	47	141	188	48	0.024077868852459015	0.07223360655737705	0.09631147540983606	0.02459016393442623	0.25
ENSMUST00000030914.4	ENSMUSG00000029048	-	full	591	451	10	34	44	12	0.022172949002217297	0.07538802660753881	0.0975609756097561	0.026607538802660754	0.22727272727272727
ENSMUST00000030915.11	ENSMUSG00000029049	+	full	1434	1241	35	111	146	24	0.028203062046736505	0.0894439967767929	0.11764705882352941	0.019339242546333603	0.23972602739726026
ENSMUST00000030917.6	ENSMUSG00000029050	-	full	2184	1945	34	159	193	34	0.017480719794344474	0.08174807197943444	0.09922879177377893	0.017480719794344474	0.17616580310880828
ENSMUST00000030922.15	ENSMUSG00000029053	-	full	1779	1641	32	121	153	41	0.019500304692260818	0.07373552711761121	0.09323583180987204	0.024984765386959172	0.20915032679738563
ENSMUST00000165335.8	ENSMUSG00000029064	+	full	1023	982	20	58	78	31	0.020366598778004074	0.059063136456211814	0.07942973523421588	0.031568228105906315	0.2564102564102564
ENSMUST00000030939.14	ENSMUSG00000029063	+	full	1320	1122	19	83	102	31	0.01693404634581105	0.07397504456327986	0.09090909090909091	0.027629233511586453	0.18627450980392157
ENSMUST00000105608.9	ENSMUSG00000042202	+	full	1218	930	12	71	83	17	0.012903225806451613	0.07634408602150537	0.08924731182795699	0.01827956989247312	0.14457831325301204
ENSMUST00000042196.4	ENSMUSG00000042116	-	full	1248	860	20	46	66	15	0.023255813953488372	0.053488372093023255	0.07674418604651163	0.01744186046511628	0.30303030303030304
ENSMUST00000030944.11	ENSMUSG00000029068	+	full	1557	1152	21	95	116	27	0.018229166666666668	0.08246527777777778	0.10069444444444445	0.0234375	0.1810344827586207
ENSMUST00000030947.4	ENSMUSG00000029070	+	full	1329	1253	27	72	99	29	0.02154828411811652	0.05746209098164405	0.07901037509976057	0.02314445331205108	0.2727272727272727
ENSMUST00000030948.16	ENSMUSG00000029071	+	full	2088	1664	26	88	114	42	0.015625	0.052884615384615384	0.06850961538461539	0.025240384615384616	0.22807017543859648
ENSMUST00000030950.8	ENSMUSG00000029073	-	full	651	72	1	7	8	3	0.013888888888888888	0.09722222222222222	0.1111111111111111	0.041666666666666664	0.125
ENSMUST00000105584.10	ENSMUSG00000029033	+	full	2502	2304	61	173	234	69	0.026475694444444444	0.07508680555555555	0.1015625	0.029947916666666668	0.2606837606837607
ENSMUST00000180572.2	ENSMUSG00000041936	-	full	6105	5897	115	431	546	147	0.019501441410886892	0.07308801085297609	0.09258945226386298	0.024927929455655418	0.21062271062271062
ENSMUST00000165117.8	ENSMUSG00000040274	+	full	981	784	18	54	72	23	0.02295918367346939	0.06887755102040816	0.09183673469387756	0.029336734693877552	0.25
ENSMUST00000115527.8	ENSMUSG00000058503	+	full	738	601	9	97	106	23	0.014975041597337771	0.16139767054908485	0.17637271214642264	0.03826955074875208	0.08490566037735849
ENSMUST00000121291.8	ENSMUSG00000005907	+	full	3855	3720	103	296	399	124	0.02768817204301075	0.07956989247311828	0.10725806451612903	0.03333333333333333	0.2581453634085213
ENSMUST00000007559.15	ENSMUSG00000007415	-	full	801	560	11	51	62	13	0.019642857142857142	0.09107142857142857	0.11071428571428571	0.023214285714285715	0.1774193548387097
ENSMUST00000043551.11	ENSMUSG00000040351	-	full	3258	2467	54	245	299	102	0.02188893392784759	0.09931090393190109	0.12119983785974868	0.041345764085934336	0.1806020066889632
ENSMUST00000080085.9	ENSMUSG00000000600	+	full	2211	2092	53	210	263	108	0.025334608030592735	0.10038240917782026	0.125717017208413	0.05162523900573614	0.20152091254752852
ENSMUST00000001507.5	ENSMUSG00000001467	-	full	1512	1283	25	111	136	45	0.019485580670303974	0.08651597817614964	0.10600155884645363	0.03507404520654715	0.18382352941176472
ENSMUST00000054294.7	ENSMUSG00000044674	-	full	1929	0	0	0	0	0	NA	NA	NA	NA	NA
ENSMUST00000030763.13	ENSMUSG00000028926	-	full	1410	1388	23	130	153	49	0.016570605187319884	0.0936599423631124	0.11023054755043228	0.035302593659942365	0.1503267973856209
ENSMUST00000179804.8	ENSMUSG00000046798	-	full	735	0	0	0	0	0	NA	NA	NA	NA	NA
ENSMUST00000115426.9	ENSMUSG00000015653	-	full	1470	1132	25	85	110	40	0.022084805653710248	0.07508833922261485	0.09717314487632508	0.0353356890459364	0.22727272727272727
ENSMUST00000015796.9	ENSMUSG00000015652	-	full	1020	712	17	65	82	21	0.023876404494382022	0.09129213483146068	0.1151685393258427	0.02949438202247191	0.2073170731707317
ENSMUST00000088761.11	ENSMUSG00000040537	-	full	2715	2644	46	269	315	103	0.01739788199697428	0.10173978819969742	0.11913767019667171	0.03895612708018154	0.14603174603174604
ENSMUST00000171808.8	ENSMUSG00000002297	-	full	1992	996	24	114	138	43	0.024096385542168676	0.1144578313253012	0.13855421686746988	0.04317269076305221	0.17391304347826086
ENSMUST00000066921.10	ENSMUSG00000054099	+	full	1014	857	22	83	105	43	0.025670945157526253	0.09684947491248541	0.12252042007001167	0.050175029171528586	0.20952380952380953
ENSMUST00000047753.5	ENSMUSG00000040584	+	full	3831	3574	71	287	358	143	0.019865696698377167	0.08030218242865136	0.10016787912702854	0.0400111919418019	0.19832402234636873
ENSMUST00000003720.5	ENSMUSG00000003623	-	full	1839	1668	40	181	221	70	0.023980815347721823	0.10851318944844125	0.13249400479616308	0.04196642685851319	0.18099547511312217
ENSMUST00000115365.3	ENSMUSG00000079659	+	full	357	184	2	10	12	7	0.010869565217391304	0.05434782608695652	0.06521739130434782	0.03804347826086957	0.16666666666666666
ENSMUST00000071921.13	ENSMUSG00000042508	-	full	2286	2126	51	164	215	115	0.02398871119473189	0.07714016933207903	0.10112888052681092	0.05409219190968956	0.2372093023255814
ENSMUST00000095012.11	ENSMUSG00000028883	+	full	2319	1813	30	157	187	68	0.01654715940430226	0.08659680088251517	0.10314396028681742	0.03750689464975179	0.16042780748663102
ENSMUST00000073957.8	ENSMUSG00000063531	+	full	2328	1825	30	167	197	59	0.01643835616438356	0.09150684931506849	0.10794520547945205	0.03232876712328767	0.15228426395939088
ENSMUST00000039370.14	ENSMUSG00000040118	+	full	3312	3145	65	280	345	145	0.02066772655007949	0.0890302066772655	0.10969793322734499	0.046104928457869634	0.18840579710144928
ENSMUST00000030568.14	ENSMUSG00000028780	+	full	2256	1792	32	143	175	68	0.017857142857142856	0.07979910714285714	0.09765625	0.03794642857142857	0.18285714285714286
ENSMUST00000074694.7	ENSMUSG00000057614	-	full	1065	824	13	71	84	29	0.015776699029126214	0.08616504854368932	0.10194174757281553	0.03519417475728155	0.15476190476190477
ENSMUST00000118174.8	ENSMUSG00000039987	-	full	2244	2173	49	195	244	87	0.022549470777726646	0.08973768982972849	0.11228716060745512	0.04003681546249425	0.20081967213114754
ENSMUST00000115259.3	ENSMUSG00000045435	+	full	402	0	0	0	0	0	NA	NA	NA	NA	NA
ENSMUST00000030556.8	ENSMUSG00000028771	-	full	2328	2216	45	198	243	105	0.020306859205776174	0.08935018050541517	0.10965703971119134	0.047382671480144405	0.18518518518518517
ENSMUST00000072896.13	ENSMUSG00000038525	+	full	921	616	12	41	53	26	0.01948051948051948	0.06655844155844155	0.08603896103896104	0.04220779220779221	0.22641509433962265
ENSMUST00000115217.8	ENSMUSG00000044968	-	full	1191	1006	24	81	105	30	0.02385685884691849	0.0805168986083499	0.10437375745526839	0.02982107355864811	0.22857142857142856
ENSMUST00000030882.12	ENSMUSG00000029017	+	full	1470	1355	25	116	141	52	0.01845018450184502	0.08560885608856089	0.10405904059040591	0.03837638376383764	0.1773049645390071
ENSMUST00000030771.12	ENSMUSG00000029014	-	full	1866	1741	39	214	253	86	0.022400919012062034	0.12291786329695577	0.14531878230901782	0.04939689833429064	0.1541501976284585
ENSMUST00000030872.12	ENSMUSG00000029012	-	full	1308	1212	20	116	136	56	0.0165016501650165	0.09570957095709572	0.11221122112211221	0.0462046204620462	0.14705882352941177
ENSMUST00000094962.9	ENSMUSG00000029004	+	full	5607	4033	65	414	479	168	0.01611703446565832	0.10265311182742376	0.11877014629308208	0.04165633523431689	0.13569937369519833
ENSMUST00000088392.9	ENSMUSG00000062604	-	full	2049	1814	39	186	225	77	0.021499448732083794	0.10253583241455347	0.12403528114663727	0.04244762954796031	0.17333333333333334
ENSMUST00000148618.8	ENSMUSG00000057541	-	full	2001	1814	31	173	204	64	0.017089305402425578	0.09536934950385888	0.11245865490628446	0.03528114663726571	0.15196078431372548
ENSMUST00000030852.13	ENSMUSG00000028999	+	full	2379	2136	58	176	234	89	0.027153558052434457	0.08239700374531835	0.10955056179775281	0.041666666666666664	0.24786324786324787
ENSMUST00000030841.10	ENSMUSG00000028986	+	full	1761	1427	29	128	157	75	0.020322354590049056	0.08969866853538892	0.11002102312543798	0.05255781359495445	0.18471337579617833
ENSMUST00000049887.13	ENSMUSG00000048439	+	full	1263	644	24	47	71	23	0.037267080745341616	0.07298136645962733	0.11024844720496894	0.03571428571428571	0.3380281690140845
ENSMUST00000030814.11	ENSMUSG00000028969	-	full	879	742	12	59	71	32	0.016172506738544475	0.07951482479784366	0.09568733153638814	0.0431266846361186	0.16901408450704225
ENSMUST00000030800.13	ENSMUSG00000028959	-	full	1638	1480	47	82	129	26	0.03175675675675676	0.05540540540540541	0.08716216216216216	0.01756756756756757	0.3643410852713178
ENSMUST00000030799.15	ENSMUSG00000028958	-	full	738	336	6	19	25	13	0.017857142857142856	0.05654761904761905	0.0744047619047619	0.03869047619047619	0.24
ENSMUST00000088295.9	ENSMUSG00000038181	+	full	2307	2307	54	141	195	48	0.02340702210663199	0.0611183355006502	0.08452535760728218	0.02080624187256177	0.27692307692307694
ENSMUST00000068825.8	ENSMUSG00000028954	+	full	1845	1616	40	177	217	50	0.024752475247524754	0.10952970297029703	0.1342821782178218	0.03094059405940594	0.18433179723502305
ENSMUST00000030787.9	ENSMUSG00000028945	-	full	555	412	8	38	46	16	0.019417475728155338	0.09223300970873786	0.11165048543689321	0.038834951456310676	0.17391304347826086
ENSMUST00000076306.12	ENSMUSG00000028944	-	full	1332	1250	23	109	132	40	0.0184	0.0872	0.1056	0.032	0.17424242424242425
ENSMUST00000045737.14	ENSMUSG00000038072	+	full	1827	1645	34	140	174	69	0.02066869300911854	0.0851063829787234	0.10577507598784194	0.041945288753799395	0.19540229885057472
ENSMUST00000030773.12	ENSMUSG00000028933	-	full	837	71	1	7	8	2	0.014084507042253521	0.09859154929577464	0.11267605633802817	0.028169014084507043	0.125
ENSMUST00000088244.6	ENSMUSG00000056367	+	full	1257	1111	21	94	115	42	0.018901890189018902	0.0846084608460846	0.1035103510351035	0.037803780378037805	0.1826086956521739
ENSMUST00000002291.12	ENSMUSG00000002221	-	full	3171	3105	150	228	378	89	0.04830917874396135	0.07342995169082125	0.12173913043478261	0.028663446054750404	0.3968253968253968
ENSMUST00000059155.11	ENSMUSG00000045294	+	full	780	700	19	35	54	14	0.027142857142857142	0.05	0.07714285714285714	0.02	0.35185185185185186
ENSMUST00000059644.13	ENSMUSG00000048271	+	full	3696	3597	165	257	422	115	0.045871559633027525	0.07144842924659438	0.1173199888796219	0.031971087016958576	0.3909952606635071
ENSMUST00000055195.11	ENSMUSG00000010721	-	full	1473	1337	17	121	138	41	0.012715033657442034	0.09050112191473449	0.10321615557217652	0.030665669409124907	0.12318840579710146
ENSMUST00000049453.9	ENSMUSG00000039000	+	full	3252	3031	76	257	333	119	0.025074232926426923	0.08479049818541735	0.10986473111184428	0.03926096997690531	0.22822822822822822
ENSMUST00000156859.3	ENSMUSG00000025745	-	full	2292	2096	36	180	216	83	0.01717557251908397	0.08587786259541985	0.10305343511450382	0.03959923664122137	0.16666666666666666
ENSMUST00000026841.15	ENSMUSG00000059447	+	full	1428	1342	18	103	121	58	0.013412816691505217	0.07675111773472429	0.09016393442622951	0.043219076005961254	0.1487603305785124
ENSMUST00000145167.9	ENSMUSG00000075703	+	full	1197	1048	18	75	93	40	0.01717557251908397	0.0715648854961832	0.08874045801526717	0.03816793893129771	0.1935483870967742
ENSMUST00000062962.12	ENSMUSG00000029175	+	full	1119	596	15	33	48	19	0.025167785234899327	0.05536912751677853	0.08053691275167785	0.031879194630872486	0.3125
ENSMUST00000114729.8	ENSMUSG00000029168	+	full	1695	1559	20	110	130	41	0.012828736369467608	0.07055805003207184	0.08338678640153944	0.026298909557408594	0.15384615384615385
ENSMUST00000031058.15	ENSMUSG00000029166	+	full	846	727	21	56	77	29	0.02888583218707015	0.07702888583218707	0.10591471801925723	0.039889958734525444	0.2727272727272727
ENSMUST00000201203.4	ENSMUSG00000038828	+	full	2064	1887	54	124	178	47	0.028616852146263912	0.06571277159512454	0.09432962374138845	0.02490726020137785	0.30337078651685395
ENSMUST00000201168.4	ENSMUSG00000029165	+	full	2661	2439	48	155	203	71	0.01968019680196802	0.06355063550635506	0.08323083230832308	0.02911029110291103	0.23645320197044334
ENSMUST00000132253.5	ENSMUSG00000038803	-	full	114	87	1	4	5	1	0.011494252873563218	0.04597701149425287	0.05747126436781609	0.011494252873563218	0.2
ENSMUST00000031053.15	ENSMUSG00000029162	+	full	1032	896	23	59	82	18	0.025669642857142856	0.06584821428571429	0.09151785714285714	0.020089285714285716	0.2804878048780488
ENSMUST00000031051.9	ENSMUSG00000029161	-	full	843	295	14	21	35	9	0.04745762711864407	0.0711864406779661	0.11864406779661017	0.030508474576271188	0.4
ENSMUST00000074840.12	ENSMUSG00000045302	-	full	1254	1109	30	80	110	32	0.027051397655545536	0.0721370604147881	0.09918845807033363	0.028854824165915238	0.2727272727272727
ENSMUST00000202520.4	ENSMUSG00000006641	-	full	1905	1708	28	88	116	49	0.01639344262295082	0.05152224824355972	0.06791569086651054	0.028688524590163935	0.2413793103448276
ENSMUST00000013773.12	ENSMUSG00000013629	+	full	6678	6525	136	426	562	197	0.020842911877394635	0.06528735632183907	0.08613026819923372	0.030191570881226055	0.24199288256227758
ENSMUST00000031029.15	ENSMUSG00000029146	+	full	1413	1249	35	87	122	35	0.02802241793434748	0.06965572457966374	0.0976781425140112	0.02802241793434748	0.28688524590163933
ENSMUST00000114590.8	ENSMUSG00000043059	-	full	1626	749	13	61	74	18	0.017356475300400534	0.0814419225634179	0.09879839786381843	0.02403204272363151	0.17567567567567569
ENSMUST00000031032.11	ENSMUSG00000029147	-	full	1629	1375	21	131	152	59	0.015272727272727273	0.09527272727272727	0.11054545454545454	0.04290909090909091	0.13815789473684212
ENSMUST00000202576.4	ENSMUSG00000029148	+	full	1632	1477	32	128	160	57	0.021665538253215978	0.08666215301286391	0.1083276912660799	0.03859174001354096	0.2
ENSMUST00000065388.11	ENSMUSG00000053134	-	full	1239	926	26	68	94	35	0.028077753779697623	0.0734341252699784	0.10151187904967603	0.03779697624190065	0.2765957446808511
ENSMUST00000202950.4	ENSMUSG00000029141	+	full	2235	2135	41	236	277	89	0.01920374707259953	0.11053864168618267	0.1297423887587822	0.041686182669789226	0.148014440433213
ENSMUST00000201352.4	ENSMUSG00000052139	+	full	1152	1038	24	92	116	26	0.023121387283236993	0.08863198458574181	0.11175337186897881	0.025048169556840076	0.20689655172413793
ENSMUST00000031017.11	ENSMUSG00000029135	+	full	981	412	9	25	34	7	0.021844660194174758	0.06067961165048544	0.0825242718446602	0.01699029126213592	0.2647058823529412
ENSMUST00000015100.15	ENSMUSG00000014956	+	full	984	829	17	92	109	37	0.020506634499396863	0.11097708082026538	0.13148371531966224	0.04463208685162847	0.1559633027522936
ENSMUST00000202543.4	ENSMUSG00000014932	+	full	1626	1367	29	140	169	61	0.02121433796634967	0.10241404535479151	0.12362838332114119	0.04462326261887344	0.17159763313609466
ENSMUST00000120591.8	ENSMUSG00000023452	-	full	1128	853	21	61	82	26	0.0246189917936694	0.07151230949589683	0.09613130128956623	0.03048065650644783	0.25609756097560976
ENSMUST00000120129.9	ENSMUSG00000054280	-	full	5916	5565	97	538	635	236	0.0174303683737646	0.09667565139263253	0.11410601976639713	0.042407906558849955	0.15275590551181104
ENSMUST00000119705.8	ENSMUSG00000037426	+	full	4776	4433	112	320	432	160	0.02526505752312204	0.07218587863749154	0.09745093616061358	0.03609293931874577	0.25925925925925924
ENSMUST00000019109.8	ENSMUSG00000018965	+	full	741	37	4	1	5	0	0.10810810810810811	0.02702702702702703	0.13513513513513514	0.0	0.8
ENSMUST00000079746.10	ENSMUSG00000037373	-	full	1326	1089	23	66	89	35	0.021120293847566574	0.06060606060606061	0.08172635445362718	0.03213957759412305	0.25842696629213485
ENSMUST00000114449.7	ENSMUSG00000079562	+	full	1191	1045	26	81	107	38	0.024880382775119617	0.07751196172248803	0.10239234449760766	0.03636363636363636	0.24299065420560748
ENSMUST00000057551.14	ENSMUSG00000004642	-	full	828	661	16	69	85	23	0.024205748865355523	0.1043872919818457	0.12859304084720122	0.03479576399394856	0.18823529411764706
ENSMUST00000019439.9	ENSMUSG00000019295	-	full	1089	790	25	44	69	19	0.03164556962025317	0.05569620253164557	0.08734177215189873	0.024050632911392405	0.36231884057971014
ENSMUST00000164207.10	ENSMUSG00000054252	+	full	2406	2209	40	143	183	55	0.01810774105930285	0.0647351742870077	0.08284291534631055	0.02489814395654142	0.2185792349726776
ENSMUST00000005431.6	ENSMUSG00000005299	-	full	2217	2017	44	164	208	68	0.02181457610312345	0.0813088745661874	0.10312345066931086	0.03371343579573624	0.21153846153846154
ENSMUST00000075812.11	ENSMUSG00000057406	+	full	4101	3779	71	412	483	149	0.01878803916379995	0.10902355120402223	0.12781159036782216	0.03942842021698862	0.14699792960662525
ENSMUST00000056355.9	ENSMUSG00000048142	+	full	900	482	5	29	34	4	0.01037344398340249	0.06016597510373444	0.07053941908713693	0.008298755186721992	0.14705882352941177
ENSMUST00000042701.13	ENSMUSG00000037235	-	full	630	422	9	38	47	11	0.02132701421800948	0.09004739336492891	0.11137440758293839	0.026066350710900472	0.19148936170212766
ENSMUST00000182709.8	ENSMUSG00000029110	+	full	585	385	6	33	39	20	0.015584415584415584	0.08571428571428572	0.1012987012987013	0.05194805194805195	0.15384615384615385
ENSMUST00000180376.8	ENSMUSG00000037210	+	full	4554	4410	86	375	461	141	0.019501133786848073	0.08503401360544217	0.10453514739229025	0.03197278911564626	0.18655097613882862
ENSMUST00000087737.10	ENSMUSG00000059866	-	full	1293	979	41	83	124	36	0.04187946884576098	0.08478038815117467	0.12665985699693566	0.03677221654749745	0.33064516129032256
ENSMUST00000067638.14	ENSMUSG00000054520	+	full	1680	1492	23	104	127	51	0.015415549597855228	0.06970509383378017	0.08512064343163539	0.03418230563002681	0.18110236220472442
ENSMUST00000001108.11	ENSMUSG00000029106	+	full	1992	1941	42	163	205	65	0.021638330757341576	0.08397733127253992	0.1056156620298815	0.033487892838742914	0.2048780487804878
ENSMUST00000064571.11	ENSMUSG00000029094	+	full	2196	2119	37	207	244	58	0.017461066540821142	0.0976875884851345	0.11514865502595564	0.02737140160453044	0.15163934426229508
ENSMUST00000031099.4	ENSMUSG00000029198	+	full	654	257	3	27	30	4	0.011673151750972763	0.10505836575875487	0.11673151750972763	0.01556420233463035	0.1
ENSMUST00000031097.8	ENSMUSG00000029196	-	full	1263	220	5	23	28	4	0.022727272727272728	0.10454545454545454	0.12727272727272726	0.01818181818181818	0.17857142857142858
ENSMUST00000171385.8	ENSMUSG00000029192	-	full	1242	1126	26	98	124	36	0.023090586145648313	0.08703374777975133	0.11012433392539965	0.03197158081705151	0.20967741935483872
ENSMUST00000031091.13	ENSMUSG00000029190	-	full	4191	3961	77	416	493	156	0.019439535470840697	0.10502398384246403	0.12446351931330472	0.03938399394092401	0.15618661257606492
ENSMUST00000068795.4	ENSMUSG00000055302	-	full	378	341	6	27	33	2	0.017595307917888565	0.07917888563049853	0.0967741935483871	0.005865102639296188	0.18181818181818182
ENSMUST00000031002.10	ENSMUSG00000029119	-	full	3057	2912	94	144	238	63	0.032280219780219783	0.04945054945054945	0.08173076923076923	0.021634615384615384	0.3949579831932773
ENSMUST00000043964.13	ENSMUSG00000039474	-	full	2673	817	18	64	82	20	0.022031823745410038	0.07833537331701346	0.1003671970624235	0.02447980416156671	0.21951219512195122
ENSMUST00000063116.10	ENSMUSG00000048450	-	full	912	419	3	27	30	3	0.007159904534606206	0.06443914081145585	0.07159904534606205	0.007159904534606206	0.1
ENSMUST00000031009.8	ENSMUSG00000029126	-	full	558	307	3	23	26	12	0.009771986970684038	0.0749185667752443	0.08469055374592833	0.03908794788273615	0.11538461538461539
ENSMUST00000094833.10	ENSMUSG00000029127	-	full	2271	1544	39	126	165	37	0.025259067357512953	0.08160621761658031	0.10686528497409327	0.023963730569948185	0.23636363636363636
ENSMUST00000087511.10	ENSMUSG00000067365	+	full	492	448	8	38	46	11	0.017857142857142856	0.08482142857142858	0.10267857142857142	0.024553571428571428	0.17391304347826086
ENSMUST00000005234.13	ENSMUSG00000005103	-	full	1821	1664	26	125	151	53	0.015625	0.0751201923076923	0.0907451923076923	0.031850961538461536	0.17218543046357615
ENSMUST00000179555.8	ENSMUSG00000046572	-	full	3249	0	0	0	0	0	NA	NA	NA	NA	NA
ENSMUST00000050556.11	ENSMUSG00000061755	-	full	9099	8931	117	965	1082	442	0.013100436681222707	0.10805061023401635	0.12115104691523905	0.049490538573508006	0.10813308687615526
ENSMUST00000196483.5	ENSMUSG00000039753	-	full	2070	1943	45	181	226	88	0.023160061760164694	0.09315491507977354	0.11631497683993824	0.04529078744209985	0.19911504424778761
ENSMUST00000117396.3	ENSMUSG00000015880	+	full	3015	2850	55	295	350	164	0.01929824561403509	0.10350877192982456	0.12280701754385964	0.05754385964912281	0.15714285714285714
ENSMUST00000174421.8	ENSMUSG00000031558	+	full	4629	4337	81	404	485	176	0.018676504496195526	0.09315194835139497	0.1118284528475905	0.0405810468065483	0.1670103092783505
ENSMUST00000030971.7	ENSMUSG00000029090	-	full	3933	2640	59	183	242	78	0.02234848484848485	0.06931818181818182	0.09166666666666666	0.029545454545454545	0.24380165289256198
ENSMUST00000132734.8	ENSMUSG00000029167	-	full	2394	2240	49	217	266	86	0.021875	0.096875	0.11875	0.038392857142857145	0.18421052631578946
ENSMUST00000031061.12	ENSMUSG00000029169	-	full	2388	2220	46	208	254	112	0.02072072072072072	0.0936936936936937	0.11441441441441441	0.05045045045045045	0.18110236220472442
ENSMUST00000031069.13	ENSMUSG00000029173	-	full	1515	1161	18	98	116	47	0.015503875968992248	0.08440999138673558	0.09991386735572783	0.040482342807924204	0.15517241379310345
ENSMUST00000031081.11	ENSMUSG00000029186	+	full	1410	1186	25	117	142	55	0.021079258010118045	0.09865092748735245	0.11973018549747048	0.046374367622259695	0.176056338028169
ENSMUST00000031077.13	ENSMUSG00000029179	+	full	1539	1205	34	114	148	33	0.028215767634854772	0.0946058091286307	0.12282157676348547	0.027385892116182572	0.22972972972972974
ENSMUST00000147148.5	ENSMUSG00000061461	+	full	210	122	1	7	8	0	0.00819672131147541	0.05737704918032787	0.06557377049180328	0.0	0.125
ENSMUST00000113865.5	ENSMUSG00000039191	+	full	1464	1098	29	111	140	35	0.026411657559198543	0.10109289617486339	0.12750455373406194	0.031876138433515486	0.20714285714285716
ENSMUST00000037337.10	ENSMUSG00000039178	+	full	1581	1456	39	142	181	59	0.026785714285714284	0.09752747252747253	0.12431318681318682	0.040521978021978024	0.2154696132596685
ENSMUST00000117661.9	ENSMUSG00000039156	+	full	2241	1713	45	143	188	67	0.02626970227670753	0.08347927612375948	0.10974897840046702	0.03911266783420899	0.2393617021276596
ENSMUST00000094783.7	ENSMUSG00000029108	+	full	3744	3317	56	216	272	119	0.016882725354235757	0.06511908350919506	0.08200180886343081	0.03587579137775098	0.20588235294117646
ENSMUST00000076623.8	ENSMUSG00000037999	-	full	5112	4675	98	479	577	202	0.020962566844919785	0.10245989304812834	0.12342245989304813	0.04320855614973262	0.16984402079722705
ENSMUST00000154169.4	ENSMUSG00000047881	-	full	819	772	12	61	73	22	0.015544041450777202	0.07901554404145078	0.09455958549222798	0.02849740932642487	0.1643835616438356
ENSMUST00000087324.7	ENSMUSG00000029171	+	full	1863	1710	41	126	167	55	0.023976608187134502	0.07368421052631578	0.0976608187134503	0.03216374269005848	0.24550898203592814
