transcript_id	gene_id	region	length	source_file	seqid	strand
ind_0038_00032	ind_0038_00032	CDS	717	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00032	+
ind_0038_00032	ind_0038_00032	3UTR	197	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00032	+
ind_0038_00033	ind_0038_00033	mRNA	965	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00033	+
ind_0038_00033	ind_0038_00033	5UTR	51	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00033	+
ind_0038_00033	ind_0038_00033	CDS	717	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00033	+
ind_0038_00033	ind_0038_00033	3UTR	197	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00033	+
ind_0038_00034	ind_0038_00034	mRNA	965	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00034	+
ind_0038_00034	ind_0038_00034	5UTR	51	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00034	+
ind_0038_00034	ind_0038_00034	CDS	717	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00034	+
ind_0038_00034	ind_0038_00034	3UTR	197	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00034	+
ind_0038_00035	ind_0038_00035	mRNA	965	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00035	+
ind_0038_00035	ind_0038_00035	5UTR	51	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00035	+
ind_0038_00035	ind_0038_00035	CDS	717	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00035	+
ind_0038_00035	ind_0038_00035	3UTR	197	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00035	+
ind_0038_00036	ind_0038_00036	mRNA	965	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00036	+
ind_0038_00036	ind_0038_00036	5UTR	51	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00036	+
ind_0038_00036	ind_0038_00036	CDS	717	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00036	+
ind_0038_00036	ind_0038_00036	3UTR	197	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00036	+
ind_0038_00037	ind_0038_00037	mRNA	965	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00037	+
ind_0038_00037	ind_0038_00037	5UTR	51	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00037	+
ind_0038_00037	ind_0038_00037	CDS	717	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00037	+
ind_0038_00037	ind_0038_00037	3UTR	197	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00037	+
ind_0038_00038	ind_0038_00038	mRNA	965	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00038	+
ind_0038_00038	ind_0038_00038	5UTR	51	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00038	+
ind_0038_00038	ind_0038_00038	CDS	717	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00038	+
ind_0038_00038	ind_0038_00038	3UTR	197	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00038	+
ind_0038_00039	ind_0038_00039	mRNA	965	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00039	+
ind_0038_00039	ind_0038_00039	5UTR	51	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00039	+
ind_0038_00039	ind_0038_00039	CDS	717	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00039	+
ind_0038_00039	ind_0038_00039	3UTR	197	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00039	+
ind_0038_00040	ind_0038_00040	mRNA	965	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00040	+
ind_0038_00040	ind_0038_00040	5UTR	51	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00040	+
ind_0038_00040	ind_0038_00040	CDS	717	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00040	+
ind_0038_00040	ind_0038_00040	3UTR	197	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00040	+
ind_0038_00041	ind_0038_00041	mRNA	965	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00041	+
ind_0038_00041	ind_0038_00041	5UTR	51	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00041	+
ind_0038_00041	ind_0038_00041	CDS	717	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00041	+
ind_0038_00041	ind_0038_00041	3UTR	197	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00041	+
ind_0038_00042	ind_0038_00042	mRNA	965	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00042	+
ind_0038_00042	ind_0038_00042	5UTR	51	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00042	+
ind_0038_00042	ind_0038_00042	CDS	717	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00042	+
ind_0038_00042	ind_0038_00042	3UTR	197	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00042	+
ind_0038_00043	ind_0038_00043	mRNA	965	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00043	+
ind_0038_00043	ind_0038_00043	5UTR	51	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00043	+
ind_0038_00043	ind_0038_00043	CDS	717	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00043	+
ind_0038_00043	ind_0038_00043	3UTR	197	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00043	+
ind_0038_00044	ind_0038_00044	mRNA	965	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00044	+
ind_0038_00044	ind_0038_00044	5UTR	51	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00044	+
ind_0038_00044	ind_0038_00044	CDS	717	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00044	+
ind_0038_00044	ind_0038_00044	3UTR	197	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00044	+
ind_0038_00045	ind_0038_00045	mRNA	965	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00045	+
ind_0038_00045	ind_0038_00045	5UTR	51	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00045	+
ind_0038_00045	ind_0038_00045	CDS	717	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00045	+
ind_0038_00045	ind_0038_00045	3UTR	197	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00045	+
ind_0038_00046	ind_0038_00046	mRNA	965	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00046	+
ind_0038_00046	ind_0038_00046	5UTR	51	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00046	+
ind_0038_00046	ind_0038_00046	CDS	717	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00046	+
ind_0038_00046	ind_0038_00046	3UTR	197	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00046	+
ind_0038_00047	ind_0038_00047	mRNA	965	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00047	+
ind_0038_00047	ind_0038_00047	5UTR	51	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00047	+
ind_0038_00047	ind_0038_00047	CDS	717	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00047	+
ind_0038_00047	ind_0038_00047	3UTR	197	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00047	+
ind_0038_00048	ind_0038_00048	mRNA	965	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00048	+
ind_0038_00048	ind_0038_00048	5UTR	51	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00048	+
ind_0038_00048	ind_0038_00048	CDS	717	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00048	+
ind_0038_00048	ind_0038_00048	3UTR	197	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00048	+
ind_0038_00049	ind_0038_00049	mRNA	965	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00049	+
ind_0038_00049	ind_0038_00049	5UTR	51	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00049	+
ind_0038_00049	ind_0038_00049	CDS	717	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00049	+
ind_0038_00049	ind_0038_00049	3UTR	197	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00049	+
