bovine_ensembl_gene_id	human_gene_id	mouse_return_gene	3utr_pid_aln_mean	3utr_pid_shorter_mean	3utr_pid_longer_mean	3utr_pct_gaps_mean	3utr_coverage_mean	5utr_pid_aln_mean	5utr_pid_shorter_mean	5utr_pid_longer_mean	5utr_pct_gaps_mean	5utr_coverage_mean	cds_pid_aln_mean	cds_pid_shorter_mean	cds_pid_longer_mean	cds_pct_gaps_mean	cds_coverage_mean	alignment_file_3utr	alignment_file_5utr	alignment_file_cds
ENSBTAG00000017514	ENSG00000110092	ENSMUSG00000070348	51.3946	66.3871	57.5769	29.7093	96.0813	33.1962	49.5229	42.9001	45.4047	91.6324	61.9897	90.0526	71.4442	31.3178	89.6124	alignment_seq_extracted/aln_fasta/ENSBTAG00000017514__ENSG00000110092__ENSMUSG00000070348.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000017514__ENSG00000110092__ENSMUSG00000070348.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000017514__ENSG00000110092__ENSMUSG00000070348.CDS.aln.fa
ENSBTAG00000014366	ENSG00000110107	ENSMUSG00000024735	44.8698	73.8118	52.614	41.0952	88.8889	61.9048	73.7174	65.0576	17.4107	96.875	90.473	90.473	90.473	0.0	100.0	alignment_seq_extracted/aln_fasta/ENSBTAG00000014366__ENSG00000110107__ENSMUSG00000024735.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000014366__ENSG00000110107__ENSMUSG00000024735.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000014366__ENSG00000110107__ENSMUSG00000024735.CDS.aln.fa
ENSBTAG00000018362	ENSG00000110108	ENSMUSG00000034659	56.8896	65.8016	59.5782	16.616	98.0243	29.4227	78.919	39.9767	62.3836	82.1229	80.9654	80.9654	80.9654	0.0	100.0	alignment_seq_extracted/aln_fasta/ENSBTAG00000018362__ENSG00000110108__ENSMUSG00000034659.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000018362__ENSG00000110108__ENSMUSG00000034659.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000018362__ENSG00000110108__ENSMUSG00000034659.CDS.aln.fa
ENSBTAG00000003565	ENSG00000110171	ENSMUSG00000036989	60.011	87.0821	70.0741	32.7833	89.659	77.512	85.3847	80.0364	11.9617	99.5215	87.1443	90.8874	88.3856	4.1184	98.6272	alignment_seq_extracted/aln_fasta/ENSBTAG00000003565__ENSG00000110171__ENSMUSG00000036989.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000003565__ENSG00000110171__ENSMUSG00000036989.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000003565__ENSG00000110171__ENSMUSG00000036989.CDS.aln.fa
ENSBTAG00000013615	ENSG00000110172	ENSMUSG00000001774	30.5131	60.3511	35.8674	53.9916	91.5139	17.5926	47.3491	20.1936	65.4321	86.5741	91.2913	91.4727	91.2913	0.2002	100.0	alignment_seq_extracted/aln_fasta/ENSBTAG00000013615__ENSG00000110172__ENSMUSG00000001774.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000013615__ENSG00000110172__ENSMUSG00000001774.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000013615__ENSG00000110172__ENSMUSG00000001774.CDS.aln.fa
ENSBTAG00000073969	ENSG00000110200	ENSMUSG00000030649	66.8845	72.8504	68.8277	10.1307	99.0196	22.0085	45.5892	31.9968	61.6453	84.9359	93.4426	93.4426	93.4426	0.0	100.0	alignment_seq_extracted/aln_fasta/ENSBTAG00000073969__ENSG00000110200__ENSMUSG00000030649.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000073969__ENSG00000110200__ENSMUSG00000030649.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000073969__ENSG00000110200__ENSMUSG00000030649.CDS.aln.fa
ENSBTAG00000012010	ENSG00000110218	ENSMUSG00000031934	11.3841	57.4992	21.0505	81.9022	75.6183	32.1569	59.7082	35.3167	49.6732	95.0327	81.5161	81.96	81.707	0.7788	100.0	alignment_seq_extracted/aln_fasta/ENSBTAG00000012010__ENSG00000110218__ENSMUSG00000031934.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000012010__ENSG00000110218__ENSMUSG00000031934.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000012010__ENSG00000110218__ENSMUSG00000031934.CDS.aln.fa
ENSBTAG00000012505	ENSG00000110237	ENSMUSG00000032875	12.7394	83.0835	15.0432	83.6259	79.9557	62.2383	70.6706	64.9588	13.285	97.343	81.7953	85.763	83.2235	4.8457	98.5185	alignment_seq_extracted/aln_fasta/ENSBTAG00000012505__ENSG00000110237__ENSMUSG00000032875.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000012505__ENSG00000110237__ENSMUSG00000032875.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000012505__ENSG00000110237__ENSMUSG00000032875.CDS.aln.fa
ENSBTAG00000015824	ENSG00000110315	ENSMUSG00000030788	45.7334	63.0446	55.0637	35.6965	91.613	41.5358	61.1071	43.968	32.1117	95.8115	92.9293	92.9293	92.9293	0.0	100.0	alignment_seq_extracted/aln_fasta/ENSBTAG00000015824__ENSG00000110315__ENSMUSG00000030788.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000015824__ENSG00000110315__ENSMUSG00000030788.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000015824__ENSG00000110315__ENSMUSG00000030788.CDS.aln.fa
ENSBTAG00000002914	ENSG00000110328	ENSMUSG00000038296	60.7468	82.3671	68.2611	27.4135	91.1658	70.412	75.8238	73.7526	9.2135	97.6779	81.8315	91.6118	85.5569	11.2308	96.4414	alignment_seq_extracted/aln_fasta/ENSBTAG00000002914__ENSG00000110328__ENSMUSG00000038296.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000002914__ENSG00000110328__ENSMUSG00000038296.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000002914__ENSG00000110328__ENSMUSG00000038296.CDS.aln.fa
ENSBTAG00000035735	ENSG00000110330	ENSMUSG00000057367	17.6425	60.5751	30.0068	72.2678	77.7322	26.0136	52.7118	30.0599	60.0701	91.6064	82.6511	85.4744	83.9782	4.4657	99.5747	alignment_seq_extracted/aln_fasta/ENSBTAG00000035735__ENSG00000110330__ENSMUSG00000057367.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000035735__ENSG00000110330__ENSMUSG00000057367.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000035735__ENSG00000110330__ENSMUSG00000057367.CDS.aln.fa
ENSBTAG00000019725	ENSG00000110344	ENSMUSG00000059890	25.0	93.3117	25.8667	69.8466	96.7975	7.2671	68.8992	24.567	91.0213	69.9214	89.7725	91.8197	90.7469	2.468	99.1773	alignment_seq_extracted/aln_fasta/ENSBTAG00000019725__ENSG00000110344__ENSMUSG00000059890.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000019725__ENSG00000110344__ENSMUSG00000059890.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000019725__ENSG00000110344__ENSMUSG00000059890.CDS.aln.fa
ENSBTAG00000009067	ENSG00000110367	ENSMUSG00000032097	75.3775	80.5551	79.4407	10.0168	98.4315	75.9358	84.7918	80.3906	12.4777	96.7914	94.9725	94.9725	94.9725	0.0	100.0	alignment_seq_extracted/aln_fasta/ENSBTAG00000009067__ENSG00000110367__ENSMUSG00000032097.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000009067__ENSG00000110367__ENSMUSG00000032097.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000009067__ENSG00000110367__ENSMUSG00000032097.CDS.aln.fa
ENSBTAG00000006817	ENSG00000110395	ENSMUSG00000034342	23.5896	72.2925	26.3396	67.0691	93.017	34.4203	60.9441	39.4151	50.5435	95.471	86.2856	89.1048	87.4362	3.6209	99.148	alignment_seq_extracted/aln_fasta/ENSBTAG00000006817__ENSG00000110395__ENSMUSG00000034342.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000006817__ENSG00000110395__ENSMUSG00000034342.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000006817__ENSG00000110395__ENSMUSG00000034342.CDS.aln.fa
ENSBTAG00000015939	ENSG00000110400	ENSMUSG00000032012	22.4517	71.7108	23.8251	70.2435	94.0722	44.5107	87.3362	45.4342	48.6836	98.311	90.6692	91.0207	90.7843	0.4505	99.9356	alignment_seq_extracted/aln_fasta/ENSBTAG00000015939__ENSG00000110400__ENSMUSG00000032012.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000015939__ENSG00000110400__ENSMUSG00000032012.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000015939__ENSG00000110400__ENSMUSG00000032012.CDS.aln.fa
ENSBTAG00000010071	ENSG00000110429	ENSMUSG00000027180	7.9167	47.0079	9.2166	83.4274	79.5027	27.5362	97.619	30.3313	71.0145	86.9565	79.3574	87.7893	80.5837	10.0324	98.9367	alignment_seq_extracted/aln_fasta/ENSBTAG00000010071__ENSG00000110429__ENSMUSG00000027180.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000010071__ENSG00000110429__ENSMUSG00000027180.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000010071__ENSG00000110429__ENSMUSG00000027180.CDS.aln.fa
ENSBTAG00000018261	ENSG00000110435	ENSMUSG00000010914	19.0652	49.2806	21.6409	71.1562	91.5129	44.7917	67.6451	48.5176	33.3333	93.75	82.8965	83.9973	83.5541	1.6601	99.5631	alignment_seq_extracted/aln_fasta/ENSBTAG00000018261__ENSG00000110435__ENSMUSG00000010914.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000018261__ENSG00000110435__ENSMUSG00000010914.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000018261__ENSG00000110435__ENSMUSG00000010914.CDS.aln.fa
ENSBTAG00000007740	ENSG00000110492	ENSMUSG00000027239	60.119	68.9662	65.5106	18.5516	97.3214	14.7799	42.5722	18.9261	71.6981	82.7044	83.8054	90.2794	85.5211	7.1895	98.0392	alignment_seq_extracted/aln_fasta/ENSBTAG00000007740__ENSG00000110492__ENSMUSG00000027239.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000007740__ENSG00000110492__ENSMUSG00000027239.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000007740__ENSG00000110492__ENSMUSG00000027239.CDS.aln.fa
ENSBTAG00000004282	ENSG00000110497	ENSMUSG00000040506	74.3403	79.3584	76.5903	7.9769	98.6958	65.3614	75.2194	68.6709	15.3614	97.2892	90.1946	90.4489	90.3107	0.3584	99.9488	alignment_seq_extracted/aln_fasta/ENSBTAG00000004282__ENSG00000110497__ENSMUSG00000040506.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000004282__ENSG00000110497__ENSMUSG00000040506.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000004282__ENSG00000110497__ENSMUSG00000040506.CDS.aln.fa
ENSBTAG00000021700	ENSG00000110514	ENSMUSG00000040687	47.8788	56.4651	51.5865	21.3131	98.6195	55.4517	68.6726	57.3034	22.7414	98.7539	87.7986	88.4561	87.8159	0.7672	100.0	alignment_seq_extracted/aln_fasta/ENSBTAG00000021700__ENSG00000110514__ENSMUSG00000040687.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000021700__ENSG00000110514__ENSMUSG00000040687.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000021700__ENSG00000110514__ENSMUSG00000040687.CDS.aln.fa
ENSBTAG00000003073	ENSG00000110583	ENSMUSG00000024764	50.9351	64.0303	55.152	24.6855	96.3051	16.8675	59.6053	24.4956	74.4311	79.1165	62.3956	90.7096	71.9113	31.2139	89.5954	alignment_seq_extracted/aln_fasta/ENSBTAG00000003073__ENSG00000110583__ENSMUSG00000024764.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000003073__ENSG00000110583__ENSMUSG00000024764.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000003073__ENSG00000110583__ENSMUSG00000024764.CDS.aln.fa
ENSBTAG00000010777	ENSG00000110619	ENSMUSG00000010755	11.4738	52.7523	22.3064	80.6133	75.1731	52.6515	70.6349	55.1587	28.7879	98.4848	81.2665	82.4386	81.6745	1.4218	99.5261	alignment_seq_extracted/aln_fasta/ENSBTAG00000010777__ENSG00000110619__ENSMUSG00000010755.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000010777__ENSG00000110619__ENSMUSG00000010755.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000010777__ENSG00000110619__ENSMUSG00000010755.CDS.aln.fa
ENSBTAG00000044185	ENSG00000110693	ENSMUSG00000051910	14.1581	87.9797	15.9536	84.3461	79.8483	17.2389	47.1879	28.2352	66.3805	80.6867	92.4434	94.1161	92.9946	1.8167	99.4471	alignment_seq_extracted/aln_fasta/ENSBTAG00000044185__ENSG00000110693__ENSMUSG00000051910.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000044185__ENSG00000110693__ENSMUSG00000051910.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000044185__ENSG00000110693__ENSMUSG00000051910.CDS.aln.fa
ENSBTAG00000010482	ENSG00000110697	ENSMUSG00000029406	14.3068	48.1369	16.6717	70.1011	87.3367	39.1993	57.5467	42.394	32.9609	96.2756	65.5244	73.2371	70.0715	12.9066	96.343	alignment_seq_extracted/aln_fasta/ENSBTAG00000010482__ENSG00000110697__ENSMUSG00000029406.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000010482__ENSG00000110697__ENSMUSG00000029406.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000010482__ENSG00000110697__ENSMUSG00000029406.CDS.aln.fa
ENSBTAG00000040308	ENSG00000110700	ENSMUSG00000090862	57.2464	67.1672	58.5185	15.2174	99.2754	36.2963	72.3485	36.785	48.5185	98.8889	88.5965	88.5965	88.5965	0.0	100.0	alignment_seq_extracted/aln_fasta/ENSBTAG00000040308__ENSG00000110700__ENSMUSG00000090862.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000040308__ENSG00000110700__ENSMUSG00000090862.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000040308__ENSG00000110700__ENSMUSG00000090862.CDS.aln.fa
ENSBTAG00000010478	ENSG00000110711	ENSMUSG00000024847	26.484	57.2727	28.1296	58.2192	91.5525	21.7708	47.8092	30.1152	64.5833	83.75	57.9769	86.002	67.614	32.5866	89.1378	alignment_seq_extracted/aln_fasta/ENSBTAG00000010478__ENSG00000110711__ENSMUSG00000024847.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000010478__ENSG00000110711__ENSMUSG00000024847.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000010478__ENSG00000110711__ENSMUSG00000024847.CDS.aln.fa
ENSBTAG00000000292	ENSG00000110719	ENSMUSG00000001750	16.9725	55.0164	30.0808	71.7125	76.2997	27.3603	46.0269	34.7917	45.6647	87.8613	83.3068	83.808	83.5451	0.7576	99.8804	alignment_seq_extracted/aln_fasta/ENSBTAG00000000292__ENSG00000110719__ENSMUSG00000001750.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000000292__ENSG00000110719__ENSMUSG00000001750.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000000292__ENSG00000110719__ENSMUSG00000001750.CDS.aln.fa
ENSBTAG00000010304	ENSG00000110721	ENSMUSG00000024843	43.6515	54.4589	47.0162	26.3399	98.5956	28.7686	44.2028	34.9188	42.569	88.8535	59.7012	83.127	68.719	31.2455	91.2887	alignment_seq_extracted/aln_fasta/ENSBTAG00000010304__ENSG00000110721__ENSMUSG00000024843.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000010304__ENSG00000110721__ENSMUSG00000024843.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000010304__ENSG00000110721__ENSMUSG00000024843.CDS.aln.fa
ENSBTAG00000005147	ENSG00000110756	ENSMUSG00000014418	28.4636	48.9097	37.0333	53.5108	88.3163	23.5374	53.4313	30.7517	57.0068	83.2653	83.2225	85.0638	83.7796	2.1683	99.3351	alignment_seq_extracted/aln_fasta/ENSBTAG00000005147__ENSG00000110756__ENSMUSG00000014418.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000005147__ENSG00000110756__ENSMUSG00000014418.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000005147__ENSG00000110756__ENSMUSG00000014418.CDS.aln.fa
ENSBTAG00000005160	ENSG00000110768	ENSMUSG00000006599	56.2036	78.8911	65.7618	33.4101	90.3812	73.7977	79.0548	75.4718	6.6335	98.01	88.8687	91.7072	88.9208	3.1573	100.0	alignment_seq_extracted/aln_fasta/ENSBTAG00000005160__ENSG00000110768__ENSMUSG00000006599.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000005160__ENSG00000110768__ENSMUSG00000006599.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000005160__ENSG00000110768__ENSMUSG00000006599.CDS.aln.fa
ENSBTAG00000004179	ENSG00000110801	ENSMUSG00000029440	20.3204	57.8843	21.1968	59.9967	95.5534	13.172	55.4229	15.8736	75.8065	82.7957	83.8294	84.4582	83.949	0.8929	100.0	alignment_seq_extracted/aln_fasta/ENSBTAG00000004179__ENSG00000110801__ENSMUSG00000029440.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000004179__ENSG00000110801__ENSMUSG00000029440.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000004179__ENSG00000110801__ENSMUSG00000029440.CDS.aln.fa
ENSBTAG00000003598	ENSG00000110811	ENSMUSG00000023191	31.5024	61.2671	38.9058	52.9887	88.1529	17.2285	71.4932	26.0184	75.0936	78.839	81.5443	85.1686	83.7383	5.302	98.4355	alignment_seq_extracted/aln_fasta/ENSBTAG00000003598__ENSG00000110811__ENSMUSG00000023191.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000003598__ENSG00000110811__ENSMUSG00000023191.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000003598__ENSG00000110811__ENSMUSG00000023191.CDS.aln.fa
ENSBTAG00000004283	ENSG00000110841	ENSMUSG00000016487	41.8888	68.3526	49.4501	40.4771	88.3656	55.0538	71.1299	56.6591	23.7634	97.0968	82.0422	85.9859	84.4025	5.9466	98.5535	alignment_seq_extracted/aln_fasta/ENSBTAG00000004283__ENSG00000110841__ENSMUSG00000016487.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000004283__ENSG00000110841__ENSMUSG00000016487.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000004283__ENSG00000110841__ENSMUSG00000016487.CDS.aln.fa
ENSBTAG00000016589	ENSG00000110844	ENSMUSG00000023007	75.3388	81.071	78.7858	9.8916	98.374	6.6365	44.4173	14.5826	84.7662	72.8507	81.1486	90.2316	84.9978	11.6445	97.1399	alignment_seq_extracted/aln_fasta/ENSBTAG00000016589__ENSG00000110844__ENSMUSG00000023007.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000016589__ENSG00000110844__ENSMUSG00000023007.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000016589__ENSG00000110844__ENSMUSG00000023007.CDS.aln.fa
ENSBTAG00000012999	ENSG00000110851	ENSMUSG00000035529	41.9192	57.4921	47.1048	35.4683	96.1662	41.8745	66.5716	45.7121	40.9675	95.0113	90.5095	91.6762	90.7706	1.2773	99.7116	alignment_seq_extracted/aln_fasta/ENSBTAG00000012999__ENSG00000110851__ENSMUSG00000035529.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000012999__ENSG00000110851__ENSMUSG00000035529.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000012999__ENSG00000110851__ENSMUSG00000035529.CDS.aln.fa
ENSBTAG00000019373	ENSG00000110888	ENSMUSG00000030309	79.1549	82.1663	80.3586	4.9765	99.7183	40.4459	62.3925	50.0866	45.7537	92.0382	82.3773	85.9211	85.0244	6.3566	99.1008	alignment_seq_extracted/aln_fasta/ENSBTAG00000019373__ENSG00000110888__ENSMUSG00000030309.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000019373__ENSG00000110888__ENSMUSG00000030309.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000019373__ENSG00000110888__ENSMUSG00000030309.CDS.aln.fa
ENSBTAG00000002697	ENSG00000110906	ENSMUSG00000001098	44.9153	61.5134	48.9998	31.1278	95.013	14.2643	64.9123	24.2767	78.0781	77.1772	85.1302	91.1749	86.9883	6.6271	97.9228	alignment_seq_extracted/aln_fasta/ENSBTAG00000002697__ENSG00000110906__ENSMUSG00000001098.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000002697__ENSG00000110906__ENSMUSG00000001098.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000002697__ENSG00000110906__ENSMUSG00000001098.CDS.aln.fa
ENSBTAG00000032902	ENSG00000110911	ENSMUSG00000023030	12.9094	40.9885	16.0882	73.3524	84.5088	33.1002	60.8635	37.1748	51.2821	91.1422	78.6072	83.3574	82.6596	8.3194	97.7344	alignment_seq_extracted/aln_fasta/ENSBTAG00000032902__ENSG00000110911__ENSMUSG00000023030.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000032902__ENSG00000110911__ENSMUSG00000023030.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000032902__ENSG00000110911__ENSMUSG00000023030.CDS.aln.fa
ENSBTAG00000020050	ENSG00000110917	ENSMUSG00000048578	22.2324	73.4201	22.9037	70.4076	95.7716	74.2919	77.813	76.4557	6.5359	99.1285	80.4333	87.495	84.2978	9.8532	97.2746	alignment_seq_extracted/aln_fasta/ENSBTAG00000020050__ENSG00000110917__ENSMUSG00000048578.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000020050__ENSG00000110917__ENSMUSG00000048578.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000020050__ENSG00000110917__ENSMUSG00000048578.CDS.aln.fa
ENSBTAG00000005183	ENSG00000110921	ENSMUSG00000041939	16.9474	44.5011	19.2322	65.5022	88.1472	33.6066	51.9602	41.4198	43.7158	90.1639	76.2606	78.4403	77.8012	3.8703	99.1278	alignment_seq_extracted/aln_fasta/ENSBTAG00000005183__ENSG00000110921__ENSMUSG00000041939.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000005183__ENSG00000110921__ENSMUSG00000041939.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000005183__ENSG00000110921__ENSMUSG00000041939.CDS.aln.fa
ENSBTAG00000010928	ENSG00000110925	ENSMUSG00000044636	52.7363	63.0914	58.4589	23.4897	96.6003	21.777	46.5749	24.9523	63.4146	88.734	81.1436	87.6112	82.9503	7.401	97.8772	alignment_seq_extracted/aln_fasta/ENSBTAG00000010928__ENSG00000110925__ENSMUSG00000044636.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000010928__ENSG00000110925__ENSMUSG00000044636.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000010928__ENSG00000110925__ENSMUSG00000044636.CDS.aln.fa
ENSBTAG00000010815	ENSG00000110931	ENSMUSG00000029471	57.4145	66.344	64.4558	20.5724	96.0502	32.1586	50.8839	37.5785	38.4728	90.8957	81.1871	86.7006	83.9998	7.5252	97.8802	alignment_seq_extracted/aln_fasta/ENSBTAG00000010815__ENSG00000110931__ENSMUSG00000029471.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000010815__ENSG00000110931__ENSMUSG00000029471.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000010815__ENSG00000110931__ENSMUSG00000029471.CDS.aln.fa
ENSBTAG00000013315	ENSG00000110955	ENSMUSG00000025393	34.5029	64.2834	44.8143	48.1871	85.0292	9.7152	61.9929	18.2611	83.9196	75.7119	81.4245	89.8742	84.3146	9.5157	96.8661	alignment_seq_extracted/aln_fasta/ENSBTAG00000013315__ENSG00000110955__ENSMUSG00000025393.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000013315__ENSG00000110955__ENSMUSG00000025393.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000013315__ENSG00000110955__ENSMUSG00000025393.CDS.aln.fa
ENSBTAG00000017967	ENSG00000110958	ENSMUSG00000071072	79.0919	85.6432	83.0179	10.0054	97.7705	66.1525	85.6762	70.3883	24.593	95.8012	95.8592	95.8592	95.8592	0.0	100.0	alignment_seq_extracted/aln_fasta/ENSBTAG00000017967__ENSG00000110958__ENSMUSG00000071072.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000017967__ENSG00000110958__ENSMUSG00000071072.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000017967__ENSG00000110958__ENSMUSG00000071072.CDS.aln.fa
ENSBTAG00000032517	ENSG00000110987	ENSMUSG00000029438	29.3369	71.5459	32.7316	62.063	89.8326	30.662	47.3503	42.7788	50.2904	87.108	66.3325	83.623	72.8292	21.1779	93.1078	alignment_seq_extracted/aln_fasta/ENSBTAG00000032517__ENSG00000110987__ENSMUSG00000029438.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000032517__ENSG00000110987__ENSMUSG00000029438.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000032517__ENSG00000110987__ENSMUSG00000029438.CDS.aln.fa
ENSBTAG00000006118	ENSG00000111011	ENSMUSG00000029422	31.1026	84.4608	47.2224	63.6074	79.3499	13.0218	69.6542	24.1254	83.9875	72.3364	78.4798	90.724	79.83	13.7255	98.3297	alignment_seq_extracted/aln_fasta/ENSBTAG00000006118__ENSG00000111011__ENSMUSG00000029422.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000006118__ENSG00000111011__ENSMUSG00000029422.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000006118__ENSG00000111011__ENSMUSG00000029422.CDS.aln.fa
ENSBTAG00000011857	ENSG00000111110	ENSMUSG00000034613	20.7387	22.0891	21.7353	70.2045	96.4339	39.5004	82.0407	40.9161	53.0835	98.1265	78.6682	90.3425	82.6612	13.1114	95.7299	alignment_seq_extracted/aln_fasta/ENSBTAG00000011857__ENSG00000111110__ENSMUSG00000034613.3UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000011857__ENSG00000111110__ENSMUSG00000034613.5UTR.aln.fa	alignment_seq_extracted/aln_fasta/ENSBTAG00000011857__ENSG00000111110__ENSMUSG00000034613.CDS.aln.fa
