transcript_id	gene_id	strand	model	cds_length	zone_length	n_transition_fragile_codons	n_transversion_fragile_codons	n_snv_fragile_codons	n_alt_stop_codons	transition_fragile_codon_density	transversion_fragile_codon_density	snv_fragile_codon_density	alt_stop_codon_density	transition_fraction_of_snv_fragile
ENSBTAT00000076394	ENSBTAG00000019365	-	full	1719	1427	33	94	127	24	0.023125437981779958	0.06587245970567625	0.0889978976874562	0.016818500350385426	0.25984251968503935
ENSBTAT00000018792	ENSBTAG00000014137	+	full	4422	4275	137	389	526	83	0.032046783625731	0.09099415204678363	0.12304093567251462	0.019415204678362573	0.26045627376425856
ENSBTAT00000077328	ENSBTAG00000033510	-	full	819	780	16	49	65	26	0.020512820512820513	0.06282051282051282	0.08333333333333333	0.03333333333333333	0.24615384615384617
ENSBTAT00000026289	ENSBTAG00000019725	+	full	3225	3045	74	238	312	126	0.024302134646962233	0.07816091954022988	0.10246305418719212	0.041379310344827586	0.23717948717948717
ENSBTAT00000096018	ENSBTAG00000012940	+	full	1554	1446	36	76	112	18	0.024896265560165973	0.05255878284923928	0.07745504840940526	0.012448132780082987	0.32142857142857145
ENSBTAT00000008799	ENSBTAG00000006690	+	full	1482	1342	26	132	158	65	0.019374068554396422	0.09836065573770492	0.11773472429210134	0.04843517138599106	0.16455696202531644
ENSBTAT00000064299	ENSBTAG00000016197	+	full	4239	4048	94	284	378	74	0.023221343873517788	0.07015810276679842	0.09337944664031621	0.018280632411067192	0.24867724867724866
ENSBTAT00000011952	ENSBTAG00000009067	-	full	1452	1409	36	116	152	73	0.0255500354861604	0.0823278921220724	0.1078779276082328	0.051809794180269694	0.23684210526315788
ENSBTAT00000134936	ENSBTAG00000005138	-	full	4632	3488	88	170	258	66	0.02522935779816514	0.04873853211009174	0.07396788990825688	0.018922018348623854	0.34108527131782945
ENSBTAT00000010619	ENSBTAG00000008075	+	full	660	531	9	35	44	14	0.01694915254237288	0.06591337099811675	0.08286252354048965	0.026365348399246705	0.20454545454545456
ENSBTAT00000066893	ENSBTAG00000010322	-	full	3150	3029	59	242	301	80	0.019478375701551667	0.07989435457246616	0.09937273027401783	0.02641135688345989	0.19601328903654486
ENSBTAT00000007042	ENSBTAG00000005357	+	full	2649	2434	69	194	263	72	0.028348397699260477	0.07970419063270337	0.10805258833196385	0.029580936729663106	0.2623574144486692
ENSBTAT00000007052	ENSBTAG00000005364	+	full	1086	862	18	61	79	23	0.02088167053364269	0.07076566125290024	0.09164733178654293	0.02668213457076566	0.22784810126582278
ENSBTAT00000007065	ENSBTAG00000005371	-	full	1557	1441	21	101	122	44	0.01457321304649549	0.07009021512838307	0.08466342817487855	0.030534351145038167	0.1721311475409836
ENSBTAT00000019988	ENSBTAG00000015013	+	full	2121	1859	44	106	150	52	0.023668639053254437	0.057019903173749324	0.08068854222700376	0.027972027972027972	0.29333333333333333
ENSBTAT00000093865	ENSBTAG00000015015	+	full	1617	1149	28	107	135	25	0.024369016536118365	0.09312445604873804	0.1174934725848564	0.02175805047867711	0.2074074074074074
ENSBTAT00000072559	ENSBTAG00000006817	+	full	2799	2468	52	195	247	89	0.02106969205834684	0.07901134521880065	0.10008103727714748	0.03606158833063209	0.21052631578947367
ENSBTAT00000047009	ENSBTAG00000006835	-	full	1788	1716	41	135	176	37	0.023892773892773892	0.07867132867132867	0.10256410256410256	0.02156177156177156	0.23295454545454544
ENSBTAT00000082303	ENSBTAG00000009749	-	full	2007	1869	36	127	163	46	0.019261637239165328	0.06795077581594436	0.08721241305510968	0.024612092027822365	0.22085889570552147
ENSBTAT00000026146	ENSBTAG00000019627	-	full	615	452	8	27	35	14	0.017699115044247787	0.059734513274336286	0.07743362831858407	0.030973451327433628	0.22857142857142856
ENSBTAT00000112262	ENSBTAG00000015939	-	full	1548	953	23	59	82	15	0.024134312696747113	0.06190975865687303	0.08604407135362015	0.015739769150052464	0.2804878048780488
ENSBTAT00000028443	ENSBTAG00000021338	+	full	918	768	15	45	60	10	0.01953125	0.05859375	0.078125	0.013020833333333334	0.25
ENSBTAT00000081099	ENSBTAG00000021343	+	full	4635	4635	121	436	557	194	0.02610571736785329	0.09406688241639698	0.12017259978425027	0.0418554476806904	0.21723518850987433
ENSBTAT00000024242	ENSBTAG00000018213	+	full	1275	906	16	84	100	41	0.017660044150110375	0.09271523178807947	0.11037527593818984	0.04525386313465784	0.16
ENSBTAT00000047079	ENSBTAG00000019246	+	full	1080	574	14	35	49	20	0.024390243902439025	0.06097560975609756	0.08536585365853659	0.03484320557491289	0.2857142857142857
ENSBTAT00000001118	ENSBTAG00000000842	+	full	1950	1762	43	133	176	35	0.024404086265607264	0.07548240635641316	0.09988649262202043	0.019863791146424517	0.24431818181818182
ENSBTAT00000076344	ENSBTAG00000013162	-	full	1980	1732	28	138	166	74	0.016166281755196306	0.07967667436489607	0.09584295612009237	0.042725173210161664	0.1686746987951807
ENSBTAT00000107997	ENSBTAG00000020046	-	full	1188	837	19	83	102	30	0.022700119474313024	0.0991636798088411	0.12186379928315412	0.035842293906810034	0.18627450980392157
ENSBTAT00000068586	ENSBTAG00000001410	+	full	2895	2755	61	208	269	67	0.022141560798548093	0.07549909255898367	0.09764065335753176	0.024319419237749548	0.22676579925650558
ENSBTAT00000022184	ENSBTAG00000016684	-	full	1947	902	31	77	108	13	0.03436807095343681	0.08536585365853659	0.1197339246119734	0.014412416851441241	0.28703703703703703
ENSBTAT00000011597	ENSBTAG00000008804	+	full	1338	1195	33	112	145	50	0.027615062761506277	0.09372384937238494	0.12133891213389121	0.04184100418410042	0.22758620689655173
ENSBTAT00000087899	ENSBTAG00000005340	+	full	1500	1103	31	79	110	25	0.028105167724388033	0.07162284678150499	0.09972801450589303	0.022665457842248413	0.2818181818181818
ENSBTAT00000023221	ENSBTAG00000017468	-	full	1290	1248	29	142	171	87	0.023237179487179488	0.11378205128205128	0.13701923076923078	0.06971153846153846	0.1695906432748538
ENSBTAT00000055693	ENSBTAG00000040308	+	full	456	372	5	30	35	20	0.013440860215053764	0.08064516129032258	0.09408602150537634	0.053763440860215055	0.14285714285714285
ENSBTAT00000143693	ENSBTAG00000044185	+	full	2532	2178	80	177	257	76	0.03673094582185491	0.081267217630854	0.1179981634527089	0.03489439853076217	0.311284046692607
ENSBTAT00000006874	ENSBTAG00000005218	-	full	3348	3083	63	237	300	104	0.020434641582873826	0.0768731754784301	0.09730781706130393	0.03373337658125203	0.21
ENSBTAT00000008621	ENSBTAG00000006564	+	full	717	610	12	55	67	21	0.019672131147540985	0.09016393442622951	0.10983606557377049	0.03442622950819672	0.1791044776119403
ENSBTAT00000008616	ENSBTAG00000006556	+	full	2862	2752	46	263	309	151	0.016715116279069766	0.09556686046511628	0.11228197674418605	0.05486918604651163	0.1488673139158576
ENSBTAT00000015794	ENSBTAG00000011905	+	full	615	477	15	44	59	21	0.031446540880503145	0.09224318658280922	0.12368972746331237	0.0440251572327044	0.2542372881355932
ENSBTAT00000083901	ENSBTAG00000009061	-	full	1836	1438	27	121	148	84	0.018776077885952713	0.08414464534075104	0.10292072322670376	0.0584144645340751	0.18243243243243243
ENSBTAT00000039968	ENSBTAG00000013033	+	full	1452	1091	15	110	125	50	0.013748854262144821	0.1008249312557287	0.1145737855178735	0.045829514207149404	0.12
ENSBTAT00000071545	ENSBTAG00000013029	-	full	1893	1682	23	134	157	53	0.013674197384066587	0.07966706302021404	0.09334126040428062	0.03151010701545779	0.1464968152866242
ENSBTAT00000079873	ENSBTAG00000032657	-	full	1935	1771	35	122	157	47	0.019762845849802372	0.06888763410502541	0.08865047995482778	0.026538678712591756	0.2229299363057325
ENSBTAT00000097055	ENSBTAG00000000700	-	full	1380	1168	25	88	113	33	0.021404109589041095	0.07534246575342465	0.09674657534246575	0.028253424657534245	0.22123893805309736
ENSBTAT00000005599	ENSBTAG00000004275	+	full	1377	1377	23	107	130	20	0.01670297748729121	0.07770515613652869	0.0944081336238199	0.014524328249818447	0.17692307692307693
ENSBTAT00000084656	ENSBTAG00000010919	-	full	4128	3903	78	412	490	214	0.019984627209838585	0.10555982577504484	0.12554445298488343	0.054829618242377656	0.15918367346938775
ENSBTAT00000120977	ENSBTAG00000002914	+	full	2025	1845	40	129	169	41	0.02168021680216802	0.06991869918699187	0.0915989159891599	0.022222222222222223	0.23668639053254437
ENSBTAT00000096827	ENSBTAG00000010568	+	full	2085	0	0	0	0	0	NA	NA	NA	NA	NA
ENSBTAT00000021020	ENSBTAG00000015824	+	full	693	492	16	45	61	24	0.032520325203252036	0.09146341463414634	0.12398373983739837	0.04878048780487805	0.26229508196721313
ENSBTAT00000021018	ENSBTAG00000015821	-	full	2331	2104	40	164	204	40	0.019011406844106463	0.0779467680608365	0.09695817490494296	0.019011406844106463	0.19607843137254902
ENSBTAT00000068104	ENSBTAG00000021048	-	full	1371	1002	19	64	83	22	0.018962075848303395	0.06387225548902195	0.08283433133732535	0.021956087824351298	0.2289156626506024
ENSBTAT00000078732	ENSBTAG00000043981	+	full	5646	5497	138	477	615	222	0.02510460251046025	0.08677460432963435	0.1118792068400946	0.04038566490813171	0.22439024390243903
ENSBTAT00000113280	ENSBTAG00000001987	-	full	1890	1733	58	181	239	60	0.03346797461050202	0.10444316214656665	0.13791113675706868	0.03462204270051933	0.24267782426778242
ENSBTAT00000006114	ENSBTAG00000005278	-	full	1941	1737	30	160	190	60	0.017271157167530225	0.09211283822682786	0.10938399539435809	0.03454231433506045	0.15789473684210525
ENSBTAT00000089501	ENSBTAG00000016074	-	full	2043	1909	50	165	215	53	0.026191723415400735	0.08643268727082241	0.11262441068622316	0.02776322682032478	0.23255813953488372
ENSBTAT00000039955	ENSBTAG00000027722	-	full	3117	2969	88	264	352	156	0.02963960929605928	0.08891882788817784	0.11855843718423711	0.05254294375210509	0.25
ENSBTAT00000002111	ENSBTAG00000001607	+	full	876	656	8	64	72	22	0.012195121951219513	0.0975609756097561	0.10975609756097561	0.03353658536585366	0.1111111111111111
ENSBTAT00000103286	ENSBTAG00000006322	+	full	3927	3694	88	298	386	115	0.023822414726583648	0.08067135896047645	0.1044937736870601	0.031131564699512723	0.22797927461139897
ENSBTAT00000039850	ENSBTAG00000008310	+	full	735	529	8	39	47	17	0.015122873345935728	0.07372400756143667	0.0888468809073724	0.03213610586011342	0.1702127659574468
ENSBTAT00000006391	ENSBTAG00000004862	-	full	1782	1598	38	112	150	35	0.023779724655819776	0.07008760951188986	0.09386733416770963	0.02190237797246558	0.25333333333333335
ENSBTAT00000072609	ENSBTAG00000016142	+	full	897	698	7	50	57	23	0.01002865329512894	0.07163323782234957	0.08166189111747851	0.0329512893982808	0.12280701754385964
ENSBTAT00000021483	ENSBTAG00000016140	-	full	2778	2656	61	218	279	86	0.02296686746987952	0.08207831325301204	0.10504518072289157	0.03237951807228916	0.21863799283154123
ENSBTAT00000120139	ENSBTAG00000058410	+	full	519	193	3	16	19	3	0.015544041450777202	0.08290155440414508	0.09844559585492228	0.015544041450777202	0.15789473684210525
ENSBTAT00000073040	ENSBTAG00000015403	+	full	1719	1528	34	89	123	44	0.02225130890052356	0.05824607329842932	0.08049738219895287	0.028795811518324606	0.2764227642276423
ENSBTAT00000000926	ENSBTAG00000000694	+	full	657	517	3	23	26	12	0.005802707930367505	0.04448742746615087	0.05029013539651837	0.02321083172147002	0.11538461538461539
ENSBTAT00000000927	ENSBTAG00000000696	-	full	1359	1159	33	63	96	31	0.028472821397756688	0.054357204486626405	0.08283002588438308	0.026747195858498704	0.34375
ENSBTAT00000039795	ENSBTAG00000000697	+	full	1371	1201	28	94	122	36	0.02331390507910075	0.07826810990840966	0.1015820149875104	0.02997502081598668	0.22950819672131148
ENSBTAT00000100567	ENSBTAG00000003566	+	full	1125	919	20	75	95	29	0.02176278563656148	0.08161044613710555	0.10337323177366703	0.031556039173014146	0.21052631578947367
ENSBTAT00000004636	ENSBTAG00000003565	+	full	2331	2128	49	131	180	34	0.023026315789473683	0.06156015037593985	0.08458646616541353	0.015977443609022556	0.2722222222222222
ENSBTAT00000069360	ENSBTAG00000015655	+	full	2403	2185	45	143	188	44	0.020594965675057208	0.0654462242562929	0.08604118993135011	0.020137299771167048	0.2393617021276596
ENSBTAT00000027334	ENSBTAG00000020515	+	full	2964	2549	47	148	195	67	0.018438603373872108	0.058061985092193014	0.07650058846606513	0.02628481757551981	0.24102564102564103
ENSBTAT00000015061	ENSBTAG00000011332	+	full	1458	857	31	78	109	25	0.03617269544924154	0.09101516919486581	0.12718786464410736	0.029171528588098017	0.28440366972477066
ENSBTAT00000129879	ENSBTAG00000013900	+	full	1572	971	29	91	120	34	0.029866117404737384	0.0937178166838311	0.12358393408856849	0.035015447991761074	0.24166666666666667
ENSBTAT00000017428	ENSBTAG00000013111	-	full	2376	2140	48	192	240	91	0.022429906542056073	0.08971962616822429	0.11214953271028037	0.04252336448598131	0.2
ENSBTAT00000120629	ENSBTAG00000013109	-	full	2370	1803	44	130	174	57	0.024403771491957847	0.07210205213533001	0.09650582362728785	0.03161397670549085	0.25287356321839083
ENSBTAT00000115727	ENSBTAG00000000347	+	full	576	0	0	0	0	0	NA	NA	NA	NA	NA
ENSBTAT00000099809	ENSBTAG00000008433	-	full	1026	845	16	57	73	13	0.01893491124260355	0.06745562130177515	0.0863905325443787	0.015384615384615385	0.2191780821917808
ENSBTAT00000147434	ENSBTAG00000018449	-	full	6345	6283	272	511	783	128	0.04329142129555945	0.08133057456628999	0.12462199586184944	0.020372433550851506	0.34738186462324394
ENSBTAT00000068207	ENSBTAG00000003001	-	full	657	0	0	0	0	0	NA	NA	NA	NA	NA
ENSBTAT00000025510	ENSBTAG00000019167	+	full	3795	3654	73	236	309	76	0.019978106185002738	0.06458675424192666	0.08456486042692939	0.02079912424740011	0.23624595469255663
ENSBTAT00000085881	ENSBTAG00000001280	-	full	2124	1825	42	136	178	49	0.023013698630136987	0.07452054794520548	0.09753424657534246	0.02684931506849315	0.23595505617977527
ENSBTAT00000091641	ENSBTAG00000002051	-	full	5223	5155	111	360	471	103	0.021532492725509216	0.06983511154219205	0.09136760426770126	0.019980601357904946	0.2356687898089172
ENSBTAT00000099202	ENSBTAG00000019059	+	full	2034	1759	49	119	168	42	0.02785673678226265	0.06765207504263786	0.09550881182490051	0.023877202956225127	0.2916666666666667
ENSBTAT00000025380	ENSBTAG00000019062	-	full	2295	2161	65	208	273	104	0.03007866728366497	0.0962517353077279	0.1263304025913929	0.04812586765386395	0.23809523809523808
ENSBTAT00000061460	ENSBTAG00000012505	+	full	6459	6289	123	388	511	134	0.01955795833995866	0.06169502305612975	0.08125298139608841	0.02130704404515821	0.24070450097847357
ENSBTAT00000021927	ENSBTAG00000016494	+	full	1293	1195	30	74	104	16	0.02510460251046025	0.06192468619246862	0.08702928870292886	0.013389121338912133	0.28846153846153844
ENSBTAT00000133345	ENSBTAG00000016497	-	full	963	800	22	48	70	14	0.0275	0.06	0.0875	0.0175	0.3142857142857143
ENSBTAT00000082349	ENSBTAG00000000025	-	full	627	512	13	43	56	20	0.025390625	0.083984375	0.109375	0.0390625	0.23214285714285715
ENSBTAT00000111338	ENSBTAG00000008347	+	full	771	646	13	62	75	23	0.020123839009287926	0.09597523219814241	0.11609907120743033	0.03560371517027864	0.17333333333333334
ENSBTAT00000083706	ENSBTAG00000054199	-	full	255	0	0	0	0	0	NA	NA	NA	NA	NA
ENSBTAT00000004810	ENSBTAG00000003692	-	full	930	765	16	36	52	13	0.02091503267973856	0.047058823529411764	0.06797385620915032	0.01699346405228758	0.3076923076923077
ENSBTAT00000128836	ENSBTAG00000027612	+	full	1203	1134	25	97	122	34	0.02204585537918871	0.0855379188712522	0.10758377425044091	0.029982363315696647	0.20491803278688525
ENSBTAT00000001019	ENSBTAG00000000770	-	full	1869	1716	34	159	193	76	0.019813519813519812	0.09265734265734266	0.11247086247086246	0.04428904428904429	0.17616580310880828
ENSBTAT00000022442	ENSBTAG00000016869	+	full	1488	1235	27	118	145	55	0.02186234817813765	0.09554655870445344	0.11740890688259109	0.044534412955465584	0.18620689655172415
ENSBTAT00000008726	ENSBTAG00000006644	+	full	681	444	4	37	41	16	0.009009009009009009	0.08333333333333333	0.09234234234234234	0.036036036036036036	0.0975609756097561
ENSBTAT00000105157	ENSBTAG00000025931	+	full	1419	289	5	27	32	9	0.01730103806228374	0.09342560553633218	0.11072664359861592	0.031141868512110725	0.15625
ENSBTAT00000083128	ENSBTAG00000020485	-	full	1542	1380	24	103	127	24	0.017391304347826087	0.0746376811594203	0.09202898550724638	0.017391304347826087	0.1889763779527559
ENSBTAT00000020079	ENSBTAG00000031777	-	full	1833	1634	52	78	130	26	0.03182374541003672	0.04773561811505508	0.0795593635250918	0.01591187270501836	0.4
ENSBTAT00000039717	ENSBTAG00000001027	+	full	1257	904	15	59	74	15	0.016592920353982302	0.06526548672566372	0.08185840707964602	0.016592920353982302	0.20270270270270271
ENSBTAT00000001536	ENSBTAG00000055742	+	full	1086	881	23	52	75	18	0.026106696935300794	0.05902383654937571	0.0851305334846765	0.02043132803632236	0.30666666666666664
ENSBTAT00000091326	ENSBTAG00000016355	+	full	2133	1380	33	136	169	65	0.02391304347826087	0.09855072463768116	0.12246376811594203	0.04710144927536232	0.1952662721893491
ENSBTAT00000044810	ENSBTAG00000031609	-	full	2289	305	6	26	32	14	0.019672131147540985	0.08524590163934426	0.10491803278688525	0.04590163934426229	0.1875
ENSBTAT00000081876	ENSBTAG00000010826	+	full	4014	3769	131	245	376	124	0.03475723003449191	0.06500397983550013	0.09976120986999204	0.032899973467763334	0.3484042553191489
ENSBTAT00000097872	ENSBTAG00000058190	+	full	1188	0	0	0	0	0	NA	NA	NA	NA	NA
ENSBTAT00000116689	ENSBTAG00000017218	+	full	912	808	17	66	83	35	0.02103960396039604	0.08168316831683169	0.10272277227722772	0.043316831683168314	0.20481927710843373
ENSBTAT00000006638	ENSBTAG00000005034	+	full	1923	1690	41	123	164	36	0.0242603550295858	0.0727810650887574	0.0970414201183432	0.021301775147928994	0.25
ENSBTAT00000095543	ENSBTAG00000021346	-	full	1098	833	24	116	140	28	0.028811524609843937	0.13925570228091236	0.16806722689075632	0.03361344537815126	0.17142857142857143
ENSBTAT00000073630	ENSBTAG00000002606	-	full	2856	1529	24	114	138	71	0.015696533682145193	0.07455853499018966	0.09025506867233486	0.04643557880967953	0.17391304347826086
ENSBTAT00000124392	ENSBTAG00000008134	-	full	891	67	4	1	5	1	0.05970149253731343	0.014925373134328358	0.07462686567164178	0.014925373134328358	0.8
ENSBTAT00000074736	ENSBTAG00000002117	-	full	2682	2549	55	263	318	138	0.02157708905453119	0.10317771675166731	0.12475480580619851	0.05413887799136916	0.17295597484276728
ENSBTAT00000082431	ENSBTAG00000050888	+	full	636	539	18	47	65	22	0.03339517625231911	0.08719851576994433	0.12059369202226346	0.04081632653061224	0.27692307692307694
ENSBTAT00000105260	ENSBTAG00000000475	-	full	510	447	10	38	48	16	0.02237136465324385	0.08501118568232663	0.10738255033557047	0.035794183445190156	0.20833333333333334
ENSBTAT00000063521	ENSBTAG00000047362	+	full	996	838	17	70	87	23	0.02028639618138425	0.08353221957040573	0.10381861575178998	0.027446300715990454	0.19540229885057472
ENSBTAT00000027625	ENSBTAG00000020731	+	full	687	687	7	80	87	25	0.010189228529839884	0.11644832605531295	0.12663755458515283	0.036390101892285295	0.08045977011494253
ENSBTAT00000077006	ENSBTAG00000014399	+	full	5583	5392	155	449	604	230	0.028746290801186944	0.08327151335311572	0.11201780415430267	0.04265578635014837	0.25662251655629137
ENSBTAT00000086477	ENSBTAG00000008613	+	full	1530	1277	27	102	129	56	0.021143304620203602	0.07987470634299139	0.10101801096319499	0.04385277995301488	0.20930232558139536
ENSBTAT00000087003	ENSBTAG00000008617	-	full	2151	1901	41	206	247	97	0.021567596002104155	0.10836401893740137	0.12993161493950553	0.05102577590741715	0.1659919028340081
ENSBTAT00000039686	ENSBTAG00000014884	+	full	3654	3127	84	266	350	136	0.026862807803006077	0.08506555804285257	0.11192836584585865	0.043492165014390786	0.24
ENSBTAT00000002967	ENSBTAG00000002302	-	full	366	113	3	8	11	2	0.02654867256637168	0.07079646017699115	0.09734513274336283	0.017699115044247787	0.2727272727272727
ENSBTAT00000132388	ENSBTAG00000010071	-	full	1422	1189	25	112	137	41	0.021026072329688814	0.0941968040370059	0.1152228763666947	0.034482758620689655	0.18248175182481752
ENSBTAT00000009126	ENSBTAG00000006951	-	full	1023	753	18	51	69	11	0.02390438247011952	0.06772908366533864	0.09163346613545817	0.014608233731739707	0.2608695652173913
ENSBTAT00000022266	ENSBTAG00000016744	+	full	2127	2012	82	170	252	82	0.040755467196819085	0.08449304174950298	0.12524850894632206	0.040755467196819085	0.3253968253968254
ENSBTAT00000022271	ENSBTAG00000016747	+	full	3078	2916	69	218	287	84	0.023662551440329218	0.0747599451303155	0.09842249657064472	0.02880658436213992	0.24041811846689895
ENSBTAT00000117718	ENSBTAG00000005923	-	full	3642	3394	67	205	272	60	0.019740718915733646	0.06040070713022982	0.08014142604596347	0.01767825574543312	0.24632352941176472
ENSBTAT00000079521	ENSBTAG00000020980	+	full	1629	1313	25	96	121	51	0.01904036557501904	0.07311500380807312	0.09215536938309216	0.03884234577303884	0.2066115702479339
ENSBTAT00000024300	ENSBTAG00000018257	-	full	729	579	8	64	72	25	0.013816925734024179	0.11053540587219343	0.12435233160621761	0.04317789291882556	0.1111111111111111
ENSBTAT00000083835	ENSBTAG00000018261	+	full	1518	1404	28	109	137	64	0.019943019943019943	0.07763532763532764	0.09757834757834757	0.045584045584045586	0.20437956204379562
ENSBTAT00000082456	ENSBTAG00000011578	+	full	2553	2298	43	151	194	59	0.018711923411662314	0.06570931244560488	0.08442123585726719	0.02567449956483899	0.22164948453608246
ENSBTAT00000065157	ENSBTAG00000047083	+	full	1314	0	0	0	0	0	NA	NA	NA	NA	NA
ENSBTAT00000132549	ENSBTAG00000044158	+	full	1068	780	15	55	70	14	0.019230769230769232	0.07051282051282051	0.08974358974358974	0.017948717948717947	0.21428571428571427
ENSBTAT00000118996	ENSBTAG00000021029	+	full	1326	881	26	57	83	29	0.029511918274687854	0.06469920544835414	0.094211123723042	0.032917139614074914	0.3132530120481928
ENSBTAT00000021630	ENSBTAG00000036009	-	full	1629	709	12	72	84	26	0.01692524682651622	0.10155148095909731	0.11847672778561354	0.036671368124118475	0.14285714285714285
ENSBTAT00000030639	ENSBTAG00000014474	+	full	1575	1442	34	145	179	63	0.023578363384188627	0.10055478502080444	0.12413314840499307	0.043689320388349516	0.18994413407821228
ENSBTAT00000070079	ENSBTAG00000031299	+	full	3672	3611	107	310	417	142	0.029631680974799224	0.08584879534754916	0.11548047632234838	0.039324286901135416	0.2565947242206235
ENSBTAT00000000096	ENSBTAG00000000087	+	full	1113	958	11	91	102	37	0.011482254697286013	0.09498956158663883	0.10647181628392484	0.038622129436325675	0.10784313725490197
ENSBTAT00000012522	ENSBTAG00000009518	+	full	885	798	26	75	101	27	0.03258145363408521	0.09398496240601503	0.12656641604010024	0.03383458646616541	0.25742574257425743
ENSBTAT00000026177	ENSBTAG00000019644	+	full	2382	2193	47	150	197	52	0.021431828545371637	0.06839945280437756	0.0898312813497492	0.023711810305517556	0.23857868020304568
ENSBTAT00000094271	ENSBTAG00000031252	+	full	1155	1027	25	69	94	19	0.024342745861733205	0.06718597857838364	0.09152872444011685	0.018500486854917234	0.26595744680851063
ENSBTAT00000100490	ENSBTAG00000021484	+	full	987	886	14	61	75	22	0.01580135440180587	0.06884875846501129	0.08465011286681716	0.024830699774266364	0.18666666666666668
ENSBTAT00000079529	ENSBTAG00000017228	-	full	570	386	9	23	32	10	0.023316062176165803	0.05958549222797927	0.08290155440414508	0.025906735751295335	0.28125
ENSBTAT00000044328	ENSBTAG00000003199	+	full	1119	509	5	28	33	7	0.009823182711198428	0.0550098231827112	0.06483300589390963	0.0137524557956778	0.15151515151515152
ENSBTAT00000100256	ENSBTAG00000021223	+	full	1755	1733	43	113	156	30	0.024812463935372186	0.06520484708597807	0.09001731102135026	0.017311021350259664	0.27564102564102566
ENSBTAT00000067916	ENSBTAG00000000317	+	full	2103	1980	36	141	177	35	0.01818181818181818	0.07121212121212121	0.0893939393939394	0.017676767676767676	0.2033898305084746
ENSBTAT00000081225	ENSBTAG00000003126	-	full	1074	965	25	60	85	21	0.025906735751295335	0.06217616580310881	0.08808290155440414	0.021761658031088083	0.29411764705882354
ENSBTAT00000012643	ENSBTAG00000009607	+	full	2085	1825	46	98	144	23	0.025205479452054796	0.0536986301369863	0.0789041095890411	0.012602739726027398	0.3194444444444444
ENSBTAT00000012652	ENSBTAG00000009611	-	full	2049	1732	62	113	175	50	0.03579676674364896	0.06524249422632794	0.10103926096997691	0.028868360277136258	0.35428571428571426
ENSBTAT00000008081	ENSBTAG00000006143	+	full	1593	1506	30	100	130	23	0.0199203187250996	0.06640106241699867	0.08632138114209828	0.015272244355909695	0.23076923076923078
ENSBTAT00000010178	ENSBTAG00000007740	+	full	459	383	12	37	49	5	0.031331592689295036	0.09660574412532637	0.1279373368146214	0.013054830287206266	0.24489795918367346
ENSBTAT00000082172	ENSBTAG00000004282	-	full	3894	3353	86	192	278	71	0.025648672830301224	0.05726215329555622	0.08291082612585744	0.021175067104085895	0.30935251798561153
ENSBTAT00000006085	ENSBTAG00000004639	-	full	1050	620	14	43	57	28	0.02258064516129032	0.06935483870967742	0.09193548387096774	0.04516129032258064	0.24561403508771928
ENSBTAT00000130653	ENSBTAG00000017325	+	full	1653	1525	25	101	126	41	0.01639344262295082	0.06622950819672131	0.08262295081967214	0.026885245901639345	0.1984126984126984
ENSBTAT00000134085	ENSBTAG00000016501	-	full	1350	1111	27	78	105	25	0.024302430243024302	0.0702070207020702	0.09450945094509451	0.022502250225022502	0.2571428571428571
ENSBTAT00000116650	ENSBTAG00000004448	-	full	6096	5806	110	564	674	264	0.018945918015845678	0.09714088873579056	0.11608680675163624	0.045470203238029624	0.1632047477744807
ENSBTAT00000127267	ENSBTAG00000008429	-	full	5811	5428	111	345	456	116	0.020449521002210758	0.0635593220338983	0.08400884303610906	0.021370670596904937	0.24342105263157895
ENSBTAT00000117678	ENSBTAG00000009574	-	full	1845	1492	40	109	149	28	0.02680965147453083	0.07305630026809651	0.09986595174262734	0.01876675603217158	0.2684563758389262
ENSBTAT00000100363	ENSBTAG00000009576	-	full	1497	1331	42	96	138	13	0.03155522163786627	0.07212622088655146	0.10368144252441773	0.009767092411720512	0.30434782608695654
ENSBTAT00000086532	ENSBTAG00000020999	+	full	1281	1181	29	73	102	33	0.024555461473327687	0.06181202370872142	0.0863674851820491	0.0279424216765453	0.28431372549019607
ENSBTAT00000027968	ENSBTAG00000021002	-	full	1362	1178	34	64	98	23	0.028862478777589132	0.05432937181663837	0.0831918505942275	0.019524617996604415	0.3469387755102041
ENSBTAT00000014131	ENSBTAG00000010681	+	full	1371	1174	33	84	117	21	0.028109028960817718	0.07155025553662692	0.09965928449744463	0.01788756388415673	0.28205128205128205
ENSBTAT00000106049	ENSBTAG00000021700	+	full	4950	4795	104	335	439	125	0.021689259645464025	0.06986444212721585	0.09155370177267988	0.026068821689259645	0.23690205011389523
ENSBTAT00000056812	ENSBTAG00000019436	+	full	1272	1146	24	61	85	14	0.020942408376963352	0.053228621291448515	0.07417102966841187	0.012216404886561954	0.2823529411764706
ENSBTAT00000129102	ENSBTAG00000021744	-	full	1347	1186	23	89	112	35	0.0193929173693086	0.07504215851602024	0.09443507588532883	0.02951096121416526	0.20535714285714285
ENSBTAT00000077948	ENSBTAG00000002520	-	full	1653	1642	50	110	160	45	0.030450669914738125	0.06699147381242387	0.09744214372716199	0.027405602923264313	0.3125
