transcript_id	gene_id	utr5_length	n_uorfs	n_overlapping_uorfs	has_uorf	total_classical_uorf_codons	max_classical_uorf_codons	dist_cap_to_first_uatg	dist_last_uorf_stop_to_main_atg
ENSBTAT00000095826	ENSBTAG00000000686	199	2	1	1	33	17	50	82
ENSBTAT00000056087	ENSBTAG00000040490	213	1	0	1	4	4	141	57
ENSBTAT00000011406	ENSBTAG00000008650	199	0	0	0	0	NA	NA	NA
ENSBTAT00000134072	ENSBTAG00000019509	198	0	0	0	0	NA	NA	NA
ENSBTAT00000025985	ENSBTAG00000019508	108	0	0	0	0	NA	NA	NA
ENSBTAT00000079686	ENSBTAG00000000291	125	0	0	0	0	NA	NA	NA
ENSBTAT00000075557	ENSBTAG00000000288	186	0	0	0	0	NA	NA	NA
ENSBTAT00000016423	ENSBTAG00000012377	199	0	0	0	0	NA	NA	NA
ENSBTAT00000087030	ENSBTAG00000019488	30	0	0	0	0	NA	NA	NA
ENSBTAT00000022908	ENSBTAG00000017243	415	0	0	0	0	NA	NA	NA
ENSBTAT00000003674	ENSBTAG00000002836	200	2	0	1	20	14	17	62
ENSBTAT00000018505	ENSBTAG00000013930	31	0	0	0	0	NA	NA	NA
ENSBTAT00000007770	ENSBTAG00000005915	308	4	0	1	124	62	69	28
ENSBTAT00000057357	ENSBTAG00000008401	322	0	0	0	0	NA	NA	NA
ENSBTAT00000087740	ENSBTAG00000006078	199	2	1	1	34	30	71	0
ENSBTAT00000085868	ENSBTAG00000004147	199	1	0	1	11	11	150	13
ENSBTAT00000135225	ENSBTAG00000008288	144	0	0	0	0	NA	NA	NA
ENSBTAT00000092998	ENSBTAG00000061002	96	0	1	1	0	NA	76	NA
ENSBTAT00000133335	ENSBTAG00000016445	199	0	0	0	0	NA	NA	NA
ENSBTAT00000127302	ENSBTAG00000017271	93	0	0	0	0	NA	NA	NA
ENSBTAT00000094514	ENSBTAG00000017278	199	1	0	1	29	29	107	2
ENSBTAT00000100246	ENSBTAG00000005136	111	0	1	1	0	NA	94	NA
ENSBTAT00000094157	ENSBTAG00000005492	199	2	0	1	15	10	27	32
ENSBTAT00000135708	ENSBTAG00000016060	349	1	0	1	2	2	338	2
ENSBTAT00000055001	ENSBTAG00000007133	388	3	0	1	31	18	5	9
ENSBTAT00000069687	ENSBTAG00000014991	5	0	0	0	0	NA	NA	NA
ENSBTAT00000026471	ENSBTAG00000019866	519	3	0	1	56	31	238	119
ENSBTAT00000056716	ENSBTAG00000015910	2	0	0	0	0	NA	NA	NA
ENSBTAT00000139911	ENSBTAG00000070235	139	0	0	0	0	NA	NA	NA
ENSBTAT00000081379	ENSBTAG00000009475	726	0	0	0	0	NA	NA	NA
ENSBTAT00000061339	ENSBTAG00000013339	25	0	0	0	0	NA	NA	NA
ENSBTAT00000061645	ENSBTAG00000044074	NA	NA	NA	NA	NA	NA	NA	NA
ENSBTAT00000047358	ENSBTAG00000033315	199	0	0	0	0	NA	NA	NA
ENSBTAT00000024007	ENSBTAG00000018033	199	1	0	1	9	9	112	57
ENSBTAT00000061486	ENSBTAG00000044112	NA	NA	NA	NA	NA	NA	NA	NA
ENSBTAT00000081936	ENSBTAG00000018395	311	1	0	1	15	15	127	136
ENSBTAT00000079207	ENSBTAG00000021857	199	2	1	1	33	19	133	1
ENSBTAT00000142300	ENSBTAG00000058821	61	0	0	0	0	NA	NA	NA
ENSBTAT00000135686	ENSBTAG00000009117	1016	7	0	1	104	45	283	56
ENSBTAT00000076029	ENSBTAG00000052989	895	3	0	1	124	100	199	221
ENSBTAT00000010126	ENSBTAG00000007700	67	0	0	0	0	NA	NA	NA
ENSBTAT00000011613	ENSBTAG00000008821	274	0	0	0	0	NA	NA	NA
ENSBTAT00000077640	ENSBTAG00000017244	11	0	0	0	0	NA	NA	NA
ENSBTAT00000010894	ENSBTAG00000008279	40	0	0	0	0	NA	NA	NA
ENSBTAT00000134761	ENSBTAG00000010023	NA	NA	NA	NA	NA	NA	NA	NA
ENSBTAT00000064694	ENSBTAG00000016451	459	8	0	1	294	86	72	19
ENSBTAT00000013472	ENSBTAG00000010210	143	0	1	1	0	NA	127	NA
ENSBTAT00000126683	ENSBTAG00000010220	36	0	0	0	0	NA	NA	NA
ENSBTAT00000095928	ENSBTAG00000007703	156	0	0	0	0	NA	NA	NA
ENSBTAT00000145798	ENSBTAG00000078976	199	3	0	1	12	10	17	3
ENSBTAT00000099014	ENSBTAG00000063884	1051	5	0	1	131	53	329	9
ENSBTAT00000032523	ENSBTAG00000008787	123	1	0	1	10	10	30	60
ENSBTAT00000133454	ENSBTAG00000010387	199	4	1	1	53	19	4	79
ENSBTAT00000022174	ENSBTAG00000016676	401	0	0	0	0	NA	NA	NA
ENSBTAT00000039415	ENSBTAG00000027446	127	0	0	0	0	NA	NA	NA
ENSBTAT00000024572	ENSBTAG00000018463	178	0	0	0	0	NA	NA	NA
ENSBTAT00000088673	ENSBTAG00000002658	199	0	0	0	0	NA	NA	NA
ENSBTAT00000096160	ENSBTAG00000022003	397	2	0	1	41	30	31	26
ENSBTAT00000002038	ENSBTAG00000001552	205	1	0	1	18	18	147	1
ENSBTAT00000070620	ENSBTAG00000002280	445	3	0	1	17	8	232	186
ENSBTAT00000085714	ENSBTAG00000012677	249	4	0	1	39	25	136	16
ENSBTAT00000038847	ENSBTAG00000020053	2	0	0	0	0	NA	NA	NA
ENSBTAT00000073948	ENSBTAG00000016294	255	5	0	1	43	14	127	34
ENSBTAT00000105813	ENSBTAG00000027444	199	1	0	1	4	4	119	65
ENSBTAT00000005760	ENSBTAG00000004387	199	1	1	1	22	22	40	90
ENSBTAT00000080762	ENSBTAG00000011600	199	2	0	1	35	30	49	4
ENSBTAT00000003960	ENSBTAG00000003045	301	2	0	1	30	22	169	63
ENSBTAT00000119499	ENSBTAG00000018263	199	1	0	1	8	8	43	129
ENSBTAT00000133694	ENSBTAG00000017354	NA	NA	NA	NA	NA	NA	NA	NA
ENSBTAT00000114796	ENSBTAG00000009871	199	0	0	0	0	NA	NA	NA
ENSBTAT00000073890	ENSBTAG00000015434	199	1	0	1	11	11	120	43
ENSBTAT00000061585	ENSBTAG00000015438	210	1	0	1	39	39	38	52
ENSBTAT00000039411	ENSBTAG00000003422	124	0	0	0	0	NA	NA	NA
ENSBTAT00000004442	ENSBTAG00000003425	183	0	0	0	0	NA	NA	NA
ENSBTAT00000091015	ENSBTAG00000008825	89	0	0	0	0	NA	NA	NA
ENSBTAT00000024348	ENSBTAG00000018295	207	0	0	0	0	NA	NA	NA
ENSBTAT00000079606	ENSBTAG00000020382	99	0	0	0	0	NA	NA	NA
ENSBTAT00000001522	ENSBTAG00000001144	86	0	0	0	0	NA	NA	NA
ENSBTAT00000011148	ENSBTAG00000008472	99	0	0	0	0	NA	NA	NA
ENSBTAT00000070842	ENSBTAG00000014178	47	0	1	1	0	NA	40	NA
ENSBTAT00000015019	ENSBTAG00000011304	86	0	0	0	0	NA	NA	NA
ENSBTAT00000006568	ENSBTAG00000004993	417	1	0	1	3	3	403	2
ENSBTAT00000136692	ENSBTAG00000008908	202	0	0	0	0	NA	NA	NA
ENSBTAT00000046446	ENSBTAG00000032704	87	0	0	0	0	NA	NA	NA
ENSBTAT00000132049	ENSBTAG00000004278	102	0	0	0	0	NA	NA	NA
ENSBTAT00000005606	ENSBTAG00000004281	12	0	0	0	0	NA	NA	NA
ENSBTAT00000081265	ENSBTAG00000009881	286	2	0	1	27	23	176	38
ENSBTAT00000089713	ENSBTAG00000004625	141	0	0	0	0	NA	NA	NA
ENSBTAT00000078619	ENSBTAG00000005316	636	2	0	1	129	72	102	145
ENSBTAT00000025032	ENSBTAG00000018805	58	0	0	0	0	NA	NA	NA
ENSBTAT00000118700	ENSBTAG00000007648	199	1	0	1	10	10	73	93
ENSBTAT00000055749	ENSBTAG00000076341	32	0	0	0	0	NA	NA	NA
ENSBTAT00000020207	ENSBTAG00000015188	101	0	0	0	0	NA	NA	NA
ENSBTAT00000003472	ENSBTAG00000002683	188	1	0	1	2	2	26	153
ENSBTAT00000139764	ENSBTAG00000000683	201	0	1	1	0	NA	112	NA
ENSBTAT00000005323	ENSBTAG00000004075	261	0	0	0	0	NA	NA	NA
ENSBTAT00000120452	ENSBTAG00000014917	246	3	0	1	112	46	11	94
ENSBTAT00000086707	ENSBTAG00000013899	264	3	2	1	12	5	26	137
ENSBTAT00000097547	ENSBTAG00000006531	21	0	0	0	0	NA	NA	NA
ENSBTAT00000003338	ENSBTAG00000002578	19	0	0	0	0	NA	NA	NA
ENSBTAT00000101610	ENSBTAG00000063812	454	1	0	1	55	55	8	278
ENSBTAT00000023060	ENSBTAG00000017346	199	0	3	1	0	NA	89	NA
ENSBTAT00000090401	ENSBTAG00000006063	199	0	2	1	0	NA	123	NA
ENSBTAT00000007967	ENSBTAG00000006065	124	0	0	0	0	NA	NA	NA
ENSBTAT00000113751	ENSBTAG00000006066	199	3	0	1	62	35	54	29
ENSBTAT00000010913	ENSBTAG00000008293	324	0	0	0	0	NA	NA	NA
ENSBTAT00000001734	ENSBTAG00000001314	241	1	0	1	58	58	3	61
ENSBTAT00000000072	ENSBTAG00000000065	159	2	0	1	35	24	44	40
ENSBTAT00000106374	ENSBTAG00000001112	243	0	0	0	0	NA	NA	NA
ENSBTAT00000153127	ENSBTAG00000007922	359	3	1	1	82	59	56	59
ENSBTAT00000085261	ENSBTAG00000013545	199	3	0	1	18	13	19	14
ENSBTAT00000075264	ENSBTAG00000008436	219	0	0	0	0	NA	NA	NA
ENSBTAT00000114589	ENSBTAG00000045784	479	0	0	0	0	NA	NA	NA
ENSBTAT00000091435	ENSBTAG00000003848	199	0	0	0	0	NA	NA	NA
ENSBTAT00000123807	ENSBTAG00000013753	199	0	1	1	0	NA	147	NA
ENSBTAT00000020438	ENSBTAG00000015379	422	6	1	1	81	32	105	64
ENSBTAT00000015189	ENSBTAG00000011425	416	3	1	1	44	20	59	6
ENSBTAT00000005039	ENSBTAG00000003863	252	2	0	1	64	56	1	57
ENSBTAT00000025044	ENSBTAG00000018813	33	0	1	1	0	NA	28	NA
ENSBTAT00000025042	ENSBTAG00000018812	28	0	0	0	0	NA	NA	NA
ENSBTAT00000001379	ENSBTAG00000001038	131	0	0	0	0	NA	NA	NA
ENSBTAT00000004632	ENSBTAG00000003561	199	0	0	0	0	NA	NA	NA
ENSBTAT00000072837	ENSBTAG00000007213	163	0	0	0	0	NA	NA	NA
ENSBTAT00000026619	ENSBTAG00000019984	125	0	0	0	0	NA	NA	NA
ENSBTAT00000123466	ENSBTAG00000031715	199	1	0	1	1	1	115	78
ENSBTAT00000073856	ENSBTAG00000021837	208	0	0	0	0	NA	NA	NA
ENSBTAT00000119126	ENSBTAG00000021836	10	0	1	1	0	NA	0	NA
ENSBTAT00000096097	ENSBTAG00000011656	97	0	0	0	0	NA	NA	NA
ENSBTAT00000015478	ENSBTAG00000011655	60	0	0	0	0	NA	NA	NA
ENSBTAT00000039336	ENSBTAG00000011646	199	1	2	1	29	29	59	50
ENSBTAT00000100109	ENSBTAG00000015798	46	0	0	0	0	NA	NA	NA
ENSBTAT00000070817	ENSBTAG00000015796	11	0	0	0	0	NA	NA	NA
ENSBTAT00000081888	ENSBTAG00000021232	135	0	0	0	0	NA	NA	NA
ENSBTAT00000131237	ENSBTAG00000016667	120	1	0	1	6	6	76	23
ENSBTAT00000009858	ENSBTAG00000007497	199	0	0	0	0	NA	NA	NA
ENSBTAT00000107172	ENSBTAG00000038974	95	1	0	1	13	13	36	17
ENSBTAT00000019648	ENSBTAG00000014769	190	0	0	0	0	NA	NA	NA
ENSBTAT00000028899	ENSBTAG00000021685	103	0	0	0	0	NA	NA	NA
ENSBTAT00000006468	ENSBTAG00000004916	127	0	0	0	0	NA	NA	NA
ENSBTAT00000013703	ENSBTAG00000010383	199	0	0	0	0	NA	NA	NA
ENSBTAT00000002387	ENSBTAG00000001827	75	0	0	0	0	NA	NA	NA
ENSBTAT00000007879	ENSBTAG00000006002	330	4	0	1	59	21	6	34
ENSBTAT00000020676	ENSBTAG00000031718	13	0	0	0	0	NA	NA	NA
ENSBTAT00000044971	ENSBTAG00000031716	67	0	0	0	0	NA	NA	NA
ENSBTAT00000044841	ENSBTAG00000017402	136	2	0	1	4	3	66	42
ENSBTAT00000019202	ENSBTAG00000014438	53	1	0	1	2	2	22	22
ENSBTAT00000028723	ENSBTAG00000021558	199	1	0	1	13	13	11	146
ENSBTAT00000020042	ENSBTAG00000015058	NA	NA	NA	NA	NA	NA	NA	NA
ENSBTAT00000005773	ENSBTAG00000004402	107	1	0	1	22	22	5	33
ENSBTAT00000115997	ENSBTAG00000018784	192	0	0	0	0	NA	NA	NA
ENSBTAT00000023246	ENSBTAG00000052413	NA	NA	NA	NA	NA	NA	NA	NA
ENSBTAT00000106948	ENSBTAG00000003872	199	0	0	0	0	NA	NA	NA
ENSBTAT00000023164	ENSBTAG00000017424	195	0	0	0	0	NA	NA	NA
ENSBTAT00000024031	ENSBTAG00000018053	256	2	0	1	28	16	15	35
ENSBTAT00000136208	ENSBTAG00000054628	199	0	1	1	0	NA	110	NA
ENSBTAT00000010660	ENSBTAG00000008105	184	1	0	1	10	10	134	17
ENSBTAT00000014523	ENSBTAG00000010934	188	1	1	1	4	4	0	166
ENSBTAT00000060945	ENSBTAG00000015362	113	0	0	0	0	NA	NA	NA
ENSBTAT00000107072	ENSBTAG00000013009	101	2	2	1	7	5	16	67
ENSBTAT00000017292	ENSBTAG00000013007	7	0	0	0	0	NA	NA	NA
ENSBTAT00000008580	ENSBTAG00000006533	13	0	0	0	0	NA	NA	NA
ENSBTAT00000087133	ENSBTAG00000008303	NA	NA	NA	NA	NA	NA	NA	NA
ENSBTAT00000024505	ENSBTAG00000018417	122	0	0	0	0	NA	NA	NA
ENSBTAT00000123636	ENSBTAG00000008638	99	0	2	1	0	NA	10	NA
ENSBTAT00000017725	ENSBTAG00000013330	169	0	0	0	0	NA	NA	NA
ENSBTAT00000124610	ENSBTAG00000017002	461	2	1	1	19	10	275	153
ENSBTAT00000022616	ENSBTAG00000017007	199	1	0	1	5	5	65	116
ENSBTAT00000039303	ENSBTAG00000027386	364	2	0	1	28	20	105	20
ENSBTAT00000132305	ENSBTAG00000008840	199	9	1	1	79	23	15	12
ENSBTAT00000021521	ENSBTAG00000016169	101	0	0	0	0	NA	NA	NA
ENSBTAT00000076163	ENSBTAG00000006526	452	4	0	1	53	18	100	2
ENSBTAT00000012845	ENSBTAG00000009743	42	0	0	0	0	NA	NA	NA
ENSBTAT00000105631	ENSBTAG00000001015	225	1	0	1	12	12	11	175
ENSBTAT00000024395	ENSBTAG00000018334	158	2	0	1	11	6	111	7
ENSBTAT00000085391	ENSBTAG00000016231	92	0	0	0	0	NA	NA	NA
ENSBTAT00000004174	ENSBTAG00000003215	290	4	0	1	59	23	121	49
ENSBTAT00000081808	ENSBTAG00000031402	199	0	0	0	0	NA	NA	NA
ENSBTAT00000120172	ENSBTAG00000016427	28	0	0	0	0	NA	NA	NA
ENSBTAT00000105225	ENSBTAG00000003901	430	0	1	1	0	NA	356	NA
ENSBTAT00000149974	ENSBTAG00000003908	36	0	0	0	0	NA	NA	NA
ENSBTAT00000108002	ENSBTAG00000000512	10	0	0	0	0	NA	NA	NA
ENSBTAT00000013366	ENSBTAG00000010131	107	0	0	0	0	NA	NA	NA
ENSBTAT00000005182	ENSBTAG00000003971	199	1	0	1	16	16	143	5
ENSBTAT00000053065	ENSBTAG00000038738	92	0	0	0	0	NA	NA	NA
ENSBTAT00000061145	ENSBTAG00000039313	76	1	0	1	3	3	27	37
ENSBTAT00000017812	ENSBTAG00000013387	132	0	0	0	0	NA	NA	NA
ENSBTAT00000123606	ENSBTAG00000016524	469	1	0	1	6	6	350	98
ENSBTAT00000086329	ENSBTAG00000005969	124	0	1	1	0	NA	8	NA
ENSBTAT00000024092	ENSBTAG00000018101	91	0	0	0	0	NA	NA	NA
ENSBTAT00000073616	ENSBTAG00000000308	206	2	1	1	24	16	5	83
ENSBTAT00000081881	ENSBTAG00000005504	295	1	0	1	5	5	143	134
ENSBTAT00000143926	ENSBTAG00000007930	253	7	0	1	73	28	24	8
ENSBTAT00000017688	ENSBTAG00000013301	37	0	0	0	0	NA	NA	NA
ENSBTAT00000078990	ENSBTAG00000013303	9	0	0	0	0	NA	NA	NA
ENSBTAT00000103666	ENSBTAG00000003504	21	0	0	0	0	NA	NA	NA
ENSBTAT00000002893	ENSBTAG00000002236	199	0	0	0	0	NA	NA	NA
ENSBTAT00000004969	ENSBTAG00000003815	NA	NA	NA	NA	NA	NA	NA	NA
ENSBTAT00000014966	ENSBTAG00000011263	25	0	0	0	0	NA	NA	NA
ENSBTAT00000116153	ENSBTAG00000006670	60	0	0	0	0	NA	NA	NA
ENSBTAT00000009127	ENSBTAG00000006949	135	0	0	0	0	NA	NA	NA
ENSBTAT00000117588	ENSBTAG00000044015	22	0	0	0	0	NA	NA	NA
ENSBTAT00000120414	ENSBTAG00000006962	199	0	0	0	0	NA	NA	NA
ENSBTAT00000136841	ENSBTAG00000003949	13	0	0	0	0	NA	NA	NA
ENSBTAT00000115961	ENSBTAG00000005571	111	0	1	1	0	NA	101	NA
ENSBTAT00000007322	ENSBTAG00000005573	1	0	0	0	0	NA	NA	NA
ENSBTAT00000070030	ENSBTAG00000001640	149	0	1	1	0	NA	115	NA
ENSBTAT00000002156	ENSBTAG00000001645	361	0	0	0	0	NA	NA	NA
ENSBTAT00000075492	ENSBTAG00000001741	292	2	0	1	64	47	76	31
ENSBTAT00000143872	ENSBTAG00000076838	94	0	0	0	0	NA	NA	NA
ENSBTAT00000088965	ENSBTAG00000052632	376	2	0	1	19	16	49	97
ENSBTAT00000029063	ENSBTAG00000021805	268	0	0	0	0	NA	NA	NA
ENSBTAT00000098089	ENSBTAG00000019621	97	1	0	1	17	17	32	11
ENSBTAT00000034528	ENSBTAG00000013915	275	0	0	0	0	NA	NA	NA
ENSBTAT00000126640	ENSBTAG00000022007	122	0	0	0	0	NA	NA	NA
ENSBTAT00000015333	ENSBTAG00000011541	199	1	0	1	24	24	61	63
ENSBTAT00000074564	ENSBTAG00000014648	283	1	0	1	37	37	0	169
ENSBTAT00000000687	ENSBTAG00000000528	258	1	0	1	3	3	70	176
ENSBTAT00000011767	ENSBTAG00000008938	199	5	0	1	107	38	59	6
ENSBTAT00000004167	ENSBTAG00000003209	275	1	0	1	11	11	83	156
ENSBTAT00000005359	ENSBTAG00000004100	61	1	0	1	4	4	28	18
ENSBTAT00000070479	ENSBTAG00000005086	429	1	0	1	44	44	5	289
ENSBTAT00000074363	ENSBTAG00000016208	55	0	0	0	0	NA	NA	NA
ENSBTAT00000078786	ENSBTAG00000003040	251	2	0	1	20	15	135	7
ENSBTAT00000000862	ENSBTAG00000000660	107	1	0	1	11	11	19	52
ENSBTAT00000112297	ENSBTAG00000004039	69	0	0	0	0	NA	NA	NA
ENSBTAT00000004402	ENSBTAG00000003396	199	0	0	0	0	NA	NA	NA
ENSBTAT00000119968	ENSBTAG00000007960	235	1	0	1	3	3	7	216
ENSBTAT00000088963	ENSBTAG00000017584	245	2	0	1	3	2	192	1
ENSBTAT00000137224	ENSBTAG00000017594	582	6	0	1	66	32	158	112
ENSBTAT00000012081	ENSBTAG00000009165	528	4	1	1	110	68	186	3
ENSBTAT00000068711	ENSBTAG00000005733	111	0	0	0	0	NA	NA	NA
ENSBTAT00000011240	ENSBTAG00000008527	142	0	0	0	0	NA	NA	NA
ENSBTAT00000026122	ENSBTAG00000019606	196	0	0	0	0	NA	NA	NA
ENSBTAT00000043539	ENSBTAG00000007783	248	0	0	0	0	NA	NA	NA
ENSBTAT00000022448	ENSBTAG00000016873	199	0	1	1	0	NA	87	NA
ENSBTAT00000026679	ENSBTAG00000020030	50	0	0	0	0	NA	NA	NA
ENSBTAT00000148263	ENSBTAG00000018873	199	4	1	1	19	10	69	10
ENSBTAT00000125358	ENSBTAG00000002187	199	2	0	1	23	14	66	88
ENSBTAT00000043503	ENSBTAG00000005275	411	3	1	1	24	13	84	28
ENSBTAT00000079329	ENSBTAG00000005280	NA	NA	NA	NA	NA	NA	NA	NA
ENSBTAT00000022411	ENSBTAG00000016846	224	0	0	0	0	NA	NA	NA
ENSBTAT00000141856	ENSBTAG00000003256	108	0	0	0	0	NA	NA	NA
ENSBTAT00000086531	ENSBTAG00000003257	94	1	0	1	3	3	54	28
ENSBTAT00000020125	ENSBTAG00000015127	103	0	0	0	0	NA	NA	NA
ENSBTAT00000006825	ENSBTAG00000005181	242	2	0	1	33	27	75	37
ENSBTAT00000022261	ENSBTAG00000016743	69	0	1	1	0	NA	1	NA
ENSBTAT00000079595	ENSBTAG00000016746	83	0	0	0	0	NA	NA	NA
ENSBTAT00000108975	ENSBTAG00000051238	87	0	0	0	0	NA	NA	NA
ENSBTAT00000001267	ENSBTAG00000000958	244	0	0	0	0	NA	NA	NA
ENSBTAT00000087597	ENSBTAG00000000959	509	4	0	1	291	111	78	79
ENSBTAT00000039203	ENSBTAG00000027337	NA	NA	NA	NA	NA	NA	NA	NA
ENSBTAT00000013362	ENSBTAG00000010126	302	2	1	1	97	50	9	37
ENSBTAT00000061303	ENSBTAG00000010130	218	3	0	1	62	29	83	45
ENSBTAT00000077488	ENSBTAG00000014186	160	0	0	0	0	NA	NA	NA
ENSBTAT00000074591	ENSBTAG00000003635	268	2	0	1	22	12	75	85
ENSBTAT00000130799	ENSBTAG00000003639	2	0	0	0	0	NA	NA	NA
ENSBTAT00000009850	ENSBTAG00000007489	245	1	1	1	17	17	128	63
ENSBTAT00000009852	ENSBTAG00000007490	131	0	0	0	0	NA	NA	NA
ENSBTAT00000122425	ENSBTAG00000007120	161	1	0	1	11	11	7	118
ENSBTAT00000057219	ENSBTAG00000005957	116	1	0	1	1	1	22	88
ENSBTAT00000131231	ENSBTAG00000000241	426	0	0	0	0	NA	NA	NA
ENSBTAT00000107948	ENSBTAG00000006671	80	0	0	0	0	NA	NA	NA
ENSBTAT00000026859	ENSBTAG00000020166	199	1	0	1	10	10	104	62
ENSBTAT00000016760	ENSBTAG00000012626	199	0	1	1	0	NA	12	NA
ENSBTAT00000106969	ENSBTAG00000008969	85	0	0	0	0	NA	NA	NA
ENSBTAT00000024049	ENSBTAG00000018063	162	4	0	1	51	18	77	23
ENSBTAT00000134122	ENSBTAG00000014554	92	0	0	0	0	NA	NA	NA
ENSBTAT00000013376	ENSBTAG00000010135	23	0	0	0	0	NA	NA	NA
ENSBTAT00000125559	ENSBTAG00000006616	185	1	0	1	16	16	22	112
ENSBTAT00000126589	ENSBTAG00000021601	4	0	0	0	0	NA	NA	NA
ENSBTAT00000082305	ENSBTAG00000018270	118	3	0	1	29	21	25	3
ENSBTAT00000073955	ENSBTAG00000007962	96	0	0	0	0	NA	NA	NA
ENSBTAT00000001981	ENSBTAG00000001512	112	1	0	1	1	1	39	67
ENSBTAT00000073166	ENSBTAG00000030556	199	0	0	0	0	NA	NA	NA
ENSBTAT00000016390	ENSBTAG00000012353	274	2	0	1	13	11	2	108
ENSBTAT00000037367	ENSBTAG00000026327	34	0	0	0	0	NA	NA	NA
ENSBTAT00000037363	ENSBTAG00000007186	199	0	1	1	0	NA	189	NA
ENSBTAT00000006542	ENSBTAG00000004969	169	2	0	1	29	27	45	21
ENSBTAT00000056581	ENSBTAG00000010276	248	0	1	1	0	NA	7	NA
ENSBTAT00000074427	ENSBTAG00000007838	249	2	0	1	42	36	68	70
ENSBTAT00000110496	ENSBTAG00000007834	122	0	0	0	0	NA	NA	NA
ENSBTAT00000010191	ENSBTAG00000007749	199	0	1	1	0	NA	167	NA
ENSBTAT00000069250	ENSBTAG00000046026	86	0	0	0	0	NA	NA	NA
ENSBTAT00000107702	ENSBTAG00000011064	192	0	0	0	0	NA	NA	NA
ENSBTAT00000001142	ENSBTAG00000000857	526	0	0	0	0	NA	NA	NA
ENSBTAT00000037423	ENSBTAG00000026356	71	0	0	0	0	NA	NA	NA
ENSBTAT00000027654	ENSBTAG00000020751	139	1	0	1	25	25	4	57
ENSBTAT00000099417	ENSBTAG00000009811	56	0	0	0	0	NA	NA	NA
ENSBTAT00000037418	ENSBTAG00000014458	48	0	0	0	0	NA	NA	NA
ENSBTAT00000016239	ENSBTAG00000012242	350	1	0	1	40	40	81	146
ENSBTAT00000084417	ENSBTAG00000000312	240	1	1	1	1	1	104	60
ENSBTAT00000012765	ENSBTAG00000009677	169	1	0	1	1	1	53	110
ENSBTAT00000086809	ENSBTAG00000008079	64	0	0	0	0	NA	NA	NA
ENSBTAT00000086728	ENSBTAG00000038682	9	0	0	0	0	NA	NA	NA
ENSBTAT00000096027	ENSBTAG00000061239	12629	119	1	1	6272	222	73	423
ENSBTAT00000087110	ENSBTAG00000021474	169	0	0	0	0	NA	NA	NA
ENSBTAT00000028621	ENSBTAG00000021472	87	0	1	1	0	NA	7	NA
ENSBTAT00000006673	ENSBTAG00000005063	199	0	0	0	0	NA	NA	NA
ENSBTAT00000093710	ENSBTAG00000055204	414	3	0	1	80	31	67	181
ENSBTAT00000130381	ENSBTAG00000021639	152	0	0	0	0	NA	NA	NA
ENSBTAT00000072801	ENSBTAG00000009974	76	0	0	0	0	NA	NA	NA
ENSBTAT00000064455	ENSBTAG00000046467	495	1	0	1	43	43	52	311
ENSBTAT00000011341	ENSBTAG00000008597	199	1	0	1	6	6	142	36
ENSBTAT00000080590	ENSBTAG00000006132	199	0	1	1	0	NA	11	NA
ENSBTAT00000012605	ENSBTAG00000009578	415	4	0	1	26	11	162	14
ENSBTAT00000026936	ENSBTAG00000020226	3	0	0	0	0	NA	NA	NA
ENSBTAT00000002827	ENSBTAG00000002181	8	0	0	0	0	NA	NA	NA
ENSBTAT00000001538	ENSBTAG00000001156	1025	9	0	1	172	46	95	94
ENSBTAT00000070564	ENSBTAG00000000711	141	0	0	0	0	NA	NA	NA
ENSBTAT00000009033	ENSBTAG00000006869	311	1	0	1	8	8	52	232
ENSBTAT00000010169	ENSBTAG00000047834	NA	NA	NA	NA	NA	NA	NA	NA
ENSBTAT00000048214	ENSBTAG00000003185	NA	NA	NA	NA	NA	NA	NA	NA
ENSBTAT00000080408	ENSBTAG00000020801	199	2	0	1	29	16	106	42
ENSBTAT00000031530	ENSBTAG00000023179	507	0	0	0	0	NA	NA	NA
ENSBTAT00000074600	ENSBTAG00000009394	16	0	0	0	0	NA	NA	NA
ENSBTAT00000075468	ENSBTAG00000010275	311	4	0	1	44	20	11	53
ENSBTAT00000070757	ENSBTAG00000020407	230	0	0	0	0	NA	NA	NA
ENSBTAT00000120398	ENSBTAG00000020405	199	1	1	1	23	23	46	81
ENSBTAT00000027187	ENSBTAG00000020399	199	4	0	1	58	31	50	1
ENSBTAT00000098068	ENSBTAG00000020398	277	3	0	1	50	26	117	69
ENSBTAT00000099341	ENSBTAG00000022114	199	1	0	1	18	18	63	79
ENSBTAT00000123854	ENSBTAG00000005025	203	0	1	1	0	NA	118	NA
ENSBTAT00000153914	ENSBTAG00000016194	212	0	0	0	0	NA	NA	NA
ENSBTAT00000061524	ENSBTAG00000002002	90	0	0	0	0	NA	NA	NA
ENSBTAT00000129703	ENSBTAG00000015334	1082	15	0	1	308	65	43	23
ENSBTAT00000079315	ENSBTAG00000020693	251	0	0	0	0	NA	NA	NA
ENSBTAT00000069922	ENSBTAG00000026309	2303	14	0	1	264	46	127	183
ENSBTAT00000064621	ENSBTAG00000046307	85	0	0	0	0	NA	NA	NA
ENSBTAT00000061199	ENSBTAG00000044106	108	0	0	0	0	NA	NA	NA
ENSBTAT00000122009	ENSBTAG00000017021	289	3	0	1	58	38	57	0
ENSBTAT00000144927	ENSBTAG00000023218	199	1	0	1	26	26	100	18
