transcript_id	gene_id	strand	n_exons	n_5UTR_junctions	n_CDS_junctions	n_3UTR_junctions	stop_dist_closest_upstream	stop_dist_closest_downstream	stop_dist_last_downstream	start_dist_closest_upstream	start_dist_closest_downstream
ENSBTAT00000082654	ENSBTAG00000009618	+	8	0	7	0	226	NA	NA	NA	96
ENSBTAT00000014489	ENSBTAG00000010909	+	2	0	1	0	904	NA	NA	NA	616
ENSBTAT00000071553	ENSBTAG00000012020	-	11	0	10	0	577	NA	NA	NA	41
ENSBTAT00000081119	ENSBTAG00000007110	-	12	0	11	0	344	NA	NA	NA	169
ENSBTAT00000111827	ENSBTAG00000010850	-	4	0	3	0	767	NA	NA	NA	112
ENSBTAT00000119332	ENSBTAG00000020886	-	14	1	12	0	243	NA	NA	65	3
ENSBTAT00000148853	ENSBTAG00000071228	-	2	1	0	0	329	NA	NA	33	NA
ENSBTAT00000100011	ENSBTAG00000001173	+	32	1	30	0	95	NA	NA	80	1188
ENSBTAT00000043711	ENSBTAG00000002291	-	11	1	9	0	655	NA	NA	117	1123
ENSBTAT00000056230	ENSBTAG00000012433	-	23	0	22	0	473	NA	NA	NA	17
ENSBTAT00000130105	ENSBTAG00000016943	+	11	2	8	0	110	NA	NA	36	99
ENSBTAT00000110612	ENSBTAG00000047428	-	3	1	1	0	63	NA	NA	14	2618
ENSBTAT00000120188	ENSBTAG00000021874	-	30	1	28	0	391	NA	NA	113	1076
ENSBTAT00000074142	ENSBTAG00000020563	-	9	2	6	0	263	NA	NA	11	807
ENSBTAT00000010723	ENSBTAG00000008153	+	17	0	16	0	305	NA	NA	NA	139
ENSBTAT00000102206	ENSBTAG00000051448	-	6	0	5	0	146	NA	NA	NA	73
ENSBTAT00000136051	ENSBTAG00000019927	+	9	0	8	0	358	NA	NA	NA	15
ENSBTAT00000040283	ENSBTAG00000009727	+	7	0	6	0	128	NA	NA	NA	141
ENSBTAT00000078267	ENSBTAG00000009726	+	12	1	10	0	126	NA	NA	39	195
ENSBTAT00000142111	ENSBTAG00000073955	+	2	0	1	0	245	NA	NA	NA	126
ENSBTAT00000028871	ENSBTAG00000006175	+	27	0	26	0	137	NA	NA	NA	189
ENSBTAT00000006290	ENSBTAG00000004790	+	7	1	5	0	125	NA	NA	40	109
ENSBTAT00000067584	ENSBTAG00000006574	+	6	0	5	0	207	NA	NA	NA	123
ENSBTAT00000103104	ENSBTAG00000047059	-	7	0	6	0	85	NA	NA	NA	163
ENSBTAT00000090017	ENSBTAG00000059995	-	5	0	4	0	46	NA	NA	NA	487
ENSBTAT00000005837	ENSBTAG00000004452	-	24	0	23	0	110	NA	NA	NA	160
ENSBTAT00000127905	ENSBTAG00000016057	+	6	1	4	0	139	NA	NA	1	112
ENSBTAT00000126638	ENSBTAG00000053086	+	2	0	0	1	NA	40	40	NA	411
ENSBTAT00000080421	ENSBTAG00000005263	+	15	0	14	0	28	NA	NA	NA	26
ENSBTAT00000003991	ENSBTAG00000003068	+	7	3	3	0	195	NA	NA	138	11
ENSBTAT00000134143	ENSBTAG00000019053	+	14	1	12	0	167	NA	NA	71	75
ENSBTAT00000029844	ENSBTAG00000007234	+	15	0	14	0	59	NA	NA	NA	9
ENSBTAT00000052841	ENSBTAG00000016625	-	35	0	34	0	275	NA	NA	NA	124
ENSBTAT00000115952	ENSBTAG00000008816	-	12	0	11	0	152	NA	NA	NA	183
ENSBTAT00000086850	ENSBTAG00000007953	+	13	2	10	0	268	NA	NA	69	498
ENSBTAT00000113353	ENSBTAG00000013914	+	15	0	14	0	128	NA	NA	NA	176
ENSBTAT00000081700	ENSBTAG00000025263	-	11	0	10	0	253	NA	NA	NA	174
ENSBTAT00000104075	ENSBTAG00000016813	+	23	2	20	0	116	NA	NA	13	43
ENSBTAT00000084754	ENSBTAG00000018546	+	57	1	55	0	90	NA	NA	219	219
ENSBTAT00000125862	ENSBTAG00000027182	+	10	1	8	0	155	NA	NA	2	1763
ENSBTAT00000070001	ENSBTAG00000002531	-	25	0	24	0	88	NA	NA	NA	119
ENSBTAT00000013701	ENSBTAG00000010381	+	12	0	11	0	215	NA	NA	NA	189
ENSBTAT00000013696	ENSBTAG00000010376	-	10	0	9	0	265	NA	NA	NA	219
ENSBTAT00000018173	ENSBTAG00000013674	-	8	1	6	0	140	NA	NA	75	420
ENSBTAT00000087618	ENSBTAG00000034522	+	13	0	12	0	29	NA	NA	NA	100
ENSBTAT00000018681	ENSBTAG00000014060	-	4	1	2	0	34	NA	NA	22	94
ENSBTAT00000016933	ENSBTAG00000012738	+	14	0	13	0	828	NA	NA	NA	43
ENSBTAT00000029806	ENSBTAG00000012800	-	6	0	5	0	290	NA	NA	NA	445
ENSBTAT00000003668	ENSBTAG00000002835	-	6	0	5	0	143	NA	NA	NA	400
ENSBTAT00000026452	ENSBTAG00000019857	+	21	0	20	0	1211	NA	NA	NA	159
ENSBTAT00000048747	ENSBTAG00000019854	-	18	1	16	0	47	NA	NA	31	103
ENSBTAT00000017721	ENSBTAG00000013326	+	6	0	5	0	67	NA	NA	NA	414
ENSBTAT00000070441	ENSBTAG00000003399	-	24	0	23	0	65	NA	NA	NA	177
ENSBTAT00000075190	ENSBTAG00000002813	-	11	0	10	0	158	NA	NA	NA	72
ENSBTAT00000001785	ENSBTAG00000001356	-	10	0	9	0	161	NA	NA	NA	682
ENSBTAT00000079052	ENSBTAG00000014111	+	25	2	22	0	174	NA	NA	121	91
ENSBTAT00000096444	ENSBTAG00000049010	+	7	0	6	0	118	NA	NA	NA	490
ENSBTAT00000071986	ENSBTAG00000018951	+	22	0	21	0	725	NA	NA	NA	130
ENSBTAT00000018612	ENSBTAG00000014007	-	9	1	7	0	145	NA	NA	10	142
ENSBTAT00000002071	ENSBTAG00000001580	+	15	1	13	0	80	NA	NA	9	132
ENSBTAT00000150961	ENSBTAG00000072255	+	9	0	8	0	180	NA	NA	NA	36
ENSBTAT00000004165	ENSBTAG00000003208	-	2	0	1	0	440	NA	NA	NA	249
ENSBTAT00000135051	ENSBTAG00000004745	-	20	0	19	0	200	NA	NA	NA	327
ENSBTAT00000137120	ENSBTAG00000020594	+	10	2	7	0	627	NA	NA	167	72
ENSBTAT00000007876	ENSBTAG00000005998	-	3	0	2	0	823	NA	NA	NA	499
ENSBTAT00000066171	ENSBTAG00000034075	+	12	0	11	0	67	NA	NA	NA	277
ENSBTAT00000020655	ENSBTAG00000015549	+	4	0	3	0	667	NA	NA	NA	2487
ENSBTAT00000077189	ENSBTAG00000017493	-	11	0	10	0	910	NA	NA	NA	19
ENSBTAT00000014390	ENSBTAG00000010843	+	3	0	2	0	97	NA	NA	NA	490
ENSBTAT00000061407	ENSBTAG00000044058	+	12	0	11	0	206	NA	NA	NA	65
ENSBTAT00000101904	ENSBTAG00000039552	-	18	0	17	0	102	NA	NA	NA	30
ENSBTAT00000081445	ENSBTAG00000015692	-	20	0	19	0	191	NA	NA	NA	458
ENSBTAT00000067076	ENSBTAG00000001117	+	5	1	2	1	3547	4	4	405	545
ENSBTAT00000108056	ENSBTAG00000021245	-	2	1	0	0	1014	NA	NA	55	NA
ENSBTAT00000094585	ENSBTAG00000005695	+	6	1	4	0	397	NA	NA	57	238
ENSBTAT00000007477	ENSBTAG00000005691	-	3	0	2	0	185	NA	NA	NA	337
ENSBTAT00000080266	ENSBTAG00000012450	-	30	0	29	0	25	NA	NA	NA	69
ENSBTAT00000081446	ENSBTAG00000011970	-	19	1	17	0	78	NA	NA	115	161
ENSBTAT00000022180	ENSBTAG00000016680	+	10	0	9	0	88	NA	NA	NA	85
ENSBTAT00000022178	ENSBTAG00000016679	-	13	0	12	0	163	NA	NA	NA	709
ENSBTAT00000029010	ENSBTAG00000021764	-	10	1	8	0	296	NA	NA	29	122
ENSBTAT00000124126	ENSBTAG00000043959	+	7	1	5	0	116	NA	NA	69	271
ENSBTAT00000006896	ENSBTAG00000069939	-	4	0	3	0	1795	NA	NA	NA	204
ENSBTAT00000056931	ENSBTAG00000039242	+	6	1	4	0	1459	NA	NA	47	90
ENSBTAT00000018544	ENSBTAG00000013951	+	16	0	15	0	42	NA	NA	NA	358
ENSBTAT00000097373	ENSBTAG00000009755	+	24	1	22	0	216	NA	NA	184	133
ENSBTAT00000000786	ENSBTAG00000033339	+	14	0	13	0	165	NA	NA	NA	187
ENSBTAT00000009887	ENSBTAG00000007513	-	6	0	5	0	150	NA	NA	NA	191
ENSBTAT00000101069	ENSBTAG00000007510	-	4	0	3	0	227	NA	NA	NA	416
ENSBTAT00000102169	ENSBTAG00000000590	+	49	0	48	0	113	NA	NA	NA	62
ENSBTAT00000127428	ENSBTAG00000039766	-	19	0	18	0	828	NA	NA	NA	279
ENSBTAT00000092460	ENSBTAG00000012987	-	28	0	27	0	55	NA	NA	NA	111
ENSBTAT00000085961	ENSBTAG00000000439	-	19	0	18	0	65	NA	NA	NA	218
ENSBTAT00000107052	ENSBTAG00000055033	-	7	0	6	0	44	NA	NA	NA	491
ENSBTAT00000061491	ENSBTAG00000007988	+	10	0	9	0	167	NA	NA	NA	30
ENSBTAT00000002020	ENSBTAG00000001543	-	4	0	3	0	421	NA	NA	NA	204
ENSBTAT00000027206	ENSBTAG00000020414	+	27	0	26	0	85	NA	NA	NA	106
ENSBTAT00000090636	ENSBTAG00000014269	+	12	0	11	0	128	NA	NA	NA	126
ENSBTAT00000126478	ENSBTAG00000059574	-	6	5	0	0	1361	NA	NA	504	NA
ENSBTAT00000056042	ENSBTAG00000020346	+	4	0	3	0	775	NA	NA	NA	121
ENSBTAT00000009560	ENSBTAG00000007269	+	9	0	8	0	164	NA	NA	NA	13
ENSBTAT00000009556	ENSBTAG00000007266	-	14	0	13	0	176	NA	NA	NA	360
ENSBTAT00000029669	ENSBTAG00000039630	-	4	0	3	0	124	NA	NA	NA	180
ENSBTAT00000071636	ENSBTAG00000008061	+	8	0	7	0	144	NA	NA	NA	309
ENSBTAT00000092813	ENSBTAG00000008060	-	3	1	0	1	740	1892	1892	3	2629
ENSBTAT00000010264	ENSBTAG00000007804	+	5	0	4	0	44	NA	NA	NA	324
ENSBTAT00000108316	ENSBTAG00000000139	-	7	0	6	0	210	NA	NA	NA	621
ENSBTAT00000027325	ENSBTAG00000020505	+	31	0	30	0	142	NA	NA	NA	132
ENSBTAT00000074154	ENSBTAG00000008470	+	24	1	22	0	101	NA	NA	156	107
ENSBTAT00000002086	ENSBTAG00000001593	-	8	0	7	0	167	NA	NA	NA	132
ENSBTAT00000076120	ENSBTAG00000048809	+	4	0	3	0	503	NA	NA	NA	111
ENSBTAT00000119519	ENSBTAG00000021595	-	32	0	31	0	44	NA	NA	NA	414
ENSBTAT00000045998	ENSBTAG00000032433	-	8	1	6	0	44	NA	NA	78	36
ENSBTAT00000025676	ENSBTAG00000019278	-	63	0	62	0	17	NA	NA	NA	129
ENSBTAT00000055724	ENSBTAG00000006118	+	11	0	10	0	179	NA	NA	NA	6
ENSBTAT00000008035	ENSBTAG00000006114	+	14	0	13	0	781	NA	NA	NA	199
ENSBTAT00000080044	ENSBTAG00000016779	+	27	1	25	0	225	NA	NA	110	85
ENSBTAT00000071202	ENSBTAG00000004203	+	14	0	13	0	154	NA	NA	NA	102
ENSBTAT00000005486	ENSBTAG00000004189	-	17	0	16	0	121	NA	NA	NA	413
ENSBTAT00000094262	ENSBTAG00000032517	-	6	0	5	0	71	NA	NA	NA	251
ENSBTAT00000029638	ENSBTAG00000004179	-	6	0	5	0	27	NA	NA	NA	138
ENSBTAT00000108445	ENSBTAG00000032534	+	4	0	3	0	164	NA	NA	NA	150
ENSBTAT00000077836	ENSBTAG00000009602	-	13	0	12	0	63	NA	NA	NA	69
ENSBTAT00000086208	ENSBTAG00000002328	+	24	0	23	0	181	NA	NA	NA	39
ENSBTAT00000083448	ENSBTAG00000002315	-	7	0	6	0	190	NA	NA	NA	6
ENSBTAT00000004025	ENSBTAG00000003092	+	17	0	16	0	211	NA	NA	NA	207
ENSBTAT00000077661	ENSBTAG00000010815	+	17	0	16	0	164	NA	NA	NA	49
ENSBTAT00000014321	ENSBTAG00000010812	-	12	0	11	0	26	NA	NA	NA	134
ENSBTAT00000125754	ENSBTAG00000020584	+	20	1	18	0	122	NA	NA	21	144
ENSBTAT00000135774	ENSBTAG00000001398	+	21	0	19	1	269	1277	1277	NA	118
ENSBTAT00000087656	ENSBTAG00000005347	-	9	1	7	0	62	NA	NA	99	72
ENSBTAT00000077865	ENSBTAG00000008417	-	5	0	4	0	117	NA	NA	NA	87
ENSBTAT00000024393	ENSBTAG00000018332	-	6	0	5	0	58	NA	NA	NA	232
ENSBTAT00000012137	ENSBTAG00000009208	+	15	0	13	1	143	2	2	NA	220
ENSBTAT00000081750	ENSBTAG00000011198	-	8	0	7	0	70	NA	NA	NA	55
ENSBTAT00000079236	ENSBTAG00000009101	+	7	1	5	0	593	NA	NA	27	786
ENSBTAT00000029620	ENSBTAG00000022069	-	25	0	24	0	28	NA	NA	NA	677
ENSBTAT00000106068	ENSBTAG00000001168	-	13	0	12	0	363	NA	NA	NA	82
ENSBTAT00000080015	ENSBTAG00000008963	+	49	1	47	0	23	NA	NA	7	96
ENSBTAT00000089730	ENSBTAG00000005940	-	7	0	6	0	158	NA	NA	NA	159
ENSBTAT00000001720	ENSBTAG00000001303	-	3	0	2	0	159	NA	NA	NA	367
ENSBTAT00000026327	ENSBTAG00000019757	-	12	0	11	0	98	NA	NA	NA	142
ENSBTAT00000016661	ENSBTAG00000012550	+	19	1	17	0	161	NA	NA	98	120
ENSBTAT00000133529	ENSBTAG00000032097	+	12	0	11	0	187	NA	NA	NA	239
ENSBTAT00000107881	ENSBTAG00000044078	+	9	0	8	0	153	NA	NA	NA	58
ENSBTAT00000061236	ENSBTAG00000043976	-	12	1	10	0	8	NA	NA	155	24
ENSBTAT00000077533	ENSBTAG00000021706	+	8	0	7	0	470	NA	NA	NA	389
ENSBTAT00000109598	ENSBTAG00000031824	+	26	0	24	1	97	14	14	NA	36
ENSBTAT00000066355	ENSBTAG00000011930	-	20	0	19	0	235	NA	NA	NA	327
ENSBTAT00000029526	ENSBTAG00000011937	+	3	0	2	0	507	NA	NA	NA	8
ENSBTAT00000073198	ENSBTAG00000011102	+	30	1	28	0	113	NA	NA	125	112
ENSBTAT00000137699	ENSBTAG00000011103	-	17	2	14	0	99	NA	NA	83	156
ENSBTAT00000016856	ENSBTAG00000039861	-	6	0	5	0	131	NA	NA	NA	177
ENSBTAT00000011542	ENSBTAG00000008761	-	12	1	10	0	56	NA	NA	12	47
ENSBTAT00000008754	ENSBTAG00000006665	-	3	0	2	0	502	NA	NA	NA	135
ENSBTAT00000011521	ENSBTAG00000008743	-	13	0	12	0	32	NA	NA	NA	123
ENSBTAT00000096693	ENSBTAG00000022044	-	6	0	5	0	128	NA	NA	NA	677
ENSBTAT00000115850	ENSBTAG00000018108	-	17	0	16	0	266	NA	NA	NA	13
ENSBTAT00000097362	ENSBTAG00000021168	+	5	0	3	1	152	61	61	NA	77
ENSBTAT00000016996	ENSBTAG00000012791	+	4	0	3	0	52	NA	NA	NA	81
ENSBTAT00000016997	ENSBTAG00000012792	-	4	0	3	0	143	NA	NA	NA	188
ENSBTAT00000034274	ENSBTAG00000024605	+	3	1	1	0	137	NA	NA	6	132
ENSBTAT00000020937	ENSBTAG00000015767	+	18	1	16	0	73	NA	NA	248	157
ENSBTAT00000098374	ENSBTAG00000020050	+	6	0	5	0	78	NA	NA	NA	208
ENSBTAT00000090427	ENSBTAG00000007484	+	10	0	9	0	152	NA	NA	NA	64
ENSBTAT00000130547	ENSBTAG00000016338	-	11	0	10	0	71	NA	NA	NA	320
ENSBTAT00000004270	ENSBTAG00000003297	-	5	0	4	0	153	NA	NA	NA	192
ENSBTAT00000019114	ENSBTAG00000014376	-	15	0	14	0	195	NA	NA	NA	96
ENSBTAT00000008526	ENSBTAG00000006506	+	20	0	19	0	212	NA	NA	NA	52
ENSBTAT00000045400	ENSBTAG00000006504	-	13	1	11	0	32	NA	NA	97	218
ENSBTAT00000154887	ENSBTAG00000002591	+	5	0	4	0	296	NA	NA	NA	103
ENSBTAT00000077288	ENSBTAG00000005183	-	11	1	9	0	163	NA	NA	14	78
ENSBTAT00000093969	ENSBTAG00000005178	+	9	0	8	0	143	NA	NA	NA	116
ENSBTAT00000084286	ENSBTAG00000002698	-	28	2	25	0	191	NA	NA	21	161
ENSBTAT00000092681	ENSBTAG00000002697	+	7	0	6	0	224	NA	NA	NA	63
ENSBTAT00000026442	ENSBTAG00000019846	+	4	1	2	0	360	NA	NA	156	277
ENSBTAT00000099909	ENSBTAG00000019845	-	14	0	13	0	235	NA	NA	NA	83
ENSBTAT00000010507	ENSBTAG00000077630	+	11	0	10	0	119	NA	NA	NA	114
ENSBTAT00000015620	ENSBTAG00000011771	-	4	0	3	0	1075	NA	NA	NA	39
ENSBTAT00000052574	ENSBTAG00000012288	-	13	1	11	0	355	NA	NA	9	209
ENSBTAT00000066484	ENSBTAG00000010368	-	7	0	5	1	41	8	8	NA	125
ENSBTAT00000052340	ENSBTAG00000010464	-	2	0	1	0	181	NA	NA	NA	3748
ENSBTAT00000115179	ENSBTAG00000017799	-	13	0	11	1	47	39	39	NA	20
ENSBTAT00000099067	ENSBTAG00000012193	-	23	0	22	0	1621	NA	NA	NA	141
ENSBTAT00000099056	ENSBTAG00000004956	-	15	2	12	0	89	NA	NA	6	292
ENSBTAT00000121076	ENSBTAG00000003557	+	5	0	4	0	237	NA	NA	NA	182
ENSBTAT00000007835	ENSBTAG00000005970	-	6	0	5	0	557	NA	NA	NA	227
ENSBTAT00000080769	ENSBTAG00000022036	+	9	0	8	0	43	NA	NA	NA	291
ENSBTAT00000100554	ENSBTAG00000009773	+	10	0	9	0	239	NA	NA	NA	97
ENSBTAT00000023612	ENSBTAG00000017755	+	18	0	17	0	39	NA	NA	NA	13
ENSBTAT00000016592	ENSBTAG00000012504	+	6	1	4	0	1029	NA	NA	19	633
ENSBTAT00000131160	ENSBTAG00000001189	-	23	1	21	0	74	NA	NA	26	37
ENSBTAT00000072910	ENSBTAG00000013152	-	10	0	9	0	64	NA	NA	NA	338
ENSBTAT00000110653	ENSBTAG00000013153	+	16	0	15	0	71	NA	NA	NA	114
ENSBTAT00000096241	ENSBTAG00000017890	-	6	0	5	0	129	NA	NA	NA	53
ENSBTAT00000125143	ENSBTAG00000057942	+	2	0	1	0	44	NA	NA	NA	150
ENSBTAT00000123373	ENSBTAG00000002452	-	21	1	19	0	171	NA	NA	102	32
ENSBTAT00000072936	ENSBTAG00000001030	+	21	2	18	0	171	NA	NA	83	3
ENSBTAT00000055485	ENSBTAG00000018086	-	9	0	8	0	470	NA	NA	NA	311
ENSBTAT00000090840	ENSBTAG00000003390	-	16	0	15	0	101	NA	NA	NA	63
ENSBTAT00000004400	ENSBTAG00000003394	-	9	0	8	0	22	NA	NA	NA	294
ENSBTAT00000132687	ENSBTAG00000017404	+	12	0	11	0	130	NA	NA	NA	54
ENSBTAT00000145250	ENSBTAG00000018116	+	4	0	3	0	72	NA	NA	NA	145
ENSBTAT00000003082	ENSBTAG00000002385	+	2	0	1	0	433	NA	NA	NA	619
ENSBTAT00000102304	ENSBTAG00000009963	-	27	0	26	0	68	NA	NA	NA	68
ENSBTAT00000004034	ENSBTAG00000003100	+	21	1	18	1	144	21	21	80	51
ENSBTAT00000003661	ENSBTAG00000002828	+	7	1	5	0	97	NA	NA	46	176
ENSBTAT00000068530	ENSBTAG00000010662	+	16	0	15	0	144	NA	NA	NA	22
ENSBTAT00000014109	ENSBTAG00000010667	-	6	0	5	0	204	NA	NA	NA	85
ENSBTAT00000142249	ENSBTAG00000005478	-	5	0	4	0	418	NA	NA	NA	1271
ENSBTAT00000011834	ENSBTAG00000008990	+	9	1	7	0	99	NA	NA	40	124
ENSBTAT00000011840	ENSBTAG00000008991	-	19	0	18	0	241	NA	NA	NA	24
ENSBTAT00000086309	ENSBTAG00000009006	-	9	1	7	0	279	NA	NA	50	474
ENSBTAT00000001707	ENSBTAG00000001295	+	43	1	41	0	292	NA	NA	60	58
ENSBTAT00000044059	ENSBTAG00000031134	+	2	0	1	0	653	NA	NA	NA	87
ENSBTAT00000001332	ENSBTAG00000001005	-	3	2	0	0	1708	NA	NA	71	NA
ENSBTAT00000096785	ENSBTAG00000022032	-	3	0	2	0	551	NA	NA	NA	41
ENSBTAT00000100352	ENSBTAG00000006108	+	8	0	7	0	133	NA	NA	NA	117
ENSBTAT00000013170	ENSBTAG00000009988	+	9	0	8	0	39	NA	NA	NA	96
ENSBTAT00000029404	ENSBTAG00000006730	+	16	0	15	0	24	NA	NA	NA	64
ENSBTAT00000147556	ENSBTAG00000021262	-	4	0	3	0	61	NA	NA	NA	105
ENSBTAT00000068494	ENSBTAG00000022022	+	7	0	6	0	91	NA	NA	NA	517
ENSBTAT00000071096	ENSBTAG00000020566	-	23	0	22	0	89	NA	NA	NA	1327
ENSBTAT00000133665	ENSBTAG00000017277	-	11	1	9	0	64	NA	NA	21	69
ENSBTAT00000053430	ENSBTAG00000036113	+	8	1	6	0	238	NA	NA	45	199
ENSBTAT00000085993	ENSBTAG00000053372	+	18	1	16	0	478	NA	NA	138	70
ENSBTAT00000009109	ENSBTAG00000006938	+	8	1	6	0	304	NA	NA	54	197
ENSBTAT00000125066	ENSBTAG00000010312	+	10	1	7	1	116	10	10	120	791
ENSBTAT00000029375	ENSBTAG00000021121	-	21	0	19	1	96	25	25	NA	32
ENSBTAT00000000074	ENSBTAG00000000067	-	3	0	2	0	281	NA	NA	NA	280
ENSBTAT00000133657	ENSBTAG00000013038	-	4	0	3	0	154	NA	NA	NA	195
ENSBTAT00000018572	ENSBTAG00000013971	-	55	0	54	0	51	NA	NA	NA	159
ENSBTAT00000027666	ENSBTAG00000020760	+	6	0	4	1	157	46	46	NA	237
ENSBTAT00000087864	ENSBTAG00000065402	+	3	0	2	0	134	NA	NA	NA	311
ENSBTAT00000145433	ENSBTAG00000011292	+	18	0	17	0	846	NA	NA	NA	200
ENSBTAT00000060957	ENSBTAG00000044198	-	4	0	3	0	552	NA	NA	NA	80
ENSBTAT00000129842	ENSBTAG00000018048	-	17	0	16	0	136	NA	NA	NA	68
ENSBTAT00000025815	ENSBTAG00000019375	+	11	0	10	0	844	NA	NA	NA	152
ENSBTAT00000071111	ENSBTAG00000008528	-	9	0	8	0	114	NA	NA	NA	97
ENSBTAT00000080740	ENSBTAG00000004284	-	12	0	11	0	50	NA	NA	NA	3
ENSBTAT00000025997	ENSBTAG00000019516	+	5	0	4	0	200	NA	NA	NA	489
ENSBTAT00000096862	ENSBTAG00000012421	+	10	0	8	1	120	45	45	NA	415
ENSBTAT00000026474	ENSBTAG00000019869	+	13	0	12	0	83	NA	NA	NA	720
ENSBTAT00000026476	ENSBTAG00000019871	-	12	0	11	0	231	NA	NA	NA	147
ENSBTAT00000078807	ENSBTAG00000006656	+	6	0	5	0	115	NA	NA	NA	339
ENSBTAT00000006197	ENSBTAG00000006657	+	11	0	10	0	225	NA	NA	NA	104
ENSBTAT00000066053	ENSBTAG00000046786	-	2	0	1	0	610	NA	NA	NA	487
ENSBTAT00000086902	ENSBTAG00000023795	+	19	0	18	0	282	NA	NA	NA	104
ENSBTAT00000014050	ENSBTAG00000010627	-	26	1	24	0	140	NA	NA	68	70
ENSBTAT00000086395	ENSBTAG00000054680	+	7	1	5	0	173	NA	NA	997	339
ENSBTAT00000004645	ENSBTAG00000003570	-	12	0	11	0	61	NA	NA	NA	57
ENSBTAT00000004644	ENSBTAG00000020714	-	12	0	11	0	61	NA	NA	NA	57
ENSBTAT00000088824	ENSBTAG00000019810	+	24	2	21	0	185	NA	NA	21	144
ENSBTAT00000021895	ENSBTAG00000016471	-	18	1	16	0	404	NA	NA	61	227
ENSBTAT00000110122	ENSBTAG00000002303	-	27	0	26	0	167	NA	NA	NA	456
ENSBTAT00000005847	ENSBTAG00000004460	-	13	1	11	0	143	NA	NA	2	575
ENSBTAT00000154279	ENSBTAG00000012216	-	13	2	10	0	0	NA	NA	12	454
ENSBTAT00000071782	ENSBTAG00000016878	-	27	0	26	0	235	NA	NA	NA	54
ENSBTAT00000049126	ENSBTAG00000034689	+	5	0	3	1	57	35	35	NA	424
ENSBTAT00000127151	ENSBTAG00000006779	-	10	0	9	0	165	NA	NA	NA	72
ENSBTAT00000072130	ENSBTAG00000012002	-	7	0	6	0	512	NA	NA	NA	72
ENSBTAT00000086917	ENSBTAG00000077866	-	8	0	7	0	50	NA	NA	NA	64
ENSBTAT00000020505	ENSBTAG00000015428	-	3	0	2	0	130	NA	NA	NA	133
ENSBTAT00000020510	ENSBTAG00000015432	-	7	0	6	0	180	NA	NA	NA	139
ENSBTAT00000008607	ENSBTAG00000006550	+	6	1	4	0	90	NA	NA	124	29
ENSBTAT00000132819	ENSBTAG00000015669	-	11	1	9	0	222	NA	NA	64	108
ENSBTAT00000076386	ENSBTAG00000052957	+	6	1	4	0	209	NA	NA	10	148
ENSBTAT00000032609	ENSBTAG00000007184	+	4	0	3	0	368	NA	NA	NA	35
ENSBTAT00000119474	ENSBTAG00000015894	+	9	0	8	0	296	NA	NA	NA	107
ENSBTAT00000061511	ENSBTAG00000044192	-	2	0	1	0	33	NA	NA	NA	1130
ENSBTAT00000022750	ENSBTAG00000017112	-	7	0	6	0	158	NA	NA	NA	54
ENSBTAT00000010797	ENSBTAG00000008213	+	4	0	3	0	1812	NA	NA	NA	561
ENSBTAT00000017983	ENSBTAG00000013524	+	23	1	21	0	53	NA	NA	49	71
ENSBTAT00000131694	ENSBTAG00000002103	+	33	0	32	0	42	NA	NA	NA	112
ENSBTAT00000145517	ENSBTAG00000075571	+	4	0	2	1	118	3	3	NA	45
ENSBTAT00000055672	ENSBTAG00000012508	+	6	0	5	0	948	NA	NA	NA	196
ENSBTAT00000013425	ENSBTAG00000010170	-	22	0	21	0	196	NA	NA	NA	163
ENSBTAT00000083369	ENSBTAG00000018770	-	7	2	4	0	69	NA	NA	6	220
ENSBTAT00000123296	ENSBTAG00000016315	-	4	0	3	0	158	NA	NA	NA	77
ENSBTAT00000011036	ENSBTAG00000008385	+	5	1	3	0	555	NA	NA	16	63
ENSBTAT00000012432	ENSBTAG00000009446	+	14	0	13	0	187	NA	NA	NA	192
ENSBTAT00000028221	ENSBTAG00000021176	+	14	0	13	0	54	NA	NA	NA	240
ENSBTAT00000112057	ENSBTAG00000002639	-	8	2	5	0	203	NA	NA	7	315
ENSBTAT00000091722	ENSBTAG00000009918	+	17	0	16	0	134	NA	NA	NA	2310
ENSBTAT00000089556	ENSBTAG00000044006	-	6	0	5	0	125	NA	NA	NA	235
ENSBTAT00000021393	ENSBTAG00000016075	-	5	0	4	0	159	NA	NA	NA	231
ENSBTAT00000032564	ENSBTAG00000012446	-	8	0	7	0	464	NA	NA	NA	171
ENSBTAT00000080785	ENSBTAG00000002226	-	9	0	8	0	222	NA	NA	NA	349
ENSBTAT00000015449	ENSBTAG00000011632	+	4	0	3	0	174	NA	NA	NA	40
ENSBTAT00000018957	ENSBTAG00000014267	-	12	0	11	0	1519	NA	NA	NA	555
ENSBTAT00000069738	ENSBTAG00000006905	-	13	1	11	0	211	NA	NA	192	282
ENSBTAT00000100703	ENSBTAG00000058767	-	9	0	8	0	165	NA	NA	NA	532
ENSBTAT00000032527	ENSBTAG00000023745	+	13	0	12	0	71	NA	NA	NA	258
ENSBTAT00000066532	ENSBTAG00000020943	+	16	1	14	0	75	NA	NA	9	164
ENSBTAT00000027892	ENSBTAG00000020942	-	6	0	5	0	569	NA	NA	NA	155
ENSBTAT00000087298	ENSBTAG00000020944	-	50	0	49	0	249	NA	NA	NA	64
ENSBTAT00000123621	ENSBTAG00000004568	-	15	0	14	0	86	NA	NA	NA	114
