transcript_id	gene_id	strand	n_exons	n_5UTR_junctions	n_CDS_junctions	n_3UTR_junctions	stop_dist_closest_upstream	stop_dist_closest_downstream	stop_dist_last_downstream	start_dist_closest_upstream	start_dist_closest_downstream
ENST00000394030.8	ENSG00000114423	-	19	1	17	0	259	NA	NA	14	168
ENST00000325805.13	ENSG00000114439	+	18	3	14	0	87	NA	NA	9	162
ENST00000361309.6	ENSG00000196776	-	11	0	10	0	4	NA	NA	NA	46
ENST00000264538.4	ENSG00000114446	-	11	0	10	0	178	NA	NA	NA	212
ENST00000361582.8	ENSG00000198919	+	33	1	30	1	110	7	7	72	32
ENST00000485303.6	ENSG00000177707	+	6	0	5	0	580	NA	NA	NA	160
ENST00000431670.7	ENSG00000144824	+	18	1	16	0	140	NA	NA	14	1335
ENST00000273359.8	ENSG00000144827	+	5	0	4	0	344	NA	NA	NA	142
ENST00000283290.10	ENSG00000144848	-	12	0	11	0	81	NA	NA	NA	72
ENST00000492406.6	ENSG00000138459	+	7	1	5	0	65	NA	NA	19	130
ENST00000314400.10	ENSG00000163608	-	9	0	8	0	468	NA	NA	NA	106
ENST00000240922.8	ENSG00000121579	-	5	0	4	0	177	NA	NA	NA	8
ENST00000273398.8	ENSG00000114573	+	15	1	13	0	92	NA	NA	13	82
ENST00000358160.9	ENSG00000178075	+	18	0	17	0	80	NA	NA	NA	27
ENST00000393765.7	ENSG00000121578	-	8	2	5	0	132	NA	NA	145	253
ENST00000264245.9	ENSG00000031081	+	12	0	11	0	2408	NA	NA	NA	100
ENST00000319172.10	ENSG00000176142	-	9	1	7	0	233	NA	NA	74	113
ENST00000295588.9	ENSG00000163389	+	11	0	10	0	156	NA	NA	NA	85
ENST00000264235.13	ENSG00000082701	-	11	0	10	0	67	NA	NA	NA	88
ENST00000295628.4	ENSG00000163428	-	4	0	3	0	208	NA	NA	NA	500
ENST00000295633.8	ENSG00000163430	-	11	0	9	0	44	NA	NA	0	63
ENST00000283875.6	ENSG00000153767	+	5	1	3	0	427	NA	NA	30	448
ENST00000310864.11	ENSG00000173226	-	15	2	12	0	229	NA	NA	12	100
ENST00000273668.7	ENSG00000145088	+	6	0	5	0	46	NA	NA	NA	106
ENST00000330689.6	ENSG00000196981	-	1	0	0	0	NA	NA	NA	NA	NA
ENST00000344337.11	ENSG00000114030	-	14	1	12	0	187	NA	NA	5	129
ENST00000682323.1	ENSG00000138496	-	11	1	9	0	379	NA	NA	89	15
ENST00000296161.9	ENSG00000163840	+	5	0	4	0	69	NA	NA	NA	187
ENST00000474629.7	ENSG00000173193	+	17	0	16	0	289	NA	NA	NA	187
ENST00000306103.3	ENSG00000169087	-	8	0	7	0	530	NA	NA	NA	64
ENST00000261038.6	ENSG00000138463	+	9	0	8	0	115	NA	NA	NA	343
ENST00000316218.12	ENSG00000065485	+	17	0	16	0	80	NA	NA	NA	42
ENST00000492595.6	ENSG00000121542	+	7	1	5	0	200	NA	NA	19	182
ENST00000383657.10	ENSG00000206527	-	7	0	6	0	82	NA	NA	NA	155
ENST00000360304.8	ENSG00000065534	-	34	3	30	0	244	NA	NA	3	165
ENST00000409697.8	ENSG00000175455	-	13	0	12	0	939	NA	NA	NA	30
ENST00000232607.7	ENSG00000114491	+	6	0	5	0	169	NA	NA	NA	156
ENST00000296181.9	ENSG00000082781	-	15	0	14	0	95	NA	NA	NA	70
ENST00000311127.9	ENSG00000173706	-	17	0	16	0	149	NA	NA	NA	316
ENST00000469902.6	ENSG00000221955	-	14	1	12	0	162	NA	NA	45	51
ENST00000360647.9	ENSG00000163848	-	9	3	5	0	1598	NA	NA	16	333
ENST00000296220.6	ENSG00000144909	-	13	0	12	0	65	NA	NA	NA	164
ENST00000360370.9	ENSG00000114544	-	11	1	9	0	209	NA	NA	27	273
ENST00000296233.4	ENSG00000163884	-	3	1	1	0	168	NA	NA	25	1082
ENST00000389709.8	ENSG00000070476	-	10	0	9	0	86	NA	NA	NA	907
ENST00000524230.9	ENSG00000197763	-	16	0	15	0	68	NA	NA	NA	243
ENST00000290913.8	ENSG00000159685	+	8	0	7	0	5	NA	NA	NA	87
ENST00000265056.12	ENSG00000073111	+	16	0	15	0	110	NA	NA	NA	6
ENST00000232744.13	ENSG00000114626	+	12	0	11	0	206	NA	NA	NA	56
ENST00000265052.10	ENSG00000074416	-	8	0	7	0	125	NA	NA	NA	10
ENST00000243253.8	ENSG00000058262	+	12	0	11	0	186	NA	NA	NA	7
ENST00000322623.10	ENSG00000175792	-	11	0	10	0	159	NA	NA	NA	141
ENST00000254730.11	ENSG00000132394	+	7	0	6	0	190	NA	NA	NA	316
ENST00000341105.7	ENSG00000179348	-	6	1	4	0	299	NA	NA	45	229
ENST00000265062.8	ENSG00000075785	+	6	1	4	0	95	NA	NA	8	53
ENST00000308982.12	ENSG00000177646	+	18	0	17	0	100	NA	NA	NA	150
ENST00000422453.7	ENSG00000169714	-	5	1	3	0	117	NA	NA	14	124
ENST00000314797.10	ENSG00000181789	+	24	0	23	0	130	NA	NA	NA	37
ENST00000429544.7	ENSG00000129071	-	8	0	7	0	77	NA	NA	NA	104
ENST00000348417.7	ENSG00000163913	+	30	0	29	0	89	NA	NA	NA	41
ENST00000324093.9	ENSG00000004399	-	36	0	35	0	116	NA	NA	NA	1311
ENST00000393238.8	ENSG00000172765	-	7	3	3	0	314	NA	NA	130	576
ENST00000510168.6	ENSG00000017260	+	28	1	26	0	130	NA	NA	180	6
ENST00000264992.8	ENSG00000034533	-	6	2	3	0	330	NA	NA	25	1302
ENST00000383366.9	ENSG00000114670	+	18	2	15	0	219	NA	NA	96	170
ENST00000264995.8	ENSG00000114686	-	10	0	9	0	152	NA	NA	NA	92
ENST00000260818.11	ENSG00000138246	+	56	1	54	0	106	NA	NA	13	68
ENST00000356232.10	ENSG00000081307	+	12	0	11	0	83	NA	NA	NA	161
ENST00000264993.8	ENSG00000091527	+	5	0	4	0	150	NA	NA	NA	240
ENST00000260810.10	ENSG00000163781	-	28	1	26	0	143	NA	NA	7	84
ENST00000678299.1	ENSG00000144867	+	7	0	6	0	213	NA	NA	NA	154
ENST00000285208.9	ENSG00000154917	-	8	0	7	0	64	NA	NA	NA	70
ENST00000310926.11	ENSG00000174640	-	14	0	13	0	117	NA	NA	NA	96
ENST00000623711.4	ENSG00000163785	-	15	0	14	0	111	NA	NA	NA	232
ENST00000249883.10	ENSG00000114019	-	10	1	8	0	58	NA	NA	61	734
ENST00000675561.1	ENSG00000182923	+	15	1	13	0	158	NA	NA	25	44
ENST00000264977.8	ENSG00000073711	+	14	1	12	0	123	NA	NA	440	1995
ENST00000309993.3	ENSG00000174579	-	2	0	1	0	1591	NA	NA	NA	142
ENST00000251654.9	ENSG00000114054	+	15	0	14	0	121	NA	NA	NA	183
ENST00000383202.7	ENSG00000118007	-	34	1	32	0	23	NA	NA	83	29
ENST00000481752.6	ENSG00000158092	+	4	1	2	0	194	NA	NA	18	226
ENST00000327532.7	ENSG00000158163	-	16	1	14	0	161	NA	NA	81	501
ENST00000260803.9	ENSG00000138231	-	8	0	7	0	693	NA	NA	NA	197
ENST00000469044.6	ENSG00000114098	+	22	0	21	0	33	NA	NA	NA	45
ENST00000423968.7	ENSG00000158186	+	6	1	4	0	99	NA	NA	18	193
ENST00000264982.8	ENSG00000114107	-	18	2	15	0	61	NA	NA	5	69
ENST00000360570.8	ENSG00000158234	+	6	1	4	0	149	NA	NA	16	44
ENST00000674063.1	ENSG00000051382	-	24	2	21	0	137	NA	NA	16	171
ENST00000333188.10	ENSG00000184432	-	22	0	21	0	95	NA	NA	NA	3
ENST00000672186.1	ENSG00000114115	-	4	0	3	0	53	NA	NA	NA	259
ENST00000324194.12	ENSG00000114120	+	7	0	6	0	193	NA	NA	NA	41
ENST00000286353.9	ENSG00000155893	+	6	1	4	0	937	NA	NA	53	79
ENST00000321464.7	ENSG00000177311	+	6	4	0	0	3587	NA	NA	0	NA
ENST00000286364.9	ENSG00000155903	+	24	0	23	0	30	NA	NA	NA	133
ENST00000286371.8	ENSG00000069849	+	7	0	6	0	170	NA	NA	NA	109
ENST00000489671.6	ENSG00000114126	-	13	1	11	0	183	NA	NA	92	15
ENST00000392993.7	ENSG00000175066	-	16	0	15	0	148	NA	NA	NA	147
ENST00000392981.7	ENSG00000114127	-	41	0	40	0	302	NA	NA	NA	75
ENST00000476941.6	ENSG00000144935	+	13	0	12	0	227	NA	NA	NA	172
ENST00000295992.8	ENSG00000163710	-	9	0	8	0	130	NA	NA	NA	83
ENST00000473835.7	ENSG00000163714	+	28	0	27	0	138	NA	NA	NA	45
ENST00000316549.11	ENSG00000181804	-	16	0	15	0	227	NA	NA	NA	175
ENST00000315691.8	ENSG00000181744	+	3	0	2	0	331	NA	NA	NA	657
ENST00000282903.10	ENSG00000152952	-	20	0	19	0	155	NA	NA	NA	109
ENST00000354952.7	ENSG00000114698	-	9	1	7	0	44	NA	NA	21	7
ENST00000342435.9	ENSG00000188313	-	9	1	7	0	56	NA	NA	13	13
ENST00000345003.9	ENSG00000163754	+	8	0	7	0	173	NA	NA	NA	7
ENST00000310053.10	ENSG00000071794	-	25	0	24	0	152	NA	NA	NA	20
ENST00000296051.7	ENSG00000163755	+	17	0	16	0	127	NA	NA	NA	217
ENST00000305366.8	ENSG00000169908	-	5	0	4	0	14	NA	NA	NA	177
ENST00000360632.8	ENSG00000018408	-	7	1	5	0	184	NA	NA	3	431
ENST00000473414.6	ENSG00000114744	-	5	0	4	0	197	NA	NA	NA	67
ENST00000392894.8	ENSG00000082996	+	10	1	8	0	364	NA	NA	16	114
ENST00000239940.12	ENSG00000070087	-	3	0	2	0	97	NA	NA	NA	132
ENST00000688009.1	ENSG00000196428	+	3	0	2	0	260	NA	NA	NA	1958
ENST00000239944.7	ENSG00000120742	-	3	0	2	0	40	NA	NA	NA	84
ENST00000471696.6	ENSG00000198843	+	6	0	4	1	124	30	30	NA	137
ENST00000312960.4	ENSG00000181788	-	2	0	1	0	557	NA	NA	NA	417
ENST00000324210.10	ENSG00000152601	+	10	1	7	1	56	19	19	789	174
ENST00000305097.6	ENSG00000169860	+	1	0	0	0	NA	NA	NA	NA	NA
ENST00000496811.6	ENSG00000174953	-	25	0	24	0	185	NA	NA	NA	243
ENST00000360490.7	ENSG00000196549	+	23	1	21	0	99	NA	NA	10	160
ENST00000496455.7	ENSG00000163655	+	16	0	15	0	101	NA	NA	NA	27
ENST00000265044.7	ENSG00000114850	-	5	0	4	0	66	NA	NA	NA	133
ENST00000295924.12	ENSG00000163659	+	6	1	4	0	447	NA	NA	41	917
ENST00000295926.8	ENSG00000163660	-	11	0	10	0	348	NA	NA	NA	303
ENST00000483851.7	ENSG00000168779	-	5	0	4	0	257	NA	NA	NA	346
ENST00000611884.5	ENSG00000174891	+	10	1	8	0	92	NA	NA	2	194
ENST00000466246.7	ENSG00000178053	+	8	0	7	0	105	NA	NA	NA	47
ENST00000486715.6	ENSG00000168827	+	18	0	17	0	131	NA	NA	NA	81
ENST00000264265.4	ENSG00000079257	-	6	0	5	0	98	NA	NA	NA	129
ENST00000326448.12	ENSG00000068885	-	20	1	18	0	110	NA	NA	46	37
ENST00000309784.9	ENSG00000213186	-	3	2	0	0	1214	NA	NA	3	NA
ENST00000334256.9	ENSG00000186432	-	17	0	16	0	98	NA	NA	NA	69
ENST00000498165.6	ENSG00000163590	+	4	0	3	0	346	NA	NA	NA	399
ENST00000351193.7	ENSG00000169251	+	16	1	14	0	130	NA	NA	20	44
ENST00000392750.7	ENSG00000114209	-	9	2	6	0	81	NA	NA	116	96
ENST00000446050.7	ENSG00000163536	+	9	1	7	0	76	NA	NA	18	250
ENST00000470487.6	ENSG00000173905	-	16	0	15	0	149	NA	NA	NA	187
ENST00000349841.10	ENSG00000085274	+	8	1	6	0	262	NA	NA	31	266
ENST00000295797.5	ENSG00000163558	+	18	0	17	0	87	NA	NA	NA	101
ENST00000259119.9	ENSG00000136603	+	7	1	5	0	158	NA	NA	633	1098
ENST00000295822.7	ENSG00000163577	-	5	1	3	0	59	NA	NA	35	165
ENST00000351298.9	ENSG00000075651	-	27	1	25	0	224	NA	NA	31	160
ENST00000415807.7	ENSG00000075420	+	26	1	24	0	311	NA	NA	28	111
ENST00000241261.7	ENSG00000121858	-	5	0	4	0	427	NA	NA	NA	132
ENST00000475381.7	ENSG00000144959	-	5	0	4	0	617	NA	NA	NA	138
ENST00000392692.8	ENSG00000114346	+	25	1	23	0	89	NA	NA	22	130
ENST00000457928.7	ENSG00000177565	-	16	2	13	0	26	NA	NA	45	58
ENST00000311417.7	ENSG00000172667	-	6	1	4	0	211	NA	NA	57	270
ENST00000263967.4	ENSG00000121879	+	21	1	19	0	270	NA	NA	76	352
ENST00000496856.6	ENSG00000121864	+	6	2	3	0	1153	NA	NA	11	58
ENST00000471841.6	ENSG00000171109	+	18	1	16	0	78	NA	NA	7	112
ENST00000232564.8	ENSG00000114450	-	10	1	8	0	106	NA	NA	42	57
ENST00000429709.7	ENSG00000136518	+	14	0	13	0	80	NA	NA	NA	25
ENST00000263966.8	ENSG00000058056	+	21	0	20	0	93	NA	NA	NA	168
ENST00000296015.9	ENSG00000163728	+	12	0	11	0	912	NA	NA	NA	161
ENST00000382564.8	ENSG00000205981	-	6	0	5	0	70	NA	NA	NA	3
ENST00000323116.10	ENSG00000058063	+	30	0	29	0	81	NA	NA	NA	27
ENST00000292782.9	ENSG00000043093	-	7	0	6	0	79	NA	NA	NA	3
ENST00000265594.9	ENSG00000078070	-	19	0	18	0	128	NA	NA	NA	89
ENST00000242810.11	ENSG00000114796	+	8	2	5	0	200	NA	NA	61	920
ENST00000305135.10	ENSG00000163872	+	31	1	29	0	108	NA	NA	19	100
ENST00000334444.11	ENSG00000114770	-	30	1	28	0	101	NA	NA	55	129
ENST00000648915.2	ENSG00000145191	+	16	0	15	0	59	NA	NA	NA	195
ENST00000313143.9	ENSG00000161202	+	15	0	14	0	436	NA	NA	NA	161
ENST00000292807.9	ENSG00000161203	+	12	1	10	0	134	NA	NA	43	74
ENST00000429586.7	ENSG00000161204	+	21	0	20	0	158	NA	NA	NA	73
ENST00000310118.9	ENSG00000175166	+	21	0	20	0	182	NA	NA	NA	135
ENST00000346169.7	ENSG00000114867	+	33	2	30	0	181	NA	NA	34	60
ENST00000330394.3	ENSG00000182580	+	16	0	15	0	108	NA	NA	NA	118
ENST00000317897.5	ENSG00000177383	-	1	0	0	0	NA	NA	NA	NA	NA
ENST00000231887.8	ENSG00000113790	-	7	0	6	0	1261	NA	NA	NA	74
ENST00000421852.6	ENSG00000163900	-	5	0	4	0	220	NA	NA	NA	119
ENST00000296257.10	ENSG00000163904	+	17	0	16	0	62	NA	NA	NA	101
ENST00000382199.7	ENSG00000073792	-	16	0	15	0	92	NA	NA	NA	178
ENST00000453386.7	ENSG00000136527	-	9	0	8	0	10	NA	NA	NA	36
ENST00000306376.10	ENSG00000244405	-	13	1	11	0	221	NA	NA	74	45
ENST00000338733.10	ENSG00000113838	-	8	1	5	1	129	22	22	43	336
ENST00000265028.8	ENSG00000090520	+	10	0	9	0	64	NA	NA	NA	68
ENST00000323963.10	ENSG00000156976	+	11	0	10	0	144	NA	NA	NA	29
ENST00000169298.8	ENSG00000073849	+	8	3	4	0	241	NA	NA	50	607
ENST00000406870.7	ENSG00000113916	-	10	2	7	0	143	NA	NA	10	161
ENST00000447382.6	ENSG00000196083	+	12	2	9	0	367	NA	NA	1	64
ENST00000392455.9	ENSG00000152492	+	12	0	11	0	19	NA	NA	NA	49
ENST00000361510.8	ENSG00000198836	+	31	0	29	1	64	6	6	NA	32
ENST00000232424.4	ENSG00000114315	+	4	0	3	0	550	NA	NA	NA	108
ENST00000645319.2	ENSG00000133657	-	34	2	31	0	197	NA	NA	46	51
ENST00000347147.9	ENSG00000145014	-	10	0	9	0	110	NA	NA	NA	137
ENST00000265245.10	ENSG00000041802	-	14	0	13	0	179	NA	NA	NA	99
ENST00000329759.6	ENSG00000185112	+	1	0	0	0	NA	NA	NA	NA	NA
ENST00000326793.11	ENSG00000114331	-	23	0	22	0	100	NA	NA	NA	53
ENST00000618156.5	ENSG00000184203	-	6	0	5	0	46	NA	NA	NA	122
ENST00000672887.2	ENSG00000061938	-	16	1	14	0	6	NA	NA	18	163
ENST00000360110.9	ENSG00000072274	-	19	1	17	0	242	NA	NA	23	36
ENST00000431016.6	ENSG00000161217	-	9	1	7	0	206	NA	NA	10	117
ENST00000296328.9	ENSG00000163960	-	11	0	10	0	161	NA	NA	NA	73
ENST00000318037.3	ENSG00000163961	-	6	0	5	0	953	NA	NA	NA	301
ENST00000311630.7	ENSG00000174013	+	3	0	2	0	185	NA	NA	NA	318
ENST00000409690.5	ENSG00000174007	-	3	1	1	0	361	NA	NA	70	130
ENST00000392391.9	ENSG00000163964	+	6	0	5	0	143	NA	NA	NA	112
ENST00000327134.7	ENSG00000180370	+	15	1	13	0	86	NA	NA	21	187
ENST00000323460.10	ENSG00000119231	+	10	1	8	0	110	NA	NA	31	1513
ENST00000321256.10	ENSG00000114503	-	4	0	3	0	71	NA	NA	NA	78
ENST00000667157.1	ENSG00000075711	-	25	1	23	0	106	NA	NA	31	19
ENST00000392379.6	ENSG00000161267	-	8	2	5	0	469	NA	NA	43	83
ENST00000296343.10	ENSG00000145016	-	20	0	19	0	178	NA	NA	NA	65
ENST00000241502.9	ENSG00000122068	+	9	0	8	0	98	NA	NA	NA	103
ENST00000425562.7	ENSG00000186001	+	21	0	20	0	125	NA	NA	NA	262
ENST00000265239.11	ENSG00000114473	-	12	2	9	0	134	NA	NA	59	8
ENST00000647248.2	ENSG00000182899	+	5	1	3	0	23	NA	NA	32	11
ENST00000453061.7	ENSG00000174227	+	13	0	12	0	216	NA	NA	NA	154
ENST00000362003.10	ENSG00000185619	+	11	3	7	0	47	NA	NA	9	109
ENST00000314167.9	ENSG00000178950	-	28	0	27	0	101	NA	NA	NA	145
ENST00000273814.8	ENSG00000145214	-	23	0	22	0	101	NA	NA	NA	271
ENST00000510644.6	ENSG00000127418	+	7	1	5	0	442	NA	NA	16	79
ENST00000382952.8	ENSG00000159692	-	10	1	8	0	183	NA	NA	188	7
ENST00000303400.9	ENSG00000090316	+	9	0	8	0	95	NA	NA	NA	69
ENST00000489418.6	ENSG00000163950	-	8	0	7	0	116	NA	NA	NA	59
ENST00000382936.8	ENSG00000168936	-	4	0	3	0	248	NA	NA	NA	205
ENST00000440486.8	ENSG00000068078	+	18	1	16	0	146	NA	NA	102	109
ENST00000302787.3	ENSG00000168924	-	14	0	13	0	149	NA	NA	NA	82
ENST00000508803.6	ENSG00000109685	+	22	1	20	0	271	NA	NA	29	597
ENST00000423729.3	ENSG00000185818	+	3	0	2	0	367	NA	NA	NA	376
ENST00000337190.7	ENSG00000123933	-	6	0	5	0	157	NA	NA	NA	64
ENST00000314289.13	ENSG00000063978	+	8	1	6	0	149	NA	NA	157	9
ENST00000637812.2	ENSG00000125386	+	21	0	20	0	93	NA	NA	NA	255
ENST00000315423.12	ENSG00000168884	-	6	0	5	0	263	NA	NA	NA	276
ENST00000503393.8	ENSG00000087266	+	13	1	11	0	137	NA	NA	4	136
ENST00000683351.1	ENSG00000087274	+	16	1	14	0	352	NA	NA	20	195
ENST00000355443.9	ENSG00000109736	-	13	1	11	0	115	NA	NA	21	171
ENST00000382753.5	ENSG00000132406	-	5	0	3	1	99	10	10	NA	97
ENST00000337872.9	ENSG00000168826	+	8	1	6	0	676	NA	NA	19	152
ENST00000621129.5	ENSG00000168824	+	5	1	3	0	200	NA	NA	26	129
ENST00000382723.5	ENSG00000163132	+	2	0	1	0	442	NA	NA	NA	469
ENST00000324989.12	ENSG00000072832	-	14	0	13	0	91	NA	NA	NA	381
ENST00000226760.5	ENSG00000109501	+	8	1	6	0	1811	NA	NA	5	232
ENST00000285599.8	ENSG00000013288	+	19	0	18	0	97	NA	NA	NA	138
ENST00000382581.5	ENSG00000179010	+	2	0	0	1	NA	13	13	NA	396
ENST00000307659.6	ENSG00000170871	+	10	2	7	0	179	NA	NA	269	231
ENST00000409757.9	ENSG00000132405	+	14	1	12	0	65	NA	NA	17	722
ENST00000310074.8	ENSG00000173011	+	2	0	1	0	992	NA	NA	NA	270
ENST00000264954.5	ENSG00000109519	-	4	0	3	0	346	NA	NA	NA	62
ENST00000420658.6	ENSG00000196526	-	18	1	16	0	26	NA	NA	2	127
ENST00000499869.7	ENSG00000071127	-	15	0	14	0	106	NA	NA	NA	16
ENST00000326756.4	ENSG00000178163	-	3	2	0	0	3435	NA	NA	211	NA
ENST00000330852.10	ENSG00000157869	-	7	0	6	0	92	NA	NA	NA	75
ENST00000040738.10	ENSG00000038219	-	26	0	25	0	117	NA	NA	NA	243
ENST00000341285.8	ENSG00000118564	-	11	0	10	0	76	NA	NA	NA	84
ENST00000226299.9	ENSG00000002549	+	13	0	12	0	189	NA	NA	NA	102
ENST00000251496.7	ENSG00000109805	+	21	0	20	0	123	NA	NA	NA	111
ENST00000504154.6	ENSG00000145147	+	37	0	36	0	241	NA	NA	NA	179
ENST00000334304.10	ENSG00000152990	-	19	0	18	0	1242	NA	NA	NA	257
ENST00000264867.7	ENSG00000109819	-	13	0	12	0	103	NA	NA	NA	54
ENST00000336812.5	ENSG00000109606	-	14	0	13	0	117	NA	NA	NA	71
ENST00000382103.7	ENSG00000109618	-	11	0	10	0	294	NA	NA	NA	114
ENST00000264864.8	ENSG00000038210	+	10	0	9	0	173	NA	NA	NA	268
ENST00000302874.9	ENSG00000168228	+	13	0	12	0	135	NA	NA	NA	127
ENST00000506197.3	ENSG00000250317	+	3	0	2	0	37	NA	NA	NA	109
ENST00000355476.8	ENSG00000168214	+	11	0	10	0	315	NA	NA	NA	20
ENST00000264866.9	ENSG00000109680	+	21	0	20	0	74	NA	NA	NA	99
ENST00000467087.7	ENSG00000109689	+	12	0	11	0	477	NA	NA	NA	151
ENST00000695919.1	ENSG00000169851	+	3	0	2	0	376	NA	NA	NA	3174
ENST00000303965.9	ENSG00000047365	-	33	1	31	0	371	NA	NA	159	905
ENST00000454158.7	ENSG00000181826	-	7	0	5	1	135	4	4	NA	88
ENST00000381967.9	ENSG00000169299	+	14	0	13	0	102	NA	NA	NA	81
ENST00000698857.1	ENSG00000065882	+	22	1	20	0	200	NA	NA	93	417
ENST00000261438.10	ENSG00000109787	+	6	1	4	0	181	NA	NA	39	57
ENST00000358869.5	ENSG00000197712	+	15	2	12	0	101	NA	NA	8	348
ENST00000504108.7	ENSG00000109790	+	11	0	10	0	56	NA	NA	NA	383
ENST00000349703.7	ENSG00000035928	-	25	0	24	0	83	NA	NA	NA	3
ENST00000316423.11	ENSG00000109814	-	12	1	10	0	110	NA	NA	7	162
ENST00000295958.10	ENSG00000163683	-	5	1	3	0	32	NA	NA	35	75
ENST00000261427.10	ENSG00000078140	+	7	0	6	0	74	NA	NA	NA	63
ENST00000303538.13	ENSG00000121892	-	33	1	31	0	3	NA	NA	40	138
ENST00000261435.11	ENSG00000078177	+	18	2	15	0	45	NA	NA	114	229
ENST00000295971.12	ENSG00000163694	-	7	3	3	0	239	NA	NA	31	1123
ENST00000508593.6	ENSG00000163697	-	18	4	13	0	167	NA	NA	50	19
ENST00000284440.9	ENSG00000154277	+	9	0	8	0	86	NA	NA	NA	33
ENST00000503057.6	ENSG00000064042	+	32	3	28	0	25	NA	NA	102	9
ENST00000504986.6	ENSG00000109133	+	7	0	6	0	129	NA	NA	NA	45
ENST00000264451.12	ENSG00000014824	+	18	0	17	0	44	NA	NA	NA	109
ENST00000381668.9	ENSG00000124406	-	37	0	36	0	97	NA	NA	NA	49
ENST00000281543.6	ENSG00000151806	+	17	0	16	0	137	NA	NA	NA	165
ENST00000295448.8	ENSG00000163281	-	7	1	5	0	61	NA	NA	35	124
ENST00000381571.6	ENSG00000169019	-	5	0	4	0	20	NA	NA	NA	66
ENST00000507489.2	ENSG00000170448	-	23	1	21	0	173	NA	NA	2	235
ENST00000295461.10	ENSG00000163293	+	6	0	5	0	610	NA	NA	NA	46
ENST00000381501.8	ENSG00000135605	-	18	1	16	0	83	NA	NA	45	138
ENST00000264313.11	ENSG00000109171	+	8	0	7	0	66	NA	NA	NA	389
ENST00000358350.9	ENSG00000075539	-	64	3	60	0	258	NA	NA	80	120
ENST00000264312.12	ENSG00000109180	+	9	1	7	0	37	NA	NA	5	58
ENST00000508632.6	ENSG00000145247	-	7	1	5	0	81	NA	NA	62	66
ENST00000334635.10	ENSG00000109184	+	11	0	10	0	55	NA	NA	NA	25
ENST00000381431.10	ENSG00000163069	-	6	0	5	0	203	NA	NA	NA	33
ENST00000441222.8	ENSG00000109189	-	9	0	8	0	101	NA	NA	NA	36
ENST00000248706.5	ENSG00000128045	+	4	0	3	0	470	NA	NA	NA	142
ENST00000401642.8	ENSG00000184178	-	9	0	8	0	92	NA	NA	NA	838
ENST00000337488.11	ENSG00000145216	+	18	0	17	0	147	NA	NA	NA	85
ENST00000263921.8	ENSG00000109220	-	6	0	5	0	50	NA	NA	NA	119
ENST00000288135.6	ENSG00000157404	+	21	0	20	0	128	NA	NA	NA	67
ENST00000264228.9	ENSG00000128039	+	5	0	4	0	259	NA	NA	NA	221
ENST00000381334.10	ENSG00000134851	+	6	0	5	0	76	NA	NA	NA	207
ENST00000513440.6	ENSG00000134852	-	23	3	19	0	179	NA	NA	43	47
ENST00000381295.7	ENSG00000090989	+	19	1	17	0	152	NA	NA	10	124
ENST00000257287.5	ENSG00000174799	+	26	1	23	1	102	12	12	45	113
ENST00000264220.6	ENSG00000128059	-	11	0	10	0	196	NA	NA	NA	128
ENST00000309042.12	ENSG00000084093	+	4	1	2	0	2311	NA	NA	9	898
ENST00000314595.6	ENSG00000047315	+	25	0	24	0	89	NA	NA	NA	19
ENST00000322244.10	ENSG00000033178	-	33	0	32	0	135	NA	NA	NA	71
ENST00000254803.4	ENSG00000132467	+	1	0	0	0	NA	NA	NA	NA	NA
ENST00000381006.8	ENSG00000018189	+	18	0	17	0	143	NA	NA	NA	178
ENST00000254799.11	ENSG00000132463	-	10	0	8	1	49	26	26	NA	357
ENST00000309395.7	ENSG00000173542	+	6	0	5	0	77	NA	NA	NA	14
ENST00000286648.10	ENSG00000156136	+	7	0	6	0	26	NA	NA	NA	91
ENST00000264485.11	ENSG00000080493	+	26	1	23	1	43	37	37	1	73
ENST00000507544.3	ENSG00000163626	-	6	0	5	0	173	NA	NA	NA	333
ENST00000358602.9	ENSG00000132466	-	34	0	33	0	59	NA	NA	NA	393
ENST00000325278.7	ENSG00000163738	+	8	0	7	0	112	NA	NA	NA	143
ENST00000324439.10	ENSG00000163743	-	9	0	8	0	128	NA	NA	NA	90
ENST00000311638.7	ENSG00000174796	+	5	1	3	0	254	NA	NA	20	80
ENST00000359707.9	ENSG00000138757	-	12	1	10	0	272	NA	NA	24	95
ENST00000514213.7	ENSG00000138768	+	24	0	23	0	89	NA	NA	NA	66
ENST00000286733.9	ENSG00000138744	-	11	0	9	1	81	37	37	NA	206
ENST00000356260.10	ENSG00000198301	-	22	0	21	0	47	NA	NA	NA	90
ENST00000264896.8	ENSG00000138760	-	12	0	11	0	38	NA	NA	NA	117
ENST00000296043.7	ENSG00000138771	+	11	0	10	0	368	NA	NA	NA	168
ENST00000264893.11	ENSG00000138758	+	10	0	9	0	15	NA	NA	NA	27
ENST00000237654.9	ENSG00000118816	-	7	1	5	0	443	NA	NA	43	114
ENST00000316355.10	ENSG00000138764	+	8	0	6	0	123	NA	NA	0	138
ENST00000504123.7	ENSG00000138767	-	12	0	11	0	212	NA	NA	NA	5
ENST00000264908.11	ENSG00000138772	+	13	1	11	0	59	NA	NA	38	15
ENST00000502613.3	ENSG00000138756	+	16	0	15	0	1423	NA	NA	NA	178
