transcript_id	gene_id	utr5_length	n_uorfs	n_overlapping_uorfs	has_uorf	total_classical_uorf_codons	max_classical_uorf_codons	dist_cap_to_first_uatg	dist_last_uorf_stop_to_main_atg
ENST00000508593.6	ENSG00000163697	554	4	0	1	52	25	181	13
ENST00000284440.9	ENSG00000154277	49	0	0	0	0	NA	NA	NA
ENST00000503057.6	ENSG00000064042	434	4	0	1	46	28	75	95
ENST00000504986.6	ENSG00000109133	56	0	0	0	0	NA	NA	NA
ENST00000264451.12	ENSG00000014824	122	1	1	1	21	21	37	19
ENST00000381668.9	ENSG00000124406	232	0	0	0	0	NA	NA	NA
ENST00000281543.6	ENSG00000151806	203	1	0	1	10	10	151	19
ENST00000295448.8	ENSG00000163281	118	0	0	0	0	NA	NA	NA
ENST00000381571.6	ENSG00000169019	51	0	0	0	0	NA	NA	NA
ENST00000507489.2	ENSG00000170448	221	0	0	0	0	NA	NA	NA
ENST00000295461.10	ENSG00000163293	68	0	0	0	0	NA	NA	NA
ENST00000381501.8	ENSG00000135605	132	0	0	0	0	NA	NA	NA
ENST00000264313.11	ENSG00000109171	211	2	0	1	39	32	19	88
ENST00000358350.9	ENSG00000075539	585	4	0	1	51	22	317	52
ENST00000264312.12	ENSG00000109180	167	1	0	1	34	34	14	48
ENST00000508632.6	ENSG00000145247	179	0	0	0	0	NA	NA	NA
ENST00000334635.10	ENSG00000109184	90	0	0	0	0	NA	NA	NA
ENST00000381431.10	ENSG00000163069	40	0	0	0	0	NA	NA	NA
ENST00000441222.8	ENSG00000109189	151	2	0	1	17	9	88	4
ENST00000248706.5	ENSG00000128045	191	0	0	0	0	NA	NA	NA
ENST00000401642.8	ENSG00000184178	120	0	0	0	0	NA	NA	NA
ENST00000337488.11	ENSG00000145216	198	0	1	1	0	NA	4	NA
ENST00000263921.8	ENSG00000109220	305	3	0	1	41	17	73	149
ENST00000288135.6	ENSG00000157404	58	0	0	0	0	NA	NA	NA
ENST00000264228.9	ENSG00000128039	95	0	0	0	0	NA	NA	NA
ENST00000381334.10	ENSG00000134851	233	1	0	1	6	6	98	114
ENST00000513440.6	ENSG00000134852	417	4	2	1	95	58	11	77
ENST00000381295.7	ENSG00000090989	316	0	0	0	0	NA	NA	NA
ENST00000257287.5	ENSG00000174799	160	1	0	1	15	15	75	37
ENST00000264220.6	ENSG00000128059	138	0	0	0	0	NA	NA	NA
ENST00000309042.12	ENSG00000084093	323	1	0	1	39	39	27	176
ENST00000314595.6	ENSG00000047315	90	0	0	0	0	NA	NA	NA
ENST00000322244.10	ENSG00000033178	36	0	0	0	0	NA	NA	NA
ENST00000254803.4	ENSG00000132467	146	0	0	0	0	NA	NA	NA
ENST00000381006.8	ENSG00000018189	610	2	0	1	29	27	56	230
ENST00000254799.11	ENSG00000132463	63	0	0	0	0	NA	NA	NA
ENST00000309395.7	ENSG00000173542	168	0	0	0	0	NA	NA	NA
ENST00000286648.10	ENSG00000156136	187	0	0	0	0	NA	NA	NA
ENST00000264485.11	ENSG00000080493	144	0	0	0	0	NA	NA	NA
ENST00000507544.3	ENSG00000163626	67	1	0	1	5	5	16	33
ENST00000358602.9	ENSG00000132466	130	0	0	0	0	NA	NA	NA
ENST00000325278.7	ENSG00000163738	21	0	0	0	0	NA	NA	NA
ENST00000324439.10	ENSG00000163743	117	1	0	1	1	1	96	15
ENST00000311638.7	ENSG00000174796	68	1	0	1	3	3	55	1
ENST00000359707.9	ENSG00000138757	228	0	0	0	0	NA	NA	NA
ENST00000514213.7	ENSG00000138768	243	2	0	1	47	34	33	105
ENST00000286733.9	ENSG00000138744	64	0	0	0	0	NA	NA	NA
ENST00000356260.10	ENSG00000198301	104	0	0	0	0	NA	NA	NA
ENST00000264896.8	ENSG00000138760	281	0	0	0	0	NA	NA	NA
ENST00000296043.7	ENSG00000138771	824	10	1	1	118	47	185	65
ENST00000264893.11	ENSG00000138758	152	1	0	1	28	28	6	59
ENST00000237654.9	ENSG00000118816	561	4	1	1	37	24	205	126
ENST00000316355.10	ENSG00000138764	300	2	0	1	12	7	121	103
ENST00000504123.7	ENSG00000138767	60	0	1	1	0	NA	26	NA
ENST00000264908.11	ENSG00000138772	128	0	0	0	0	NA	NA	NA
ENST00000502613.3	ENSG00000138756	194	1	0	1	1	1	61	127
ENST00000512733.5	ENSG00000163291	214	0	0	0	0	NA	NA	NA
ENST00000403729.7	ENSG00000163297	669	0	0	0	0	NA	NA	NA
ENST00000313899.12	ENSG00000138668	313	0	0	0	0	NA	NA	NA
ENST00000295470.10	ENSG00000152795	772	1	0	1	1	1	119	647
ENST00000273920.8	ENSG00000145293	240	0	0	0	0	NA	NA	NA
ENST00000319540.9	ENSG00000145284	259	1	0	1	16	16	30	178
ENST00000302236.10	ENSG00000168152	68	1	0	1	12	12	22	7
ENST00000295491.9	ENSG00000163319	20	0	0	0	0	NA	NA	NA
ENST00000264409.5	ENSG00000138678	515	0	0	0	0	NA	NA	NA
ENST00000295887.6	ENSG00000163624	275	2	0	1	10	5	92	128
ENST00000395184.6	ENSG00000138639	430	1	0	1	82	82	50	131
ENST00000411767.7	ENSG00000163629	480	2	0	1	85	54	41	30
ENST00000395146.9	ENSG00000172493	266	1	0	1	8	8	230	9
ENST00000273963.10	ENSG00000145332	352	2	1	1	19	10	218	16
ENST00000358290.9	ENSG00000198189	118	0	0	0	0	NA	NA	NA
ENST00000237596.7	ENSG00000118762	99	1	0	1	20	20	31	5
ENST00000608933.6	ENSG00000163644	215	0	0	0	0	NA	NA	NA
ENST00000264346.12	ENSG00000138642	70	0	0	0	0	NA	NA	NA
ENST00000264350.8	ENSG00000138646	151	0	0	0	0	NA	NA	NA
ENST00000273968.5	ENSG00000145337	76	0	0	0	0	NA	NA	NA
ENST00000323061.7	ENSG00000177432	75	0	0	0	0	NA	NA	NA
ENST00000264344.10	ENSG00000138640	221	4	0	1	53	35	23	47
ENST00000603357.3	ENSG00000180346	1259	10	0	1	83	23	145	239
ENST00000394991.8	ENSG00000145335	225	0	0	0	0	NA	NA	NA
ENST00000354268.9	ENSG00000163104	255	1	0	1	63	63	18	45
ENST00000317968.9	ENSG00000163110	96	0	0	0	0	NA	NA	NA
ENST00000515059.6	ENSG00000138696	296	3	0	1	12	8	141	44
ENST00000408927.8	ENSG00000138698	182	0	0	0	0	NA	NA	NA
ENST00000305798.8	ENSG00000168785	385	0	1	1	0	NA	372	NA
ENST00000450253.7	ENSG00000151247	21	0	0	0	0	NA	NA	NA
ENST00000296411.11	ENSG00000164024	33	0	0	0	0	NA	NA	NA
ENST00000296412.14	ENSG00000197894	88	2	0	1	30	20	23	2
ENST00000394876.7	ENSG00000145331	150	0	0	0	0	NA	NA	NA
ENST00000499666.7	ENSG00000109270	130	2	0	1	8	7	0	106
ENST00000442697.7	ENSG00000164031	47	0	0	0	0	NA	NA	NA
ENST00000296417.6	ENSG00000164032	105	0	0	0	0	NA	NA	NA
ENST00000273990.6	ENSG00000145358	215	0	0	0	0	NA	NA	NA
ENST00000394854.8	ENSG00000138814	730	1	0	1	1	1	300	424
ENST00000356736.5	ENSG00000138821	391	1	0	1	31	31	201	94
ENST00000226574.9	ENSG00000109320	437	1	0	1	4	4	249	173
ENST00000647097.2	ENSG00000109323	74	0	0	0	0	NA	NA	NA
ENST00000453744.7	ENSG00000109332	253	0	0	0	0	NA	NA	NA
ENST00000273986.10	ENSG00000145354	93	0	0	0	0	NA	NA	NA
ENST00000296424.9	ENSG00000164039	72	0	0	0	0	NA	NA	NA
ENST00000265148.9	ENSG00000138778	24	0	0	0	0	NA	NA	NA
ENST00000380013.9	ENSG00000168769	296	3	1	1	19	9	23	61
ENST00000340139.10	ENSG00000138785	223	1	3	1	4	4	94	114
ENST00000515279.6	ENSG00000138780	254	1	2	1	68	68	30	17
ENST00000379987.7	ENSG00000168743	182	0	0	0	0	NA	NA	NA
ENST00000394708.7	ENSG00000145348	308	1	0	1	6	6	159	128
ENST00000672341.1	ENSG00000164022	70	0	1	1	0	NA	43	NA
ENST00000265174.5	ENSG00000138801	55	0	0	0	0	NA	NA	NA
ENST00000690982.1	ENSG00000164023	648	3	0	1	49	21	480	33
ENST00000332884.11	ENSG00000155016	95	0	0	0	0	NA	NA	NA
ENST00000309522.8	ENSG00000138796	44	0	0	0	0	NA	NA	NA
ENST00000265165.6	ENSG00000138795	1165	1	0	1	17	17	465	646
ENST00000361564.9	ENSG00000198856	57	0	0	0	0	NA	NA	NA
ENST00000265175.5	ENSG00000138802	55	0	0	0	0	NA	NA	NA
ENST00000394650.7	ENSG00000005059	92	1	0	1	3	3	47	33
ENST00000265164.7	ENSG00000138794	50	0	0	0	0	NA	NA	NA
ENST00000302274.8	ENSG00000170522	280	3	0	1	35	27	37	159
ENST00000309733.6	ENSG00000174749	127	0	0	0	0	NA	NA	NA
ENST00000274000.10	ENSG00000138660	305	1	2	1	26	26	36	188
ENST00000505019.6	ENSG00000138658	125	1	0	1	24	24	1	49
ENST00000344442.10	ENSG00000174720	99	2	0	1	11	7	5	27
ENST00000511664.6	ENSG00000145349	670	0	0	0	0	NA	NA	NA
ENST00000310836.11	ENSG00000174607	170	0	0	0	0	NA	NA	NA
ENST00000388822.10	ENSG00000145388	143	1	0	1	6	6	21	101
ENST00000280551.11	ENSG00000150961	227	1	1	1	2	2	208	10
ENST00000692078.1	ENSG00000145390	1102	16	1	1	252	50	168	44
ENST00000354960.8	ENSG00000138735	133	0	0	0	0	NA	NA	NA
ENST00000264808.8	ENSG00000138738	118	1	0	1	11	11	53	29
ENST00000296511.10	ENSG00000164111	153	0	0	0	0	NA	NA	NA
ENST00000243498.10	ENSG00000123737	102	0	0	0	0	NA	NA	NA
ENST00000274026.10	ENSG00000145386	255	0	0	0	0	NA	NA	NA
ENST00000644866.2	ENSG00000138685	344	0	0	0	0	NA	NA	NA
ENST00000304430.10	ENSG00000170917	25	0	0	0	0	NA	NA	NA
ENST00000274008.5	ENSG00000145375	65	0	0	0	0	NA	NA	NA
ENST00000651917.1	ENSG00000164056	439	2	1	1	16	11	102	25
ENST00000504087.6	ENSG00000151458	1038	16	1	1	177	45	361	16
ENST00000296464.9	ENSG00000164070	229	0	0	0	0	NA	NA	NA
ENST00000270861.10	ENSG00000142731	242	1	1	1	29	29	44	108
ENST00000641686.2	ENSG00000164073	40	0	0	0	0	NA	NA	NA
ENST00000296425.10	ENSG00000164040	23	0	0	0	0	NA	NA	NA
ENST00000226319.11	ENSG00000077684	204	0	1	1	0	NA	115	NA
ENST00000344876.9	ENSG00000189184	406	3	0	1	33	20	115	80
ENST00000280612.9	ENSG00000151012	280	2	0	1	29	19	8	172
ENST00000280614.4	ENSG00000151014	201	0	0	0	0	NA	NA	NA
ENST00000686138.1	ENSG00000109381	503	3	0	1	52	30	310	51
ENST00000296543.10	ENSG00000164134	273	0	0	0	0	NA	NA	NA
ENST00000305626.6	ENSG00000172007	75	0	0	0	0	NA	NA	NA
ENST00000274031.8	ENSG00000145391	82	0	0	0	0	NA	NA	NA
ENST00000325617.10	ENSG00000153132	121	0	0	0	0	NA	NA	NA
ENST00000323570.8	ENSG00000179387	122	0	0	0	0	NA	NA	NA
ENST00000442267.3	ENSG00000109436	340	1	0	1	29	29	109	141
ENST00000515673.7	ENSG00000170153	661	2	0	1	81	74	330	106
ENST00000262992.9	ENSG00000109452	346	2	0	1	22	19	104	182
ENST00000307017.9	ENSG00000170185	534	2	1	1	33	27	243	151
ENST00000262994.9	ENSG00000109458	313	0	0	0	0	NA	NA	NA
ENST00000283131.4	ENSG00000153147	223	0	0	0	0	NA	NA	NA
ENST00000507656.6	ENSG00000164162	89	0	0	0	0	NA	NA	NA
ENST00000296577.9	ENSG00000164163	136	0	0	0	0	NA	NA	NA
ENST00000447906.8	ENSG00000164164	616	3	0	1	50	45	420	36
ENST00000302085.9	ENSG00000170365	362	1	0	1	13	13	219	101
ENST00000649156.2	ENSG00000151611	88	0	0	0	0	NA	NA	NA
ENST00000508784.6	ENSG00000151612	416	1	0	1	1	1	397	13
ENST00000296581.11	ENSG00000164167	104	0	0	0	0	NA	NA	NA
ENST00000335472.12	ENSG00000120519	223	1	0	1	34	34	113	5
ENST00000651419.1	ENSG00000151617	350	0	0	0	0	NA	NA	NA
ENST00000296582.8	ENSG00000164168	560	5	0	1	120	42	45	23
ENST00000322396.7	ENSG00000164169	176	0	0	0	0	NA	NA	NA
ENST00000336498.8	ENSG00000071205	214	1	0	1	12	12	68	107
ENST00000358102.8	ENSG00000151623	257	0	1	1	0	NA	157	NA
ENST00000651943.2	ENSG00000198589	302	0	0	0	0	NA	NA	NA
ENST00000604030.7	ENSG00000109686	253	0	0	0	0	NA	NA	NA
ENST00000435205.6	ENSG00000164142	645	8	2	1	79	26	327	22
ENST00000263985.11	ENSG00000059691	25	0	0	0	0	NA	NA	NA
ENST00000281708.10	ENSG00000109670	1178	4	0	1	102	71	448	62
ENST00000338700.10	ENSG00000109654	88	0	2	1	0	NA	9	NA
ENST00000409959.8	ENSG00000121210	38	0	0	0	0	NA	NA	NA
ENST00000499023.7	ENSG00000171566	92	0	0	0	0	NA	NA	NA
ENST00000311277.9	ENSG00000164114	259	0	0	0	0	NA	NA	NA
ENST00000502773.6	ENSG00000145431	896	1	1	1	27	27	738	66
ENST00000264428.9	ENSG00000109738	177	0	0	0	0	NA	NA	NA
ENST00000511912.6	ENSG00000171503	161	1	0	1	6	6	67	73
ENST00000307720.4	ENSG00000171497	108	0	0	0	0	NA	NA	NA
ENST00000264433.11	ENSG00000052795	187	1	1	1	13	13	6	47
ENST00000691494.1	ENSG00000109756	1084	2	0	1	70	40	306	600
ENST00000274054.3	ENSG00000145414	163	0	0	0	0	NA	NA	NA
ENST00000226725.11	ENSG00000109466	316	2	1	1	40	27	144	18
ENST00000261507.11	ENSG00000052802	127	0	0	0	0	NA	NA	NA
ENST00000306193.8	ENSG00000145439	166	0	0	0	0	NA	NA	NA
ENST00000284637.14	ENSG00000154447	193	5	0	1	46	15	111	6
ENST00000507142.6	ENSG00000137601	534	6	0	1	59	19	363	10
ENST00000513761.6	ENSG00000109572	502	3	2	1	51	33	87	144
ENST00000361618.4	ENSG00000198948	295	3	0	1	61	35	115	56
ENST00000265000.9	ENSG00000109586	25	0	0	0	0	NA	NA	NA
ENST00000296503.10	ENSG00000164104	107	0	0	0	0	NA	NA	NA
ENST00000296504.4	ENSG00000164105	229	0	0	0	0	NA	NA	NA
ENST00000393674.7	ENSG00000164117	266	1	0	1	8	8	153	86
ENST00000503780.6	ENSG00000164118	180	1	1	1	10	10	101	46
ENST00000296522.11	ENSG00000164120	37	0	0	0	0	NA	NA	NA
ENST00000393658.7	ENSG00000150625	37	0	0	0	0	NA	NA	NA
ENST00000503362.2	ENSG00000129128	111	0	0	0	0	NA	NA	NA
ENST00000618562.2	ENSG00000150630	611	3	0	1	144	129	0	221
ENST00000264596.4	ENSG00000109674	80	0	0	0	0	NA	NA	NA
ENST00000264595.7	ENSG00000038002	62	0	0	0	0	NA	NA	NA
ENST00000438320.7	ENSG00000129187	83	0	1	1	0	NA	73	NA
ENST00000403733.8	ENSG00000151718	235	1	1	1	3	3	28	195
ENST00000504169.2	ENSG00000168564	162	0	0	0	0	NA	NA	NA
ENST00000302327.4	ENSG00000168556	138	0	2	1	0	NA	88	NA
ENST00000326397.10	ENSG00000182552	233	0	0	0	0	NA	NA	NA
ENST00000308497.9	ENSG00000173320	1484	15	0	1	384	92	47	38
ENST00000393593.8	ENSG00000168310	178	0	0	0	0	NA	NA	NA
ENST00000308394.9	ENSG00000164305	235	1	0	1	8	8	23	185
ENST00000314970.11	ENSG00000164306	308	0	0	0	0	NA	NA	NA
ENST00000281453.10	ENSG00000151725	34	0	0	0	0	NA	NA	NA
ENST00000281455.7	ENSG00000151726	85	0	0	0	0	NA	NA	NA
ENST00000281456.11	ENSG00000151729	107	0	0	0	0	NA	NA	NA
ENST00000458385.7	ENSG00000164323	119	0	0	0	0	NA	NA	NA
ENST00000652585.2	ENSG00000109762	229	1	1	1	23	23	141	16
ENST00000335174.6	ENSG00000186352	83	0	0	0	0	NA	NA	NA
ENST00000284767.12	ENSG00000154553	73	0	0	0	0	NA	NA	NA
ENST00000695409.1	ENSG00000154556	767	9	0	1	182	43	66	155
ENST00000296795.8	ENSG00000164342	100	1	1	1	7	7	39	37
ENST00000296824.4	ENSG00000164366	71	0	0	0	0	NA	NA	NA
ENST00000264933.9	ENSG00000249915	75	0	0	0	0	NA	NA	NA
ENST00000264935.6	ENSG00000112877	22	0	0	0	0	NA	NA	NA
ENST00000467963.6	ENSG00000028310	144	0	0	0	0	NA	NA	NA
ENST00000166345.8	ENSG00000071539	115	0	0	0	0	NA	NA	NA
ENST00000264930.10	ENSG00000113504	72	0	0	0	0	NA	NA	NA
ENST00000320895.10	ENSG00000049656	258	1	0	1	27	27	81	93
ENST00000283415.4	ENSG00000153395	116	0	0	0	0	NA	NA	NA
ENST00000296564.9	ENSG00000164151	239	1	0	1	31	31	109	34
ENST00000264670.11	ENSG00000037474	65	0	0	0	0	NA	NA	NA
ENST00000274192.7	ENSG00000145545	137	0	2	1	0	NA	85	NA
ENST00000230859.8	ENSG00000112941	552	1	0	1	23	23	187	293
ENST00000440940.7	ENSG00000124275	93	1	0	1	2	2	80	4
ENST00000382496.10	ENSG00000112902	666	2	1	1	21	13	463	37
ENST00000280326.9	ENSG00000150753	61	0	0	0	0	NA	NA	NA
ENST00000274140.10	ENSG00000145495	204	0	0	0	0	NA	NA	NA
ENST00000296657.7	ENSG00000164236	398	0	0	0	0	NA	NA	NA
ENST00000230895.11	ENSG00000112977	166	0	0	0	0	NA	NA	NA
ENST00000344204.9	ENSG00000038382	384	2	0	1	55	45	12	46
ENST00000284274.5	ENSG00000154124	108	0	0	0	0	NA	NA	NA
ENST00000284268.8	ENSG00000154122	331	2	1	1	52	43	12	187
ENST00000308683.3	ENSG00000173545	135	0	0	0	0	NA	NA	NA
ENST00000513610.6	ENSG00000145555	480	3	0	1	39	16	193	50
ENST00000322611.4	ENSG00000176788	189	0	0	0	0	NA	NA	NA
ENST00000344624.8	ENSG00000113360	353	5	0	1	28	13	196	19
ENST00000265070.7	ENSG00000113384	285	1	0	1	17	17	135	96
ENST00000382142.8	ENSG00000150712	101	0	0	0	0	NA	NA	NA
ENST00000265069.13	ENSG00000056097	82	0	0	0	0	NA	NA	NA
ENST00000265073.9	ENSG00000113387	70	0	0	0	0	NA	NA	NA
ENST00000265109.8	ENSG00000039560	196	2	0	1	5	3	143	2
ENST00000648817.1	ENSG00000168724	261	0	1	1	0	NA	0	NA
ENST00000296603.5	ENSG00000164187	389	3	0	1	17	6	9	20
ENST00000274255.11	ENSG00000145604	152	2	0	1	8	4	7	21
ENST00000381937.9	ENSG00000152620	127	0	0	0	0	NA	NA	NA
ENST00000265113.9	ENSG00000079215	225	1	0	1	30	30	7	125
ENST00000282516.13	ENSG00000164190	489	5	0	1	69	29	165	36
ENST00000231498.8	ENSG00000113569	129	0	0	0	0	NA	NA	NA
ENST00000453190.7	ENSG00000113594	332	1	0	1	3	3	284	36
ENST00000274276.8	ENSG00000145623	389	0	0	0	0	NA	NA	NA
ENST00000357387.8	ENSG00000164327	22	0	0	0	0	NA	NA	NA
ENST00000320816.11	ENSG00000153071	278	2	0	1	10	7	146	73
ENST00000302472.4	ENSG00000171522	607	1	0	1	31	31	54	457
ENST00000337702.5	ENSG00000113638	139	0	0	0	0	NA	NA	NA
ENST00000196371.10	ENSG00000083720	67	0	0	0	0	NA	NA	NA
ENST00000381647.7	ENSG00000205765	24	0	0	0	0	NA	NA	NA
ENST00000281623.8	ENSG00000151876	29	0	0	0	0	NA	NA	NA
ENST00000682664.1	ENSG00000172262	225	2	0	1	52	40	87	15
ENST00000325110.11	ENSG00000112972	126	0	0	0	0	NA	NA	NA
ENST00000306846.8	ENSG00000172239	231	1	0	1	4	4	117	99
ENST00000303221.10	ENSG00000170571	137	0	0	0	0	NA	NA	NA
ENST00000281631.10	ENSG00000151883	459	1	0	1	42	42	249	81
ENST00000282588.7	ENSG00000213949	438	5	0	1	66	30	56	180
ENST00000396954.8	ENSG00000164172	676	6	0	1	99	42	28	21
ENST00000296684.10	ENSG00000164258	24	0	0	0	0	NA	NA	NA
ENST00000504924.6	ENSG00000185305	94	1	0	1	2	2	77	8
ENST00000381410.5	ENSG00000178996	194	0	0	0	0	NA	NA	NA
ENST00000503787.6	ENSG00000164294	22	0	0	0	0	NA	NA	NA
ENST00000282572.5	ENSG00000152669	85	0	0	0	0	NA	NA	NA
ENST00000251636.10	ENSG00000067248	121	1	0	1	1	1	46	69
ENST00000230640.10	ENSG00000039123	25	0	0	0	0	NA	NA	NA
ENST00000307259.9	ENSG00000067113	335	0	0	0	0	NA	NA	NA
ENST00000396865.7	ENSG00000177058	190	0	0	0	0	NA	NA	NA
ENST00000381298.7	ENSG00000134352	283	2	0	1	24	20	189	20
ENST00000399503.4	ENSG00000095015	25	1	0	1	1	1	6	13
ENST00000381199.8	ENSG00000155545	21	0	0	0	0	NA	NA	NA
ENST00000506184.7	ENSG00000062194	1163	18	0	1	158	28	172	36
ENST00000274289.8	ENSG00000145632	127	0	0	0	0	NA	NA	NA
ENST00000340635.11	ENSG00000113448	104	0	0	0	0	NA	NA	NA
ENST00000265036.10	ENSG00000035499	73	0	0	0	0	NA	NA	NA
ENST00000508821.6	ENSG00000164181	195	0	0	0	0	NA	NA	NA
ENST00000676185.1	ENSG00000049167	62	0	1	1	0	NA	22	NA
ENST00000339020.8	ENSG00000188725	420	2	0	1	29	28	57	50
ENST00000407818.8	ENSG00000068796	267	0	1	1	0	NA	259	NA
ENST00000199320.9	ENSG00000086189	133	0	0	0	0	NA	NA	NA
ENST00000325324.11	ENSG00000086200	173	1	0	1	4	4	25	133
ENST00000513458.9	ENSG00000153006	174	0	0	0	0	NA	NA	NA
ENST00000381070.8	ENSG00000153015	217	1	0	1	12	12	25	153
ENST00000231524.14	ENSG00000113595	59	0	0	0	0	NA	NA	NA
ENST00000399438.8	ENSG00000113597	34	0	0	0	0	NA	NA	NA
ENST00000381007.9	ENSG00000197860	215	0	0	0	0	NA	NA	NA
ENST00000380985.10	ENSG00000123213	169	0	0	0	0	NA	NA	NA
ENST00000284037.10	ENSG00000112851	289	3	0	1	38	17	163	2
ENST00000334121.11	ENSG00000153914	77	0	0	0	0	NA	NA	NA
ENST00000403625.7	ENSG00000069020	263	2	0	1	31	30	33	137
ENST00000521381.6	ENSG00000145675	580	4	1	1	89	44	237	57
ENST00000396591.8	ENSG00000145740	242	2	0	1	16	13	143	8
ENST00000256442.10	ENSG00000134057	113	0	0	0	0	NA	NA	NA
ENST00000256441.5	ENSG00000134056	70	0	0	0	0	NA	NA	NA
ENST00000256443.8	ENSG00000134058	90	0	0	0	0	NA	NA	NA
ENST00000396496.7	ENSG00000183323	193	0	1	1	0	NA	170	NA
ENST00000217893.10	ENSG00000273841	168	2	0	1	45	41	30	12
ENST00000354868.10	ENSG00000152942	532	12	1	1	174	54	100	52
ENST00000325631.10	ENSG00000152939	70	0	0	0	0	NA	NA	NA
ENST00000396442.7	ENSG00000197822	179	0	0	0	0	NA	NA	NA
ENST00000274400.10	ENSG00000145736	216	1	0	1	1	1	153	57
ENST00000358731.9	ENSG00000145734	227	1	0	1	20	20	36	128
ENST00000340941.11	ENSG00000131844	86	0	0	0	0	NA	NA	NA
ENST00000296755.12	ENSG00000131711	57	0	0	0	0	NA	NA	NA
ENST00000337273.10	ENSG00000083312	77	0	0	0	0	NA	NA	NA
ENST00000430046.7	ENSG00000157107	56	0	0	0	0	NA	NA	NA
ENST00000380591.8	ENSG00000145741	226	0	0	0	0	NA	NA	NA
ENST00000296785.8	ENSG00000164331	612	6	0	1	102	48	38	16
ENST00000296792.9	ENSG00000164338	253	1	1	1	1	1	58	189
ENST00000513042.7	ENSG00000214944	138	0	1	1	0	NA	127	NA
ENST00000302351.9	ENSG00000171617	435	0	0	0	0	NA	NA	NA
ENST00000261416.12	ENSG00000049860	28	0	0	0	0	NA	NA	NA
ENST00000296805.8	ENSG00000164347	204	0	1	1	0	NA	173	NA
ENST00000610426.5	ENSG00000164346	112	0	0	0	0	NA	NA	NA
ENST00000287936.9	ENSG00000113161	104	0	0	0	0	NA	NA	NA
ENST00000643780.2	ENSG00000113163	422	1	0	1	7	7	22	376
ENST00000241436.9	ENSG00000122008	37	0	0	0	0	NA	NA	NA
ENST00000428202.7	ENSG00000152359	146	0	0	0	0	NA	NA	NA
ENST00000274364.11	ENSG00000145703	261	0	0	0	0	NA	NA	NA
ENST00000319211.5	ENSG00000181104	182	0	0	0	0	NA	NA	NA
ENST00000296677.5	ENSG00000164251	153	0	0	0	0	NA	NA	NA
ENST00000312916.12	ENSG00000164252	363	1	0	1	32	32	221	43
ENST00000255198.3	ENSG00000132846	327	3	3	1	87	44	36	90
ENST00000296679.9	ENSG00000164253	96	0	0	0	0	NA	NA	NA
ENST00000380377.9	ENSG00000171530	82	0	0	0	0	NA	NA	NA
ENST00000255194.11	ENSG00000132842	119	0	0	0	0	NA	NA	NA
ENST00000621999.5	ENSG00000085365	55	0	0	0	0	NA	NA	NA
ENST00000380345.7	ENSG00000145685	623	4	0	1	58	23	313	41
ENST00000396137.5	ENSG00000152409	520	4	0	1	22	8	6	84
ENST00000334082.11	ENSG00000152413	1360	10	0	1	147	29	159	147
ENST00000453514.6	ENSG00000164329	672	2	1	1	22	13	467	38
ENST00000507668.7	ENSG00000164300	126	0	0	0	0	NA	NA	NA
ENST00000505560.5	ENSG00000039319	183	0	0	0	0	NA	NA	NA
ENST00000439211.7	ENSG00000228716	494	0	4	1	0	NA	20	NA
ENST00000407610.8	ENSG00000131732	129	1	1	1	35	35	3	18
ENST00000615665.5	ENSG00000145687	55	1	0	1	2	2	9	37
ENST00000502346.2	ENSG00000174695	71	0	2	1	0	NA	9	NA
ENST00000265077.8	ENSG00000038427	286	1	0	1	1	1	194	86
ENST00000296591.10	ENSG00000164176	506	0	0	0	0	NA	NA	NA
ENST00000247655.4	ENSG00000127184	115	0	0	0	0	NA	NA	NA
ENST00000274376.11	ENSG00000145715	569	2	0	1	31	26	101	269
ENST00000256897.9	ENSG00000134480	136	0	1	1	0	NA	84	NA
ENST00000296595.11	ENSG00000164180	122	0	0	0	0	NA	NA	NA
ENST00000504921.7	ENSG00000081189	372	2	0	1	20	14	95	112
ENST00000283122.8	ENSG00000153140	95	0	0	0	0	NA	NA	NA
ENST00000316610.7	ENSG00000176055	479	0	0	0	0	NA	NA	NA
ENST00000651687.1	ENSG00000113356	200	0	0	0	0	NA	NA	NA
ENST00000315948.11	ENSG00000176018	148	1	0	1	22	22	59	20
ENST00000265138.4	ENSG00000113369	225	2	0	1	7	4	79	43
ENST00000327111.8	ENSG00000175745	1802	5	0	1	83	25	375	456
ENST00000395965.8	ENSG00000113391	171	0	0	0	0	NA	NA	NA
ENST00000265140.10	ENSG00000133302	97	0	0	0	0	NA	NA	NA
ENST00000358746.7	ENSG00000198677	269	2	0	1	23	19	42	160
ENST00000380005.9	ENSG00000175449	176	1	0	1	4	4	95	66
ENST00000379982.8	ENSG00000164292	347	2	0	1	22	16	98	47
ENST00000237858.11	ENSG00000173221	64	0	0	0	0	NA	NA	NA
ENST00000237853.9	ENSG00000118985	130	2	0	1	60	33	5	1
ENST00000443439.7	ENSG00000164307	103	0	0	0	0	NA	NA	NA
ENST00000437043.8	ENSG00000164308	150	4	0	1	21	16	18	5
ENST00000231368.10	ENSG00000113441	76	0	0	0	0	NA	NA	NA
ENST00000513185.3	ENSG00000174136	408	1	2	1	32	32	189	120
ENST00000614616.5	ENSG00000153922	617	2	0	1	10	7	130	354
ENST00000312637.5	ENSG00000174132	157	1	0	1	16	16	88	18
